index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,WLow,WLDate,WHigh,WHDate,HHHL,SNO
2025-12-22,1024.HK,66.8499984741211,67.19999694824219,66.0,66.69999694824219,66.69999694824219,12582187,0.0,0.0,66.22152174677781,67.1251984663972,69.30353517363842,69.63548675499341,63.998536759796735,False,False,False,False,1.1999969482421875,1.884210285387541,3.768420570775082,LH,LHLLHHHLHH,62.70000076293945,2025-12-23,75.5,2026-01-06,77.1500015258789,0.23,63.0,62.400001525878906,SB1-2025/12/22,False,False,False,False,False,False,False,False,False,False,False,True,0.8,4,2,1.0,1.0,True,69.93,77.1500015258789,84.3700030517578,91.5900045776367,77.1500015258789,2026-01-06,70.75,2026-01-08,False,1024.HK
2025-12-11,1093.HK,7.760000228881836,7.829999923706055,7.590000152587891,7.690000057220459,7.690000057220459,84711157,0.0,0.0,7.690694467926671,7.770461235073716,8.152875957560436,8.359204909354583,7.688936353528935,False,False,False,False,0.239999771118164,0.2268749177455902,0.3403123766183853,LH,LHLLHHHLHH,7.190000057220459,2025-12-16,8.880000114440918,2025-12-23,8.880000114440918,0.24,7.320000171661377,7.21999979019165,SB1-2025/12/11,False,False,False,False,False,False,False,False,False,False,False,True,0.8,4,2,2.0,0.0,True,8.04,8.880000114440918,9.720000228881837,10.560000343322756,8.880000114440918,2025-12-23,8.380000114440918,2026-01-02,False,1093.HK
2025-12-19,1171.HK,10.140000343322754,10.140000343322754,9.90999984741211,9.989999771118164,9.989999771118164,17108709,0.0,0.0,9.99189060630158,10.200518735503666,10.350413338529078,10.108911435336225,9.789220396614729,False,False,False,False,0.2300004959106445,0.1887500286102296,0.2831250429153444,,,9.529999732971191,2026-01-05,11.050000190734863,2026-01-14,11.15999984741211,0.17,9.56999969482422,9.56999969482422,SB1-2025/12/19,True,True,True,False,False,False,False,False,False,False,False,True,0.71,5,3,1.0,1.0,True,10.34,11.15999984741211,11.97999969482422,12.799999542236328,0.0,,0.0,,False,1171.HK
2025-12-19,1177.HK,6.429999828338623,6.690000057220459,6.429999828338623,6.570000171661377,6.570000171661377,53505336,0.0,0.0,6.6222925586114805,6.768590615317184,7.009690102564528,6.942942791387488,5.907032514455767,False,False,False,False,0.2600002288818359,0.1943750977516174,0.2915626466274261,LH,LHLLHHHLLH,6.170000076293945,2025-12-30,7.110000133514404,2026-01-14,7.289999961853027,0.18,6.260000228881836,6.260000228881836,SB1-2025/12/19,False,False,False,False,False,False,False,False,False,False,False,True,0.67,6,2,1.0,3.0,True,6.73,7.289999961853027,7.849999923706054,8.409999885559081,7.289999961853027,2026-01-14,6.5,2026-01-19,False,1177.HK
2025-12-22,0012.HK,29.65999984741211,29.65999984741211,28.940000534057617,29.21999931335449,29.21999931335449,3329440,0.0,0.0,29.25322972647234,29.243968810803224,28.89138414959563,28.13240383585118,26.39183247749345,True,True,True,False,0.7199993133544922,0.5150001049041741,0.7725001573562612,LH,LHLLHHHLLH,28.07999992370605,2025-12-30,31.71999931335449,2026-01-13,32.0,0.14,28.280000686645508,28.280000686645508,SB1-2025/12/22,True,True,True,False,False,False,False,False,False,False,False,True,0.88,7,4,3.0,0.0,True,30.04,32.0,33.96,35.92,32.0,2026-01-13,30.63999938964844,2026-01-14,False,12.HK
2025-11-21,1548.HK,15.699999809265137,15.699999809265137,14.710000038146973,14.920000076293944,14.920000076293944,16499126,0.0,0.0,16.1744766142817,16.320340102358244,16.45242778374,16.109579183674462,14.762874174622654,False,False,False,False,0.989999771118164,0.4615383148193362,0.6923074722290044,LL,LLLHLLLHLL,15.529999732971191,2025-11-26,14.460000038146973,2025-12-03,14.359999656677246,-0.08,14.710000038146973,14.710000038146973,CL1-2025/09/19,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,14.359999656677246,2025-12-03,15.34000015258789,2025-12-08,False,1548.HK
2025-12-12,0016.HK,95.9499969482422,99.3000030517578,95.9499969482422,99.25,99.25,5827957,0.0,0.0,97.7587406846256,97.9896115771454,97.04942933666548,94.5254271505238,88.13372074393395,False,False,False,False,3.3500061035155966,1.5705880557789522,3.1411761115579044,,,92.6500015258789,2025-12-18,111.3000030517578,2026-01-19,112.9000015258789,0.22,93.5,93.5,SB1-2025/12/12,True,True,True,False,False,False,False,False,False,False,False,True,0.71,12,5,4.0,3.0,True,102.78,112.9000015258789,123.0200030517578,133.14000457763672,0.0,,0.0,,False,16.HK
2025-11-20,1729.HK,15.06999969482422,15.789999961853027,14.649999618530272,14.760000228881836,14.760000228881836,14162445,0.0,0.0,14.414907321303309,14.655470012603551,14.419914732510875,12.876829328296951,9.38390548327042,False,False,False,False,1.1400003433227557,0.9362498521804812,1.4043747782707217,LH,LHLLHHHLHH,13.119999885559082,2025-11-21,16.440000534057617,2025-11-27,17.389999389648438,0.33,13.43000030517578,13.140000343322754,SB1-2025/11/20,True,True,True,False,False,False,False,False,False,False,False,True,1.0,4,1,1.0,2.0,True,15.25,17.389999389648438,19.529998779296875,21.669998168945312,17.389999389648438,2025-11-27,15.5,2025-12-05,False,1729.HK
2025-12-19,1801.HK,81.9000015258789,84.4000015258789,80.80000305175781,83.25,83.25,13042014,0.0,0.0,83.90242135886359,86.3805052232581,88.4395820599243,87.11736793525205,74.43142630944554,False,False,False,False,3.5999984741210938,2.8700007120768203,5.740001424153641,LH,LHLLHHHLLH,76.75,2026-01-02,89.3499984741211,2026-01-13,92.75,0.21,77.4000015258789,77.4000015258789,SB1-2025/12/19,False,False,False,False,False,False,False,False,False,False,False,True,0.71,5,2,2.0,1.0,True,84.75,92.75,100.75,108.75,92.75,2026-01-13,83.5999984741211,2026-01-19,False,1801.HK
2025-11-26,1833.HK,14.75,15.56999969482422,14.380000114440918,15.289999961853027,15.289999961853027,23451039,0.0,0.0,14.602342289805147,14.792857913282369,15.461184969767006,14.804018978009816,12.762572531568598,False,False,False,False,1.1899995803833026,0.7175000905990605,1.0762501358985908,,,12.84000015258789,2025-12-12,18.459999084472656,2026-01-14,18.790000915527344,0.46,13.15999984741211,13.15999984741211,SB1-2025/11/26,True,True,True,False,False,False,False,False,False,False,False,True,0.67,12,3,6.0,3.0,True,15.82,18.790000915527344,21.760001831054687,24.73000274658203,0.0,,0.0,,False,1833.HK
