index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WLDate,WHigh,WHDate,HHHL,SNO
2026-01-09,0101.HK,8.819999694824219,9.170000076293944,8.819999694824219,9.170000076293944,9.170000076293944,14671937,0.0,0.0,8.867634240466517,8.87048054634513,8.839141649296206,8.578106569375713,7.958222989643078,False,False,False,False,0.3500003814697248,0.1733333587646485,0.2600000381469728,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TU2-2025/10/30,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,0.0,,0.0,,False,101.HK
2026-01-07,1519.HK,11.199999809265137,11.68000030517578,11.010000228881836,11.579999923706056,11.579999923706056,39551039,0.0,0.0,10.803505921135471,10.53615157017018,10.258586814480552,9.846978536646528,8.982740112091564,True,True,True,False,0.6700000762939435,0.3193332672119141,0.4789999008178711,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/10/27,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1519.HK
2026-01-09,1519.HK,11.850000381469728,12.199999809265137,11.789999961853027,12.0,12.0,45861836,0.0,0.0,11.176727160978746,10.767755876118672,10.38683851555242,9.928491002176612,9.02944667354107,True,True,True,False,0.4099998474121094,0.3373332977294923,0.5059999465942385,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2025/10/27,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1519.HK
2026-01-05,1833.HK,14.800000190734863,15.899999618530272,14.579999923706056,15.770000457763672,15.770000457763672,25721070,0.0,0.0,14.616573576002027,14.500967836472109,14.828441137386044,14.654377723715458,13.089089851070774,False,False,False,False,1.3199996948242152,0.6493333816528323,0.9740000724792484,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2025/11/03,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1833.HK
2026-01-09,1833.HK,16.739999771118164,17.3799991607666,16.559999465942383,17.149999618530273,17.149999618530273,19887158,0.0,0.0,15.761741458580042,15.159506083446008,15.097176086066064,14.807070671587006,13.200830231617894,True,True,True,False,0.8199996948242188,0.6880001068115236,1.0320001602172852,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/11/03,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1833.HK
2026-01-14,1833.HK,17.799999237060547,18.790000915527344,17.56999969482422,18.459999084472656,18.459999084472656,36163056,0.0,0.0,16.722891995073102,15.80168362155264,15.406294135613358,14.982742424003842,13.310357284417526,True,True,True,False,1.220001220703125,0.7373333613077798,1.1060000419616698,,,17.56999969482422,2026-01-16,18.459999084472656,2026-01-17,18.790000915527344,0.07,14.079999923706056,13.510000228881836,TP3-2025/11/03,True,True,True,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1833.HK
2026-01-14,2577.HK,69.4000015258789,69.4000015258789,67.0,67.25,67.25,5883666,0.0,0.0,69.3252752487018,71.15411858760083,73.3120058287467,72.07282298044952,61.29628931511476,False,False,False,False,2.4000015258789062,2.728126049041748,5.456252098083496,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2025/11/20,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,2577.HK
2026-01-06,2601.HK,37.459999084472656,38.97999954223633,37.459999084472656,38.77999877929688,38.77999877929688,31299328,0.0,0.0,36.39076006098902,35.09050472080514,33.75338638162546,32.459421098379195,29.208393016463685,True,True,True,False,1.520000457763672,1.1237503290176394,1.6856254935264592,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2025/11/27,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,2601.HK
2026-01-06,2899.HK,37.20000076293945,38.959999084472656,37.119998931884766,38.2599983215332,38.2599983215332,99960944,0.0,0.0,35.636868313506255,34.42046103462135,32.94062455697019,30.427489366405656,25.094959271346216,True,True,True,False,1.8400001525878904,1.394736842105263,2.0921052631578947,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2025/10/27,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,2899.HK
2026-01-09,0004.HK,22.6200008392334,22.799999237060547,22.39999961853028,22.799999237060547,22.799999237060547,1689123,0.0,0.0,22.517519421225188,22.67144122011742,22.693675370312143,22.512176186770382,22.10561115661148,False,False,False,False,0.3999996185302663,0.4235292322495408,0.6352938483743114,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TU2-2025/10/21,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,0.0,,0.0,,False,4.HK
