index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily_Range,Avg_Range,Turn_Threshold,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,classification,PATTERN,LLDate,HHDate,SNO
2025-12-12,0107.HK,5.650000095367432,5.650000095367432,5.440000057220459,5.480000019073486,5.480000019073486,1508000,0.0,0.0,0.2100000381469726,0.1266666412353515,0.1899999618530273,5.528150651106994,5.446820162273723,5.260530709398667,5.03111294646105,4.492676664043019,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/11/18,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,107.HK
2025-12-11,1114.HK,4.150000095367432,4.170000076293945,3.9600000381469727,4.079999923706055,4.079999923706055,32982086,0.0,0.0,0.2100000381469726,0.1041177160599653,0.1561765740899479,4.024285515420799,3.915892983606411,3.838230523545168,3.717176228010712,3.624337602145644,True,True,True,4.260000228881836,4.070000171661377,3.9800000190734863,3.5999999046325684,3.549999952316284,BY1-2025/10/28,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,HL,HLLHHL,2025-12-15,2025-12-16,1114.HK
2025-12-10,1205.HK,0.3849999904632568,0.3899999856948852,0.3799999952316284,0.3899999856948852,0.3899999856948852,876000,0.0,0.0,0.0099999904632567,0.0078125018626451,0.0117187527939677,0.3904619655104957,0.3928120427998336,0.3973647603003703,0.3974760584543738,0.3920498335030891,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/11/19,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,1205.HK
2025-12-11,0014.HK,18.420000076293945,18.64999961853028,18.3700008392334,18.5,18.5,1184758,0.0,0.0,0.2799987792968785,0.3526666005452478,0.5289999008178717,18.02007692643325,17.701180240009098,17.062687532622693,16.247856582985953,14.84416727571021,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2025/08/25,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,14.HK
2025-12-09,1760.HK,2.0,2.180000066757202,1.9900000095367432,2.119999885559082,2.119999885559082,10322000,0.0,0.0,0.1900000572204589,0.0693333466847737,0.1040000200271606,1.9920940188946008,1.949099680795554,1.865584715816617,1.7545590862707785,1.630224273081424,True,True,True,2.0299999713897705,2.0999999046325684,2.150000095367432,1.7599999904632568,1.7599999904632568,TP1-2025/10/14,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,HH,HHHLLH,2025-12-11,2025-12-12,1760.HK
2025-12-10,2190.HK,22.979999542236328,23.0,22.36000061035156,22.440000534057617,22.440000534057617,227071,0.0,0.0,0.639999389648441,0.9066668192545568,1.3600002288818351,23.46105374386153,24.00977189559153,24.15407531937681,23.36578598071558,20.08042008792552,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/10/28,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,2190.HK
2025-12-09,0347.HK,1.9700000286102293,1.9700000286102293,1.8799999952316284,1.8899999856948853,1.8899999856948853,8441555,0.0,0.0,0.0900000333786008,0.052499957382679,0.0787499360740185,1.9799795773141744,2.0315160831353145,2.091508445266092,2.0763728219859514,1.897988607014442,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/10/27,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,347.HK
2025-12-09,3788.HK,3.700000047683716,3.7699999809265137,3.569999933242798,3.640000104904175,3.640000104904175,1263000,0.0,0.0,0.2000000476837158,0.1556250154972077,0.2334375232458116,3.7620115990218768,3.824934297292824,3.822348678264282,3.4582831378595,2.538971071101592,False,False,False,3.9800000190734863,3.549999952316284,3.5,3.3399999141693115,3.299999952316284,BY1-2025/11/20,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,HL,HLLHLL,2025-12-15,2025-12-16,3788.HK
2025-12-16,0604.HK,0.8500000238418579,0.8500000238418579,0.8299999833106995,0.8299999833106995,0.8299999833106995,21090300,0.0,0.0,0.0200000405311584,0.0263157957478573,0.0394736936217859,0.8623588174362582,0.8779186627617604,0.885640768878206,0.8827287190065399,0.8813985061333404,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/10/27,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,604.HK
2025-12-09,0081.HK,2.240000009536743,2.240000009536743,1.9800000190734863,2.0299999713897705,2.0299999713897705,43924000,0.0,0.0,0.2599999904632568,0.0882353361915139,0.1323530042872709,2.283902024424806,2.329795188675275,2.331748561298856,2.25933817748344,2.104028637119423,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/10/27,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,81.HK
