index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily_Range,Avg_Range,Turn_Threshold,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,classification,PATTERN,LLDate,HHDate,SNO
2025-12-08,1398.HK,6.320000171661377,6.340000152587891,6.110000133514404,6.110000133514404,6.110000133514404,193161767,0.0,0.0,0.2300000190734863,0.1149999830457899,0.1724999745686848,6.332849345452652,6.3404057690116815,6.220710469567814,6.079816152513477,5.697261109133629,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/02,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,1398.HK
2025-12-11,1519.HK,10.170000076293944,10.25,9.979999542236328,10.079999923706056,10.079999923706056,15238939,0.0,0.0,0.2700004577636719,0.2760000864664712,0.4140001296997068,10.18674609989181,10.051708172985272,9.9439501740211,9.583585495431294,8.740889742920048,True,True,True,10.979999542236328,10.5600004196167,10.43000030517578,9.279999732971191,9.199999809265137,BY1-2025/10/27,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,HL,HLHHHL,2025-12-15,2025-12-16,1519.HK
2025-12-12,1519.HK,10.079999923706056,10.90999984741211,10.010000228881836,10.609999656677246,10.609999656677246,37200600,0.0,0.0,0.8999996185302734,0.2721429552350726,0.4082144328526089,10.263701292034616,10.100255258523704,9.970069761576244,9.603910528327251,8.755783049005762,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/10/27,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,1519.HK
2025-12-10,2400.HK,64.5999984741211,64.5999984741211,60.70000076293945,63.150001525878906,63.150001525878906,4700100,0.0,0.0,3.8999977111816406,2.30333251953125,4.6066650390625,66.79086580058522,68.13059977178133,69.71965021077413,67.16567173489615,53.782725226977455,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/11/10,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,2400.HK
2025-12-11,2577.HK,81.5999984741211,82.30000305175781,77.94999694824219,78.9000015258789,78.9000015258789,2655400,0.0,0.0,4.350006103515625,3.84999942779541,7.69999885559082,77.9953185285806,76.33687182202024,76.4286034743349,72.66098605448005,,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/11/20,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,2577.HK
2025-12-10,2601.HK,33.060001373291016,33.2400016784668,32.63999938964844,32.939998626708984,32.939998626708984,12394517,0.0,0.0,0.6000022888183594,0.8458821913775274,1.268823287066291,32.48269742869417,32.23027585685403,32.08267751023022,31.3510465000728,28.422871835622463,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/11/27,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,2601.HK
2025-12-12,2601.HK,32.81999969482422,34.65999984741211,32.63999938964844,34.599998474121094,34.599998474121094,31774113,0.0,0.0,2.020000457763672,0.8312497138977049,1.2468745708465572,32.90593792039086,32.47680841810549,32.20616251861317,31.44234161075605,28.50621731004768,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/11/27,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,2601.HK
2025-12-09,2799.HK,1.0299999713897705,1.0299999713897705,0.9100000262260436,0.9300000071525574,0.9300000071525574,450831169,0.0,0.0,0.1199999451637269,0.0242857081549507,0.0364285622324261,1.000949566215348,1.01397833671832,1.0293652364700037,1.033408244279129,0.923010764199915,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/10/16,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,2799.HK
2025-12-08,0659.HK,7.829999923706055,7.849999904632568,7.670000076293945,7.670000076293945,7.670000076293945,1645600,0.0,0.0,0.179999828338623,0.1135757128397624,0.1703635692596436,7.721173014064352,7.739028714725399,7.656598462026101,7.45512197859164,7.143606806405954,False,False,False,0.0,0.0,0.0,0.0,0.0,TP1-2025/11/24,False,False,False,True,True,False,False,False,False,False,0.0,0,0,False,,,,,659.HK
2025-12-15,0659.HK,7.579999923706055,7.579999923706055,7.460000038146973,7.460000038146973,7.460000038146973,2319000,0.0,0.0,0.119999885559082,0.1191977052127613,0.178796557819142,7.615384467431731,7.674636627266404,7.640330373576993,7.465905552591074,7.16030151465696,False,False,False,0.0,0.0,0.0,0.0,0.0,CL2-2025/11/24,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,659.HK
2025-12-12,0083.HK,10.68000030517578,10.899999618530272,10.68000030517578,10.81999969482422,10.81999969482422,8430885,0.0,0.0,0.2199993133544922,0.2137498259544372,0.3206247389316559,10.60644345486532,10.495049033594396,10.27131204424827,9.878160691083089,9.143218871759128,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/10/30,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,83.HK
