Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_100,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2004-09-27,0010.HK,11.899999618530272,11.949999809265137,11.800000190734863,11.899999618530272,5.393957138061523,795000,0.0,0.0,12.117384780814586,12.05949835157607,11.74870033419925,11.41556897634588,10.61777639517888,True,True,LL,LLHHHH,12.75,2004-10-05,12.649999618530272,2004-10-12,12.800000190734863,11.800000190734863,11.800000190734863,BY1-2004/08/04,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2004-11-02,0010.HK,12.800000190734863,13.0,12.800000190734863,12.949999809265137,5.869894504547119,2857000,0.0,0.0,12.71520617571554,12.598617757772884,12.286239222415054,11.862354307234735,10.953874390487536,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2004/08/04,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2004-11-17,0010.HK,13.649999618530272,14.100000381469728,13.649999618530272,14.0,6.521698951721191,2629500,0.0,0.0,13.452991242483847,13.15144909211486,12.697434811989185,12.171847336995546,11.161843532155896,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2004/08/04,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2004-11-23,0010.HK,14.399999618530272,15.0,14.399999618530272,14.899999618530272,6.940953254699707,5974000,0.0,0.0,14.03222960411344,13.554656225460016,12.95809030675034,12.34739233669374,11.26546249295723,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2004/08/04,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2005-03-24,0010.HK,14.0,14.0,13.600000381469728,13.850000381469728,6.519345760345459,2405000,0.0,0.0,13.930868610457004,13.9477034247351,13.99748186932382,13.81339959683466,12.720457172714552,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2005/02/01,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2005-04-22,0010.HK,14.050000190734863,14.149999618530272,14.050000190734863,14.149999618530272,6.660558700561523,531498,0.0,0.0,13.901144797275943,13.859406859254277,13.900220139906375,13.808369351934251,12.86393568690343,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2005/02/01,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2005-05-19,0010.HK,13.449999809265137,13.449999809265137,12.949999809265137,13.0,6.119241237640381,2485000,0.0,0.0,13.69965790988284,13.825297827884048,13.88610693819247,13.832525191842048,12.996195057520447,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2005/02/01,False,False,False,False,False,True,False,0.0,0,0,False,False,,,,,,,10.HK
2011-10-21,0010.HK,44.29999923706055,44.400001525878906,42.59999847412109,43.25,23.796310424804688,402355,0.0,0.0,43.83071004573247,43.05702168253058,43.58876393258634,45.14469667268851,46.36260902255386,False,True,HL,HLHHHL,49.79999923706055,2011-10-31,46.09999847412109,2011-11-03,45.95000076293945,41.0,36.20000076293945,BY1-2011/09/30,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2011-10-28,0010.HK,47.150001525878906,49.45000076293945,47.0,49.04999923706055,26.98749542236328,758184,0.0,0.0,45.89294139151018,44.46973687903468,44.179585274372776,45.30400755991746,46.379816785754265,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2011/09/30,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2001-06-14,1033.HK,1.1333329677581787,1.166666030883789,1.0466660261154177,1.0733330249786377,0.9677824378013612,92424000,0.0,0.0,1.169508803027781,1.151177279930916,1.108947834912722,1.0779894720763716,1.1025642972738747,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2001/05/09,True,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2001-07-16,1033.HK,1.0,1.0,0.9399999976158142,0.953333020210266,0.8595832586288452,65808000,0.0,0.0,1.0403366360107749,1.0776167843754614,1.089720897257102,1.0776027842348492,1.0992361865688944,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2001/05/09,False,False,False,False,False,True,False,0.0,0,0,False,False,,,,,,,1033.HK
2002-10-29,1033.HK,0.6399999856948853,0.6399999856948853,0.613332986831665,0.6200000047683716,0.5670732259750366,19038000,0.0,0.0,0.6358421317815711,0.6303160184858632,0.6502469296388418,0.690556118841529,0.7512884206851661,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2002/10/02,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2002-12-03,1033.HK,0.6933330297470093,0.7533329725265503,0.6933330297470093,0.7466660141944885,0.6829264163970947,74748000,0.0,0.0,0.6618894325458431,0.6472729904432355,0.646189268304398,0.6718977196911545,0.7319267035487307,False,True,HH,HHLHHL,0.7466660141944885,2002-12-09,0.699999988079071,2002-12-16,0.6800000071525574,0.6266660094261169,0.613332986831665,TP2-2002/10/02,False,True,True,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2013-02-21,1033.HK,1.366665959358215,1.366665959358215,1.2799999713897705,1.3066660165786743,1.3066660165786743,36858000,0.0,0.0,1.3523084796256724,1.3324148179202953,1.286240321915998,1.228071370590495,1.2254737989291902,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2013/01/16,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2013-02-27,1033.HK,1.266666054725647,1.5133329629898071,1.266666054725647,1.5133329629898071,1.5133329629898071,108436500,0.0,0.0,1.355138723456922,1.3373307871009603,1.2948732159855727,1.2369177689839372,1.2291514505995478,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2013/01/16,False,True,True,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2013-03-05,1033.HK,1.5,1.6266659498214722,1.5,1.6200000047683716,1.6200000047683716,69790413,0.0,0.0,1.4595248770211606,1.3991455621286013,1.330839167517425,1.260018612925752,1.2388450525705277,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2013/01/16,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2014-02-21,1033.HK,1.7300000190734863,1.7300000190734863,1.5199999809265137,1.5299999713897705,1.5299999713897705,60421000,0.0,0.0,1.582867447736391,1.552025644779992,1.5368533340771362,1.5049336328398617,1.4238988513335131,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2014/01/21,True,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2014-04-10,1033.HK,1.6399999856948853,1.9600000381469729,1.6399999856948853,1.899999976158142,1.899999976158142,151068493,0.0,0.0,1.6822920878403864,1.6464411323079766,1.611278761805861,1.5676786074922724,1.4728338958936051,True,True,HH,HHHLLH,1.6699999570846558,2014-04-16,1.7300000190734863,2014-04-28,1.840000033378601,1.5099999904632568,1.5099999904632568,TP2-2014/01/21,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2002-08-13,1050.HK,0.5138880014419556,0.5208330154418945,0.4756940007209778,0.5104159712791443,0.0282539818435907,1175040,0.17625,0.0,0.5841217751457384,0.5802615455945976,0.5432721276125614,0.4784919395696033,0.3533325224859319,True,True,LL,LLLHHL,0.555554986000061,2002-08-21,0.5277770161628723,2002-08-29,0.5277770161628723,0.4756940007209778,0.4756940007209778,BY1-2002/06/18,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1050.HK
2002-11-18,1050.HK,0.6527770161628723,0.6701380014419556,0.6319440007209778,0.6319440007209778,0.0349811315536499,2897280,0.0,0.0,0.5983474141017933,0.5823998016666115,0.5630213126754752,0.5335311458562264,0.4315361165226035,True,True,HH,HHHHHL,0.6875,2002-11-25,0.6527770161628723,2002-11-26,0.6458330154418945,0.5694440007209778,0.5659719705581665,TP1-2002/06/18,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1050.HK
2010-04-22,1050.HK,0.1979160010814666,0.2013880014419555,0.1875,0.2013880014419555,0.0542338639497756,1814400,0.0,0.0,0.2043450744606506,0.2018073942828316,0.1978481862723357,0.1950337544665618,0.1936567052419093,True,True,HL,HLHHLH,0.2256940007209777,2010-04-27,0.2013880014419555,2010-05-04,0.2118050009012222,0.1875,0.1770830005407333,BY1-2010/03/26,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1050.HK
2010-04-27,1050.HK,0.2256940007209777,0.2256940007209777,0.2013880014419555,0.2048610001802444,0.0551691353321075,604800,0.0,0.0,0.2036390697554751,0.2020092252246845,0.1983847132989786,0.1954725812242531,0.1938677217068115,True,True,HH,HHLHLH,0.2118050009012222,2010-05-04,0.2013880014419555,2010-05-14,0.2013880014419555,0.1875,0.1875,TP1-2010/03/26,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1050.HK
2010-05-25,1050.HK,0.1684020012617111,0.1684020012617111,0.1684020012617111,0.1684020012617111,0.0453507080674171,967680,0.0,0.0,0.1857784583528629,0.1923335088932007,0.1952274906559173,0.1947215953132128,0.1938066073911935,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2010/03/26,False,False,False,False,False,True,False,0.0,0,0,False,False,,,,,,,1050.HK
