Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,LLLow,HHClose,BOSS1,classification,PATTERN,LLDate,HHDate
2025-10-16,9999.HK,231.0,233.6000061035156,227.8000030517578,232.0,232.0,3738055,0.0,0.0,233.9892603258344,232.7119975514295,225.23326983566625,212.54933109459617,187.70008059374868,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,9633.HK,53.400001525878906,55.54999923706055,53.400001525878906,54.79999923706055,54.79999923706055,6470034,0.0,0.0,53.92369096915874,53.20910781330065,50.81510993370321,47.065981843304726,41.755355620067824,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,2888.HK,150.3000030517578,150.89999389648438,148.10000610351562,149.60000610351562,149.60000610351562,379652,0.0,0.0,150.82592736588018,150.24470802757867,147.0097054441808,139.6593100447338,120.99913012955284,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,2688.HK,67.19999694824219,67.5,66.0999984741211,66.3499984741211,66.3499984741211,3319303,0.0,0.0,65.81329311107552,65.11023477117288,64.52929725100293,63.33236636333085,60.84112512110035,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,2380.HK,3.359999895095825,3.390000104904175,3.3299999237060547,3.390000104904175,3.390000104904175,17938000,0.0,0.0,3.328814131208988,3.314218154798337,3.2689878987287155,3.188572262011349,3.0903255019403626,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,857.HK,7.25,7.440000057220459,7.210000038146973,7.429999828338623,7.429999828338623,129053213,0.0,0.0,7.258461849402886,7.244075093625338,7.194530963404311,6.94929002397888,6.410636915147378,True,True,True,False,7.210000038146973,7.429999828338623,False,HH,HHHL-H,2025-10-19,2025-10-23
2025-10-16,788.HK,11.550000190734863,11.65999984741211,11.550000190734863,11.65999984741211,11.65999984741211,14993348,0.0,0.0,11.58168266808316,11.559312540739878,11.501066645183974,11.373718284976192,10.837844804008816,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,384.HK,8.09000015258789,8.09000015258789,7.909999847412109,8.029999732971191,8.029999732971191,6711312,0.0,0.0,7.918480372663691,7.859559442485778,7.794826126594932,7.594131577297629,7.169582538086061,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,101.HK,8.960000038146973,9.029999732971191,8.630000114440918,8.75,8.75,11887959,0.0,0.0,8.779321360093482,8.687503846678489,8.38235518445719,7.851708591334719,7.1803865126679565,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,83.HK,10.270000457763672,10.270000457763672,10.0600004196167,10.210000038146973,10.210000038146973,3636577,0.0,0.0,10.10422218831879,9.998645905630784,9.721734691307438,9.275114639042188,8.599384600790275,True,True,True,False,0.0,0.0,False,,,,
2025-10-16,16.HK,94.6500015258789,94.6500015258789,92.0,93.5500030517578,93.5500030517578,5562520,0.0,0.0,94.75226023639397,94.32906012700064,93.33079613964588,90.41522740598612,84.13558069163349,True,True,True,False,94.6500015258789,93.5500030517578,False,LL,LLLH-L,2025-10-19,2025-10-23
