index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WLDate,WHigh,WHDate,HHHL,SNO
2026-01-19,1051.HK,11.31999969482422,11.489999771118164,10.960000038146973,11.34000015258789,11.34000015258789,243400,0.0,0.0,11.334228011918494,11.25716326086082,10.766078527552956,10.164705463508266,8.38886379311583,True,True,True,False,0.5299997329711914,0.3381249904632561,0.5071874856948843,HL,HLHHHLHHHL,11.949999809265137,2026-01-21,11.220000267028809,2026-01-22,11.210000038146973,-0.06,10.720000267028809,10.720000267028809,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,11.210000038146973,2026-01-22,11.979999542236328,2026-01-26,True,1051.HK
2026-01-19,0119.HK,1.9700000286102293,2.039999961853028,1.940000057220459,1.9900000095367432,1.9900000095367432,12546000,0.0,0.0,1.9848124255466535,1.968419776872091,1.9296645829355752,1.8509357633362828,1.7144967468321042,True,True,True,False,0.0999999046325688,0.0688234988380881,0.1032352482571321,HL,HLHHHLHHHL,2.200000047683716,2026-01-22,2.119999885559082,2026-01-26,2.039999961853028,-0.07,1.940000057220459,1.9299999475479128,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.039999961853028,2026-01-26,2.4800000190734863,2026-01-29,True,119.HK
2026-01-14,1651.HK,36.29999923706055,36.97999954223633,35.619998931884766,36.93999862670898,36.93999862670898,1463239,0.0,0.0,34.82487133642868,34.05148831209312,33.46448400338188,31.655041380068248,25.96200843188837,True,True,True,False,1.3600006103515625,1.380000220404731,2.0700003306070967,HL,HLHHHLHHHL,38.27999877929688,2026-01-16,36.63999938964844,2026-01-20,35.900001525878906,-0.06,32.02000045776367,31.21999931335449,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,35.900001525878906,2026-01-20,41.380001068115234,2026-01-22,True,1651.HK
2026-01-27,1651.HK,38.880001068115234,39.79999923706055,37.52000045776367,39.619998931884766,39.619998931884766,1051171,0.0,0.0,37.9027305204859,36.42289325524984,34.892660526906546,32.724356198383056,26.806695170584163,True,True,True,False,2.279998779296875,1.400000095367432,2.1000001430511483,LL,LLHHHLHHHL,41.20000076293945,2026-01-28,42.0,2026-01-30,38.27999877929688,-0.07,32.900001525878906,32.02000045776367,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,38.27999877929688,2026-01-30,42.0,2026-02-02,True,1651.HK
2026-01-15,0189.HK,10.899999618530272,11.510000228881836,10.850000381469728,11.5,11.5,14729000,0.0,0.0,11.10640808730853,10.89300818588467,10.805788332107747,10.793453950553287,10.08661000594311,True,True,True,False,0.6599998474121076,0.367333157857259,0.5509997367858885,HL,HLHHHLHHHL,12.140000343322754,2026-01-19,11.90999984741211,2026-01-20,11.449999809265137,-0.06,10.279999732971191,9.90999984741211,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,11.449999809265137,2026-01-20,12.93000030517578,2026-01-29,True,189.HK
2026-01-14,2302.HK,6.349999904632568,6.409999847412109,5.989999771118164,6.190000057220459,6.190000057220459,2726200,0.0,0.0,5.918225644631823,5.564398673301326,5.3439484101019765,4.986070053260262,3.976307787889084,True,True,True,False,0.4200000762939453,0.2966667175292968,0.4450000762939453,HL,HLHHHLHHHL,7.0,2026-01-19,6.539999961853027,2026-01-20,6.429999828338623,-0.08,4.679999828338623,4.659999847412109,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,6.429999828338623,2026-01-20,7.619999885559082,2026-01-26,True,2302.HK
2026-01-19,2517.HK,4.059999942779541,4.059999942779541,3.890000104904175,4.03000020980835,4.03000020980835,22340609,0.0,0.0,3.881252148680072,3.750967248282411,3.677852569388924,3.5703208210784565,3.3958147685874214,True,True,True,False,0.1699998378753662,0.127333386739095,0.1910000801086425,HL,HLHHHLHHHL,4.269999980926514,2026-01-20,4.099999904632568,2026-01-21,4.010000228881836,-0.06,3.4600000381469727,3.3299999237060547,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,4.010000228881836,2026-01-21,4.489999771118164,2026-01-26,True,2517.HK
2026-01-15,2678.HK,4.809999942779541,4.889999866485596,4.800000190734863,4.860000133514404,4.860000133514404,226500,0.0,0.0,4.796042186301462,4.726164880963079,4.669081709784108,4.600304222993344,4.41003652965305,True,True,True,False,0.0899996757507324,0.0674998760223388,0.1012498140335083,HL,HLHHHLHHHL,5.599999904632568,2026-01-19,5.309999942779541,2026-01-20,5.210000038146973,-0.07,4.570000171661377,4.5,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,5.210000038146973,2026-01-20,5.650000095367432,2026-01-26,True,2678.HK
2026-01-15,2722.HK,2.240000009536743,2.25,2.1600000858306885,2.2100000381469727,2.2100000381469727,18360000,0.0,0.0,2.1192772979933787,2.04238856522654,1.9854132990901483,1.8694062864576015,1.523716400417802,True,True,True,False,0.0899999141693115,0.0859999815622964,0.1289999723434447,HL,HLHHHLHHHL,2.4200000762939453,2026-01-16,2.25,2026-01-20,2.200000047683716,-0.09,1.7799999713897705,1.7799999713897705,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.200000047683716,2026-01-20,2.5299999713897705,2026-01-28,True,2722.HK
2026-01-20,3330.HK,22.36000061035156,22.780000686645508,21.21999931335449,22.780000686645508,22.780000686645508,7957298,0.0,0.0,21.40003138142073,20.06985898373775,18.633724448101702,16.973530542013304,12.98993017369096,True,True,True,False,1.5600013732910192,0.8186668395996098,1.2280002593994148,HL,HLHHHLHHHL,25.200000762939453,2026-01-21,23.89999961853028,2026-01-22,23.26000022888184,-0.08,17.3799991607666,17.290000915527344,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,23.26000022888184,2026-01-22,25.86000061035156,2026-01-26,True,3330.HK
