Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,BOSS1
2025-09-29,8406.HK,0.1099999994039535,0.1099999994039535,0.1040000021457672,0.1040000021457672,0.1040000021457672,80000,0.0,0.0,0.1075182944879989,0.1090481793128833,0.1107300486138489,0.1080139005131676,0.1075969313532556,False,False,False,False,LH,LHLLHH,0.0850000008940696,2025-10-08,0.125,2025-10-14,True
2025-10-09,8159.HK,0.0930000022053718,0.0930000022053718,0.0879999995231628,0.0879999995231628,0.0879999995231628,280000,0.0,0.0,0.0930948312976742,0.0989092695234049,0.1198440697465226,0.1412919030319228,0.1646016107497529,False,False,False,False,LH,LHLLHH,0.0860000029206276,2025-10-13,0.0939999967813491,2025-10-16,True
2025-10-03,8103.HK,0.1420000046491623,0.1599999964237213,0.1420000046491623,0.1439999938011169,0.1439999938011169,57000,0.0,0.0,0.1492271743886326,0.1553704129256025,0.1690726001839066,0.2122543224222151,0.4035850592977207,False,False,False,False,LH,LHLLHH,0.1319999992847442,2025-10-13,0.238999992609024,2025-10-14,True
2025-10-06,6188.HK,0.5299999713897705,0.5299999713897705,0.4300000071525574,0.4399999976158142,0.4399999976158142,151000,0.0,0.0,0.467269891965237,0.524438425029114,0.5900036329619689,0.8216063697700624,1.4504135591655951,False,False,False,False,LH,LHLLHH,0.4000000059604645,2025-10-13,0.6299999952316284,2025-10-16,True
2025-09-23,2551.HK,3.049999952316284,3.119999885559082,3.049999952316284,3.0899999141693115,3.0899999141693115,95000,0.0,0.0,3.066290020961546,3.115508281229714,3.179889688958881,3.274415186723522,3.686314137171716,False,False,True,False,LH,LHLLHH,2.789999961853028,2025-09-29,3.200000047683716,2025-10-06,True
2025-09-30,2439.HK,0.2800000011920929,0.2849999964237213,0.2750000059604645,0.2800000011920929,0.2800000011920929,360000,0.0,0.0,0.2844756270038133,0.2971354235076864,0.3114022719385658,0.3101662050225262,0.3341421761625137,False,False,False,False,LH,LHLLHH,0.270000010728836,2025-10-06,0.2899999916553497,2025-10-10,True
2025-09-25,2399.HK,0.3449999988079071,0.3799999952316284,0.3400000035762787,0.3449999988079071,0.3449999988079071,1535000,0.0,0.0,0.3609566629183441,0.365301678042517,0.3545943954969935,0.327564376535635,0.3131623768774187,False,False,False,False,LH,LHLLHH,0.3000000119209289,2025-09-29,0.4950000047683716,2025-10-10,True
2025-09-18,2185.HK,7.349999904632568,7.869999885559082,7.349999904632568,7.519999980926514,7.519999980926514,1609900,0.0,0.0,7.583460408052472,7.447394242429342,6.442349144013525,5.186012119791636,4.059217528127018,True,True,False,False,LH,LHLLHH,5.309999942779541,2025-09-26,8.170000076293945,2025-10-08,True
2025-09-30,2000.HK,0.3100000023841858,0.3100000023841858,0.3000000119209289,0.3050000071525574,0.3050000071525574,236420,0.0,0.0,0.3102898642147967,0.3109938584724948,0.3099000654886324,0.3162330916774146,0.326218491445667,False,False,False,False,LH,LHLLHH,0.2899999916553497,2025-10-10,0.324999988079071,2025-10-16,True
2025-09-23,1973.HK,3.130000114440918,3.200000047683716,2.940000057220459,2.940000057220459,2.940000057220459,172800,0.0,0.0,3.135794063380987,3.225220227690916,3.269012316500461,3.2871437532012817,3.5376690509903552,False,False,False,False,LH,LHLLHH,2.859999895095825,2025-09-25,3.2699999809265137,2025-10-02,True
2025-10-06,1935.HK,0.8799999952316284,0.9200000166893004,0.8700000047683716,0.9200000166893004,0.9200000166893004,62000,0.0,0.0,0.8988870235962069,0.8914967689968231,0.8725342081533541,0.8498022321228517,0.877260049045695,False,True,False,False,LH,LHLLHH,0.8299999833106995,2025-10-10,0.9700000286102296,2025-10-15,True
2025-09-24,1930.HK,0.3799999952316284,0.3899999856948852,0.3449999988079071,0.3600000143051147,0.3600000143051147,620000,0.0,0.0,0.3717161114968452,0.3807030102429911,0.3828124098638922,0.3645483428050061,0.3313445554897429,False,False,False,False,LH,LHLLHH,0.3100000023841858,2025-09-29,0.4000000059604645,2025-10-06,True
2025-10-02,1803.HK,0.1040000021457672,0.1140000000596046,0.1040000021457672,0.1040000021457672,0.1040000021457672,70000,0.0,0.0,0.1083595408642008,0.1131000952282835,0.114475045162819,0.1110804892756787,0.1149055174873072,False,False,False,False,LH,LHLLHH,0.0970000028610229,2025-10-06,0.1150000020861625,2025-10-15,True
2025-09-24,1746.HK,0.3199999928474426,0.3300000131130218,0.2899999916553497,0.2949999868869781,0.2949999868869781,492000,0.0,0.0,0.3081898569348079,0.3295122331644213,0.3529888303630875,0.3736640755029505,0.364545389573393,False,False,False,False,LH,LHLLHH,0.2599999904632568,2025-09-26,0.4099999964237213,2025-10-08,True
2025-09-23,1723.HK,2.0,2.25,1.940000057220459,1.940000057220459,1.940000057220459,1078000,0.0,0.0,2.2271759591898803,2.573947433846911,3.0587290157496314,3.324977743977521,2.793289166339667,False,False,False,False,LH,LHLLHH,1.6799999475479126,2025-09-26,3.130000114440918,2025-10-09,True
2025-10-03,1608.HK,0.2399999946355819,0.2549999952316284,0.2360000014305114,0.2549999952316284,0.2549999952316284,402000,0.0,0.0,0.2491095362740246,0.2533062875175833,0.2607557753632467,0.2625542669634693,0.2792668999441991,False,False,False,False,LH,LHLLHH,0.231000006198883,2025-10-06,0.2599999904632568,2025-10-13,True
2025-09-16,1283.HK,1.309999942779541,1.3899999856948853,1.309999942779541,1.3700000047683716,1.3551318645477295,690000,0.0,0.0,1.3407188824802247,1.3860262554453626,1.389849631437997,1.2951742189256523,1.1195449307353509,False,False,False,False,LH,LHLLHH,1.2799999713897705,2025-09-23,1.4800000190734863,2025-09-26,True
2025-09-25,1229.HK,0.2259999960660934,0.2399999946355819,0.2259999960660934,0.2280000001192093,0.2280000001192093,1254000,0.0,0.0,0.2266184868139055,0.2320008432325866,0.2379089276707899,0.2328372035391617,0.2079596830351615,False,False,False,False,LH,LHLLHH,0.2179999947547912,2025-09-30,0.2599999904632568,2025-10-09,True
2025-09-29,1206.HK,0.4099999964237213,0.4149999916553497,0.3849999904632568,0.395000010728836,0.395000010728836,518000,0.0,0.0,0.4001106544845653,0.3979335219091835,0.3790932765435473,0.3543661010630273,0.3485438756237446,True,True,False,False,LH,LHLLHH,0.375,2025-09-30,0.4199999868869781,2025-10-08,True
2025-10-03,953.HK,0.3050000071525574,0.3050000071525574,0.2750000059604645,0.2899999916553497,0.2899999916553497,266000,0.0,0.0,0.2866138844640672,0.2906576822545366,0.2714024879928164,0.2308000706884273,0.1779971769363438,False,False,False,False,LH,LHLLHH,0.2599999904632568,2025-10-08,0.3100000023841858,2025-10-14,True
2025-09-22,731.HK,0.1889999955892563,0.1889999955892563,0.1889999955892563,0.1889999955892563,0.1889999955892563,100000,0.0,0.0,0.1862245380795402,0.189083373247537,0.1939534899975438,0.1987562861834177,0.2275602116286572,False,False,False,False,LH,LHLLHH,0.1720000058412552,2025-09-24,0.1899999976158142,2025-10-02,True
