Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,BOSS1
2025-10-16,9997.HK,8.920000076293945,8.979999542236328,8.920000076293945,8.979999542236328,8.979999542236328,2269000,0.0,0.0,8.919677865833789,8.878560504469393,8.676110730565606,8.247462096017847,7.349063306947703,True,True,True,False,HH,HHHL-H,8.920000076293945,2025-10-19,8.979999542236328,2025-10-23,False
2025-10-16,9638.HK,25.459999084472656,25.6200008392334,24.920000076293945,24.920000076293945,24.920000076293945,20000,0.0,0.0,25.16255262021553,24.970831677449983,24.715654296929003,24.268270888271083,23.84927534863436,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,3969.HK,3.5899999141693115,3.5899999141693115,3.539999961853028,3.549999952316284,3.549999952316284,4211767,0.0,0.0,3.564892049198357,3.531280394699253,3.4801577355118143,3.394372196886604,3.213567604072872,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,3866.HK,4.420000076293945,4.489999771118164,4.400000095367432,4.449999809265137,4.449999809265137,2291000,0.0,0.0,4.293602443350675,4.280878358824659,4.258522517349881,4.110969845049494,3.577258381048512,True,True,True,False,HH,HHHL-H,4.400000095367432,2025-10-20,4.449999809265137,2025-10-23,False
2025-10-16,2360.HK,2.0999999046325684,2.119999885559082,2.0999999046325684,2.0999999046325684,2.0999999046325684,976000,0.0,0.0,2.1069146140649786,2.100712962101535,2.06612414388635,1.965765604342272,1.7736774769393822,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,2343.HK,2.5299999713897705,2.619999885559082,2.5299999713897705,2.5899999141693115,2.5899999141693115,13744954,0.0,0.0,2.526613941421832,2.4776999047245747,2.3788719856005067,2.237603718897794,2.0862611619805644,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,1836.HK,15.359999656677246,15.619999885559082,15.350000381469728,15.5,15.5,817867,0.0,0.0,15.49265523002331,15.466776172467602,15.370835329859805,15.101181720175736,14.253858218150777,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,1196.HK,12.119999885559082,12.1899995803833,11.699999809265137,11.869999885559082,11.869999885559082,2802000,0.0,0.0,12.13710031946274,12.114748218308092,11.52894795082553,10.391736052868684,8.64679299159852,True,True,True,False,LL,LLLH-L,12.1899995803833,2025-10-19,11.869999885559082,2025-10-23,False
2025-10-16,1186.HK,5.519999980926514,5.570000171661377,5.5,5.559999942779541,5.559999942779541,4158000,0.0,0.0,5.503692708567113,5.484990868363807,5.481778130639285,5.398387933420419,5.173784965019885,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,956.HK,4.380000114440918,4.449999809265137,4.340000152587891,4.440000057220459,4.440000057220459,5149952,0.0,0.0,4.321055061694724,4.296966283046975,4.271869354495873,4.180003746634697,3.866224937116792,True,True,True,False,HH,HHHL-H,4.340000152587891,2025-10-19,4.440000057220459,2025-10-23,False
2025-10-16,579.HK,2.559999942779541,2.559999942779541,2.5299999713897705,2.539999961853028,2.539999961853028,4071500,0.0,0.0,2.5428677485029083,2.5203949042538,2.484638621342896,2.4069293054106997,2.177049488740177,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,576.HK,7.429999828338623,7.670000076293945,7.409999847412109,7.650000095367432,7.650000095367432,8972699,0.0,0.0,7.322526098265635,7.2518406518699345,7.21273525518305,7.027743800618996,6.375814640838006,True,True,True,False,HH,HHHL-H,7.409999847412109,2025-10-19,7.650000095367432,2025-10-23,False
2025-10-16,525.HK,2.549999952316284,2.559999942779541,2.509999990463257,2.5299999713897705,2.5299999713897705,7021439,0.0,0.0,2.531392547516945,2.4914094987101576,2.353991126801984,2.192112101543307,2.033424766696597,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,517.HK,5.940000057220459,6.019999980926514,5.929999828338623,6.010000228881836,6.010000228881836,2492000,0.0,0.0,5.898521387807371,5.879102916497833,5.7646475455916,5.4550820379854565,4.7290564011923335,True,True,True,False,HH,HHHL-H,5.929999828338623,2025-10-20,6.010000228881836,2025-10-23,False
2025-10-16,440.HK,34.779998779296875,35.060001373291016,34.560001373291016,34.900001525878906,34.900001525878906,385600,0.0,0.0,34.29588457454293,33.979900954188096,32.9385467373422,31.28465294396606,27.837107729118,True,True,True,False,LH,LHHL-H,34.560001373291016,2025-10-20,34.900001525878906,2025-10-23,False
2025-10-16,338.HK,1.3600000143051147,1.3899999856948853,1.350000023841858,1.3799999952316284,1.3799999952316284,9375000,0.0,0.0,1.372378544000645,1.3635776135273436,1.3514067230995448,1.3212305415670769,1.253048046996325,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,207.HK,0.5699999928474426,0.5799999833106995,0.5699999928474426,0.5799999833106995,0.5799999833106995,3261000,0.0,0.0,0.5737205807186653,0.5698622046228012,0.5310196424657602,0.4526890829195114,0.3435843100467423,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,173.HK,2.190000057220459,2.2300000190734863,2.1700000762939453,2.2100000381469727,2.2100000381469727,2438840,0.0,0.0,2.173773558056171,2.1707252152412155,2.1664965845448187,2.0948003909302373,1.948205868225412,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,62.HK,10.520000457763672,10.59000015258789,10.5,10.59000015258789,10.59000015258789,204399,0.0,0.0,10.564295081314071,10.484213983763864,10.10051494562811,9.545111935187292,8.80206443161549,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,32.HK,8.369999885559082,8.369999885559082,8.369999885559082,8.369999885559082,8.369999885559082,1121,0.0,0.0,8.443502676938301,8.443076202417828,8.335516850206085,8.104707897107055,7.846427151587805,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,14.HK,15.979999542236328,15.979999542236328,15.670000076293944,15.800000190734863,15.800000190734863,1158640,0.0,0.0,15.855718521139616,15.81797127027522,15.518973492325802,14.850691719236902,13.60119356878185,True,True,True,False,,,0.0,,0.0,,False
2025-10-16,10.HK,15.0,15.0600004196167,14.739999771118164,14.829999923706056,14.829999923706056,422000,0.0,0.0,14.697039126963574,14.60421580128956,14.2816779995502,13.51919396341933,11.875455174311712,True,True,True,False,HH,HHHL-H,14.739999771118164,2025-10-18,14.829999923706056,2025-10-23,False
