Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,T1_150,BOSS_STATUS,buy_price,tp1_price,tp2_price,SNO
2025-08-28,1025.HK,0.3000000119209289,0.3000000119209289,0.270000010728836,0.2849999964237213,0.2849999964237213,2160000,0.0,0.0,0.3008503279589009,0.2985770049573294,0.2958146590708972,0.3314883096174711,1.0368200367876954,False,True,LL,LLHLLL,0.2800000011920929,2025-09-04,0.2800000011920929,2025-09-15,0.270000010728836,0.270000010728836,True,False,False,False,False,False,0.0,0.0,0.0,,,False,False,BY1-2025/05/20,,,,1025.HK
2025-10-15,1025.HK,0.2349999994039535,0.2399999946355819,0.2179999947547912,0.221000000834465,0.221000000834465,1408000,0.0,0.0,0.2523286172448243,0.2661705010108421,0.2784813009232156,0.3050763805504598,0.8697153477783945,False,False,,,0.0,,0.0,,0.0,0.0,False,False,False,False,True,False,0.0,0.0,0.0,,,False,False,CL2-2025/05/20,,,,1025.HK
2025-09-02,1053.HK,1.340000033378601,1.3799999952316284,1.3300000429153442,1.3300000429153442,1.3300000429153442,23926000,0.0,0.0,1.3516853521264256,1.3835803462760932,1.3349155718558832,1.207187326687707,1.0221166369090002,False,False,LH,LHLLHH,1.2699999809265137,2025-09-04,1.3899999856948853,2025-09-22,1.5099999904632568,1.2799999713897705,False,False,False,False,False,True,0.58,7.0,3.0,0.0,4.0,False,False,,,,,1053.HK
2025-09-23,1080.HK,0.0879999995231628,0.0879999995231628,0.0829999968409538,0.0839999988675117,0.0839999988675117,2940000,0.0,0.0,0.0867104001148938,0.0861133298001349,0.079848648087845,0.0676863037871881,0.0533523200755194,True,True,LH,LHLLHH,0.0799999982118606,2025-09-29,0.0900000035762786,2025-10-10,0.0949999988079071,0.0810000002384185,False,False,False,False,False,True,0.71,5.0,0.0,3.0,2.0,False,False,,,,,1080.HK
2025-08-29,1102.HK,0.0520000010728836,0.0540000014007091,0.0520000010728836,0.0529999993741512,0.0529999993741512,1886000,0.0,0.0,0.0523371719677347,0.0517213549743659,0.0520265255581353,0.0543712514858414,0.0685443704103178,False,False,LH,LHLLHH,0.0480000004172325,2025-09-09,0.0570000000298023,2025-09-15,0.0570000000298023,0.0489999987185001,False,False,False,False,False,True,1.0,4.0,4.0,0.0,0.0,False,False,,,,,1102.HK
2025-08-15,1231.HK,0.2339999973773956,0.2339999973773956,0.2339999973773956,0.2339999973773956,0.2339999973773956,2000,0.0,0.0,0.2312753444437162,0.2342518925832701,0.2484818986010758,0.2897650381441599,0.417867252086381,False,False,LH,LHLLHH,0.19200000166893,2025-09-05,0.5299999713897705,2025-10-09,0.6000000238418579,0.1990000009536743,False,False,False,False,False,True,0.7,7.0,3.0,0.0,1.0,True,False,SB1-2025/08/15,0.4,0.6000000238418579,0.8000000476837158,1231.HK
2025-10-13,1231.HK,0.4099999964237213,0.4099999964237213,0.3199999928474426,0.3499999940395355,0.3499999940395355,1272000,0.0,0.0,0.3225344188469087,0.281009595245033,0.262491302745244,0.2836339861319283,0.3974765464142458,False,True,,,0.0,,0.0,,0.0,0.0,True,False,False,False,False,False,0.0,0.0,0.0,,,False,False,BY1-2025/08/15,,,,1231.HK
2025-09-17,1393.HK,0.0599999986588954,0.061999998986721,0.0590000003576278,0.061999998986721,0.061999998986721,817000,0.0,0.0,0.0619451325745087,0.0631787089027045,0.064183551384425,0.0638874119728171,0.0745711186065779,False,False,LH,LHLLHH,0.0579999983310699,2025-09-23,0.0649999976158142,2025-10-02,0.0659999996423721,0.0590000003576278,False,False,False,False,False,True,0.8,4.0,0.0,1.0,1.0,False,False,,,,,1393.HK
2025-09-03,1399.HK,0.1850000023841858,0.1949999928474426,0.1850000023841858,0.1870000064373016,0.1870000064373016,290000,0.0,0.0,0.1895102998427359,0.1904760484945822,0.1907473918571975,0.1916596074007493,0.2028251303953455,False,False,LH,LHLLHH,0.1759999990463256,2025-09-04,0.2000000029802322,2025-09-18,0.2000000029802322,0.1829999983310699,False,False,False,False,False,True,0.88,7.0,4.0,0.0,2.0,True,False,SB1-2025/09/03,0.19,0.2000000029802322,0.2100000059604644,1399.HK
2025-10-17,1399.HK,0.19200000166893,0.19200000166893,0.1800000071525573,0.19200000166893,0.19200000166893,12000,0.0,0.0,0.1924912230751316,0.1918205163222233,0.1912144448773149,0.1915341561088454,0.2009414078083564,False,True,LL,LLHHHL,0.2290000021457672,2025-10-30,0.2160000056028366,2025-11-07,0.2129999995231628,0.1800000071525573,True,False,False,False,False,False,0.0,0.0,0.0,,,False,False,BY1-2025/09/03,,,,1399.HK
