Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price
2025-09-26,9933.HK,2.039999961853028,2.039999961853028,2.009999990463257,2.0299999713897705,2.0299999713897705,44000,0.0,0.0,2.0024866604498617,1.964375935687551,1.8396622839467964,1.7826770442946327,1.8246287125024232,False,True,LH,LHLLHH,1.7000000476837158,2025-10-03,2.3399999141693115,2025-10-09,2.640000104904175,1.7999999523162842,SB1-2025/09/26,False,False,False,False,False,True,1.0,3.0,1.0,1.0,1.0,2.17,2.640000104904175,3.1100002098083497
2025-10-16,9933.HK,2.3399999141693115,2.3499999046325684,2.130000114440918,2.3499999046325684,2.3499999046325684,128000,0.0,0.0,2.1940436273106867,2.0939021755041525,1.9503580588688856,1.854228160211573,1.850816086505345,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/09/26,True,False,False,False,False,False,0.0,,,,,,,
2025-08-26,6889.HK,3.650000095367432,3.759999990463257,3.650000095367432,3.75,3.75,61200,0.0,0.0,3.788803020394968,3.727532654317752,3.629058576001989,3.5025725676146244,3.4115277505460573,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/08/04,True,False,False,False,False,False,0.0,,,,,,,
2025-10-06,6889.HK,3.549999952316284,3.650000095367432,3.5,3.5199999809265137,3.5199999809265137,162400,0.0,0.0,3.5824173067244325,3.6121017810155873,3.621420151636683,3.553720645606701,3.453971690694316,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2025/08/04,False,False,False,True,False,False,0.0,,,,,,,
2025-09-23,6865.HK,11.40999984741211,11.40999984741211,10.8100004196167,11.039999961853027,11.039999961853027,5418400,0.0,0.0,11.56306765326318,11.35641323485567,10.8493939504882,10.522002141229512,11.153902257099508,False,True,HL,HLHHLL,13.050000190734863,2025-10-09,11.149999618530272,2025-10-13,10.600000381469728,10.8100004196167,BY1-2025/08/18,True,False,False,False,False,False,0.0,,,,,,,
2025-10-09,6865.HK,11.729999542236328,13.050000190734863,11.619999885559082,12.539999961853027,12.539999961853027,15347000,0.0,0.0,11.872280988209084,11.634963965957136,11.15507398769514,10.746168169616562,11.199579433612598,False,True,HH,HHLLLL,10.600000381469728,2025-10-13,10.760000228881836,2025-10-23,10.289999961853027,10.8100004196167,TP1-2025/08/18,False,True,False,False,False,False,0.0,,,,,,,
2025-08-26,6683.HK,11.170000076293944,11.899999618530272,11.010000228881836,11.75,11.75,25868500,0.0,0.0,11.44366506389932,11.469096343144198,10.248896773344775,8.500568394827262,7.218743165216461,False,False,LH,LHLLHH,10.149999618530272,2025-09-04,12.5600004196167,2025-09-12,13.539999961853027,10.15999984741211,SB1-2025/08/26,False,False,False,False,False,True,0.67,4.0,2.0,1.0,1.0,11.84,13.539999961853027,15.239999923706057
2025-09-16,6683.HK,12.020000457763672,12.380000114440918,11.359999656677246,11.420000076293944,11.420000076293944,36360000,0.0,0.0,11.431424261253005,11.31535388033929,10.668403908790776,9.186408837596488,7.660812715195208,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/08/26,True,False,False,False,False,False,0.0,,,,,,,
2025-10-13,6683.HK,10.140000343322754,10.350000381469728,10.100000381469728,10.210000038146973,10.210000038146973,5496500,0.0,0.0,10.57350916962834,10.813933659783649,10.716418143619396,9.652662588345285,8.063530632429101,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2025/08/26,False,False,False,True,False,False,0.0,,,,,,,
2025-09-24,3877.HK,1.909999966621399,1.940000057220459,1.8799999952316284,1.909999966621399,1.8597368001937864,19038000,0.0,0.0,1.8517599403216791,1.8882078685830108,1.939647446023381,1.9059831139731933,1.7373008866785264,False,False,LH,LHLLHH,1.7799999713897705,2025-10-06,1.950000047683716,2025-10-21,1.9700000286102293,1.7899999618530271,SB1-2025/09/24,False,False,False,False,False,True,0.8,8.0,0.0,4.0,4.0,1.88,1.9700000286102293,2.060000057220458
2025-09-26,3866.HK,4.260000228881836,4.389999866485596,4.230000019073486,4.28000020980835,4.28000020980835,7098000,0.0,0.0,4.276046979891002,4.287266514403183,4.250177815876645,4.067710422157666,3.5074945278391643,False,False,LH,LHLLHH,4.090000152587891,2025-10-13,4.449999809265137,2025-10-17,4.5,4.099999904632568,SB1-2025/09/26,False,False,False,False,False,True,0.75,3.0,0.0,3.0,0.0,4.3,4.5,4.7
2025-08-25,3759.HK,22.1200008392334,23.57999992370605,21.799999237060547,22.979999542236328,22.979999542236328,25054885,0.0,0.0,21.893544611387775,21.39297751479116,19.771171290467155,17.934805560886787,15.842490846178404,True,True,LH,LHLLHH,19.71999931335449,2025-08-28,27.76000022888184,2025-09-18,29.479999542236328,20.15999984741211,SB1-2025/08/25,False,False,False,False,False,True,0.67,10.0,5.0,0.0,5.0,24.6,29.479999542236328,34.359999084472655
2025-10-13,3759.HK,24.8799991607666,25.280000686645508,23.479999542236328,24.440000534057617,24.440000534057617,16455200,0.0,0.0,27.021154615711826,26.48449997596809,24.4283624087622,21.720749454341075,18.09109711644817,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/08/25,True,False,False,False,False,False,0.0,,,,,,,
2025-10-03,3633.HK,3.5999999046325684,3.5999999046325684,3.359999895095825,3.4200000762939453,3.4200000762939453,1122000,0.0,0.0,3.4385613098826973,3.5443833776015903,3.686660068699601,3.846791514201059,4.152332120828285,False,False,LH,LHLLHH,3.0299999713897705,2025-10-13,3.839999914169312,2025-10-20,4.510000228881836,3.140000104904175,SB1-2025/10/03,False,False,False,False,False,True,0.6,3.0,1.0,0.0,2.0,3.77,4.510000228881836,5.250000457763672
2025-09-29,3618.HK,6.090000152587891,6.210000038146973,6.059999942779541,6.130000114440918,6.130000114440918,16356592,0.0,0.0,5.988985671013964,6.004624256280455,6.121012546975529,6.084046103453652,5.404309856436721,False,False,LH,LHLLHH,5.639999866485596,2025-10-08,6.630000114440918,2025-10-17,6.690000057220459,5.710000038146973,SB1-2025/09/29,False,False,False,False,False,True,0.71,5.0,3.0,1.0,1.0,6.16,6.690000057220459,7.220000114440918
2025-09-02,2880.HK,0.8700000047683716,0.8799999952316284,0.8500000238418579,0.8700000047683716,0.8700000047683716,14238600,0.0,0.0,0.8669682228042852,0.8606239083618767,0.8263215494166015,0.7783316322903101,0.7140841640016565,True,True,LH,LHLLHH,0.8199999928474426,2025-09-04,1.059999942779541,2025-09-17,1.1200000047683716,0.8399999737739563,SB1-2025/09/02,False,False,False,False,False,True,0.67,6.0,4.0,2.0,0.0,0.97,1.1200000047683716,1.2700000095367432
2025-09-22,2880.HK,0.9900000095367432,1.0,0.9300000071525574,0.959999978542328,0.959999978542328,35760000,0.0,0.0,0.9644767744231484,0.9238169194686964,0.873158290140246,0.8154435239997998,0.7366563954444176,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/09/02,True,False,False,False,False,False,0.0,,,,,,,
2025-08-27,2570.HK,154.0,159.3000030517578,153.0,154.1999969482422,154.1999969482422,35026,0.0,0.0,155.8968889011855,159.92545072485322,169.39962649530034,178.1224093580923,176.92625726984613,False,False,LH,LHLLHH,138.0,2025-09-05,196.8000030517578,2025-09-18,251.1999969482422,138.10000610351562,SB1-2025/08/27,False,False,False,False,False,True,0.67,6.0,2.0,4.0,0.0,194.6,251.1999969482422,307.79999389648435
2025-09-26,2517.HK,3.2799999713897705,3.400000095367432,3.1600000858306885,3.1600000858306885,3.1600000858306885,24378573,0.0,0.0,3.2043766545379264,3.2598376173945898,3.2877515388018765,3.13778731525951,3.0665743813603474,False,False,LH,LHLLHH,3.059999942779541,2025-10-09,3.7699999809265137,2025-10-22,3.849999904632568,3.069999933242798,SB1-2025/09/26,False,False,False,False,False,True,0.67,6.0,1.0,4.0,1.0,3.45,3.849999904632568,4.249999809265136
2025-09-05,2410.HK,14.699999809265137,15.729999542236328,14.56999969482422,15.479999542236328,15.479999542236328,10072605,0.0,0.0,15.148884191590266,16.180001336254055,18.0618901342636,20.653558482583232,22.74385413535297,False,False,LH,LHLLHH,13.579999923706056,2025-09-11,19.5,2025-09-16,22.559999465942383,13.59000015258789,SB1-2025/09/05,False,False,False,False,False,True,1.0,3.0,0.0,2.0,1.0,18.07,22.559999465942383,27.049998931884765
2025-08-25,2315.HK,25.299999237060547,25.299999237060547,22.18000030517578,22.920000076293945,22.920000076293945,407000,0.0,0.0,23.61232566681529,23.572240475640736,22.14111605312348,19.29919247849412,14.931032551175235,True,True,LH,LHLLHH,20.299999237060547,2025-08-28,25.63999938964844,2025-09-04,26.86000061035156,21.020000457763672,SB1-2025/08/25,False,False,False,False,False,True,0.6,3.0,2.0,1.0,0.0,23.58,26.86000061035156,30.14000122070312
2025-09-11,2315.HK,24.979999542236328,26.059999465942383,22.3799991607666,24.700000762939453,24.700000762939453,466000,0.0,0.0,24.83665670989991,24.26264468403021,23.031674564287567,20.429999275627424,15.84429580133858,True,True,HL,HLHH-L,28.86000061035156,2025-09-18,22.65999984741211,2025-10-14,22.3799991607666,20.299999237060547,BY1-2025/08/25,True,False,False,False,False,False,0.0,,,,,,,
2025-09-16,2315.HK,25.739999771118164,27.5,25.440000534057617,26.5,26.5,772500,0.0,0.0,25.020167485192665,24.4670825432073,23.261048958467512,20.698277304836864,16.061955371805492,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2025/08/25,False,True,False,False,False,False,0.0,,,,,,,
2025-09-25,2315.HK,28.059999465942383,31.34000015258789,26.5,29.5,29.5,957500,0.0,0.0,27.082617965963912,25.916623336639635,24.28287921815007,21.574513281509137,16.678432296463633,True,True,,,0.0,,0.0,,0.0,0.0,TP2-2025/08/25,False,False,True,False,False,False,0.0,,,,,,,
2025-09-11,2283.HK,2.509999990463257,2.609999895095825,2.4800000190734863,2.5,2.5,2030000,0.0,0.0,2.5267323735553435,2.5061077656865494,2.4127758259081733,2.2624999593129043,1.9886319265839885,True,True,LH,LHLLHH,2.359999895095825,2025-09-18,2.7300000190734863,2025-10-03,2.7799999713897705,2.4200000762939453,SB1-2025/09/11,False,False,False,False,False,True,0.7,7.0,1.0,3.0,3.0,2.57,2.7799999713897705,2.989999942779541
2025-10-10,2283.HK,2.619999885559082,2.650000095367432,2.549999952316284,2.5899999141693115,2.5899999141693115,1090000,0.0,0.0,2.593562846430352,2.550430831268101,2.4810271725018054,2.348247563454698,2.0649070442049364,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/09/11,True,False,False,False,False,False,0.0,,,,,,,
2025-09-02,2276.HK,48.31999969482422,48.7599983215332,45.0,45.720001220703125,45.54537582397461,1419000,0.0,0.0,47.042146470094245,45.59081952519331,42.38689920353388,37.52699845887062,28.442652781426123,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/08/06,True,False,False,False,False,False,0.0,,,,,,,
2025-10-13,2276.HK,39.540000915527344,39.540000915527344,38.040000915527344,39.040000915527344,39.040000915527344,1288045,0.0,0.0,41.57674394910928,42.65407049063667,42.70554087170571,39.8395711603408,31.307212487850038,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2025/08/06,False,False,False,True,False,False,0.0,,,,,,,
2025-09-08,2160.HK,1.4800000190734863,1.5299999713897705,1.4700000286102295,1.5,1.5,12646470,0.0,0.0,1.4272179106398382,1.4054018521621412,1.2975915332367172,1.161868036883063,1.0626979815216138,True,True,LH,LHLLHH,1.2400000095367432,2025-09-26,1.5700000524520874,2025-10-06,1.590000033378601,1.2799999713897705,SB1-2025/09/08,False,False,False,False,False,True,0.8,4.0,1.0,2.0,1.0,1.42,1.590000033378601,1.7600000667572022
2025-10-10,2160.HK,1.4500000476837158,1.4500000476837158,1.3200000524520874,1.3300000429153442,1.3300000429153442,9584000,0.0,0.0,1.4207102188817085,1.4112486888484206,1.3639751379806986,1.250752275927514,1.1190994889627894,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/09/08,True,False,False,False,False,False,0.0,,,,,,,
2025-10-17,2160.HK,1.2899999618530271,1.2899999618530271,1.2300000190734863,1.2300000190734863,1.2300000190734863,9382000,0.0,0.0,1.3304959083080434,1.364199766049154,1.3495620256181626,1.2540341359803788,1.1256318529519211,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2025/09/08,False,False,False,True,False,False,0.0,,,,,,,
2025-09-12,2158.HK,6.21999979019165,6.380000114440918,6.119999885559082,6.199999809265137,6.199999809265137,22421000,0.0,0.0,6.1283904634309385,6.2116625782013255,6.230427340822516,6.124920815850454,5.678095929960895,False,False,LH,LHLLHH,5.550000190734863,2025-09-29,7.139999866485596,2025-10-03,7.21999979019165,5.559999942779541,SB1-2025/09/12,False,False,False,False,False,True,1.0,3.0,2.0,1.0,0.0,6.38,7.21999979019165,8.059999580383302
2025-10-10,2158.HK,6.519999980926514,6.53000020980835,6.150000095367432,6.159999847412109,6.159999847412109,16953500,0.0,0.0,6.422854595502669,6.300605074377074,6.243002538910492,6.156030655336342,5.749660860963355,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/09/12,True,False,False,False,False,False,0.0,,,,,,,
2025-10-17,2158.HK,5.809999942779541,5.889999866485596,5.550000190734863,5.579999923706055,5.579999923706055,14137700,0.0,0.0,6.035436226442736,6.128017071369917,6.169232288488371,6.125866087812688,5.75323563398339,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2025/09/12,False,False,False,True,False,False,0.0,,,,,,,
2025-09-22,2039.HK,8.119999885559082,8.119999885559082,7.809999942779541,7.889999866485596,7.889999866485596,1275950,0.0,0.0,7.970308186433573,8.025548721620398,7.778112927870347,7.162645361895501,6.344646337214218,False,False,LH,LHLLHH,7.590000152587891,2025-09-25,8.300000190734863,2025-10-02,8.34000015258789,7.599999904632568,SB1-2025/09/22,False,False,False,False,False,True,0.75,3.0,2.0,0.0,1.0,7.97,8.34000015258789,8.710000305175782
2025-10-08,2039.HK,8.15999984741211,8.15999984741211,7.769999980926514,7.909999847412109,7.909999847412109,716315,0.0,0.0,8.014576703659067,8.007032981783153,7.843927005158386,7.309089452019427,6.469305062097875,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/09/22,True,False,False,False,False,False,0.0,,,,,,,
2025-10-13,2039.HK,7.53000020980835,7.78000020980835,7.5,7.739999771118164,7.739999771118164,1524960,0.0,0.0,7.943130201399958,7.973286091171869,7.846875223502576,7.34185238525323,6.502584953069868,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2025/09/22,False,False,False,True,False,False,0.0,,,,,,,
