Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,T1_100,SNO
2025-10-09,1061.HK,5.090000152587891,5.099999904632568,4.760000228881836,4.809999942779541,4.809999942779541,1522000,0.0,0.0,5.085805698021339,5.193424490813886,5.223521464784644,4.9872669166514605,4.233713352791954,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/07/04,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1061.HK
2025-10-30,1061.HK,4.360000133514404,4.360000133514404,4.260000228881836,4.260000228881836,4.260000228881836,359000,0.0,0.0,4.47500572302598,4.68922776599766,4.922994464549968,4.876638306558754,4.266289822524803,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/07/04,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1061.HK
2025-10-13,1066.HK,5.78000020980835,5.849999904632568,5.659999847412109,5.840000152587891,5.729942321777344,14288286,0.0,0.0,5.952420910991406,5.947220089086448,6.063425395130227,6.0392955244965565,5.79969262870096,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/18,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1066.HK
2025-10-30,1066.HK,5.639999866485596,5.650000095367432,5.329999923706055,5.360000133514404,5.360000133514404,21302273,0.0,0.0,5.614449850203428,5.718615367652492,5.891760006321058,5.949192557506164,5.783181799424019,False,False,LL,LLLLLH,5.28000020980835,2025-11-05,5.559999942779541,2025-11-12,5.659999847412109,5.329999923706055,5.329999923706055,CL1-2025/09/18,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1066.HK
2025-10-15,1072.HK,17.889999389648438,18.07999992370605,17.3799991607666,18.0,18.0,11969400,0.0,0.0,17.946568426679686,17.5472150850061,17.141721238285886,16.02515730816528,13.607362517359393,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/12,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1072.HK
2025-10-27,1072.HK,18.75,20.440000534057617,18.6299991607666,20.059999465942383,20.059999465942383,43202900,0.0,0.0,18.446725160682675,18.000762876446352,17.474664576011786,16.36619044979557,13.899297113030002,True,True,HH,HHHLHH,18.799999237060547,2025-11-05,23.040000915527344,2025-11-13,23.34000015258789,17.280000686645508,16.760000228881836,TP1-2025/09/12,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1072.HK
2025-11-06,1072.HK,20.57999992370605,21.420000076293945,20.299999237060547,21.299999237060547,21.299999237060547,27615688,0.0,0.0,19.78288305651874,18.995326143230603,18.10804849079981,16.847660005985407,14.233832978328214,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/09/12,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,1072.HK
2025-11-13,1072.HK,21.3799991607666,23.34000015258789,21.3799991607666,23.040000915527344,23.040000915527344,32247348,0.0,0.0,21.036707729921243,19.969077494160796,18.743387434659343,17.299369667592273,14.522010203139455,True,True,HH,HHHLHL,20.3799991607666,2025-11-19,21.059999465942383,2025-11-26,20.520000457763672,18.799999237060547,17.280000686645508,TP3-2025/09/12,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1072.HK
2025-10-02,1091.HK,0.449999988079071,0.5600000023841858,0.4399999976158142,0.550000011920929,0.550000011920929,56894400,0.0,0.0,0.44103546046587,0.4239679621097929,0.3971000598161454,0.3687836808901089,0.3667950250886227,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/06/26,False,False,True,True,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2025-10-03,1091.HK,0.5199999809265137,0.5799999833106995,0.5199999809265137,0.5400000214576721,0.5400000214576721,18198888,0.0,0.0,0.459029017009834,0.4340577064009128,0.402703979880519,0.3721741034756052,0.3681751445816032,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2025/06/26,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2025-10-24,1121.HK,1.309999942779541,1.350000023841858,1.2599999904632568,1.2899999618530271,1.2899999618530271,1234000,0.0,0.0,1.356981765205056,1.413942273671088,1.4824236353908755,1.5627012521763373,2.041065388864575,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/08/19,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1121.HK
2025-09-22,1133.HK,11.40999984741211,12.020000457763672,11.390000343322754,11.890000343322754,11.890000343322754,13185488,0.0,0.0,10.461495456477696,9.44410668975246,8.281691444805265,7.100314641789531,5.323015647857286,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2025/07/08,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1133.HK
2025-09-22,0119.HK,1.7100000381469729,1.7100000381469729,1.649999976158142,1.6799999475479126,1.6799999475479126,16469000,0.0,0.0,1.692956602999422,1.6651298794008045,1.6229458308679157,1.5806218881442478,1.548563948102927,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/02,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,119.HK
2025-10-10,0119.HK,1.659999966621399,2.049999952316284,1.6399999856948853,1.9600000381469729,1.9600000381469729,350083389,0.0,0.0,1.7225481035140229,1.6952476454817031,1.6539853665878252,1.6065494156723352,1.5625028499573712,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2025/09/02,False,True,True,True,False,False,False,0.0,0,0,,,False,,,,,False,119.HK
2025-10-13,1205.HK,0.4149999916553497,0.4199999868869781,0.4050000011920929,0.4149999916553497,0.4149999916553497,4840000,0.0,0.0,0.4145297950271134,0.4061991366826046,0.4019523040692239,0.3962066359420056,0.3905775395059379,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/15,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1205.HK
2025-10-10,1302.HK,2.140000104904175,2.190000057220459,2.069999933242798,2.150000095367432,2.150000095367432,46378000,0.0,0.0,2.041277009255076,1.9791118267584185,1.953010562125129,1.884796316201076,1.7783225300018022,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/18,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1302.HK
2025-09-22,1359.HK,1.3700000047683716,1.3700000047683716,1.3200000524520874,1.3300000429153442,1.3300000429153442,152553667,0.0,0.0,1.405148263138654,1.4491749087453805,1.4416136960240895,1.3668062009320685,1.2165446594222546,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/07/25,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1359.HK
2025-11-03,1368.HK,5.650000095367432,5.679999828338623,5.579999923706055,5.619999885559082,5.619999885559082,5635673,0.0,0.0,5.6730574460853385,5.76654648863066,5.87053649977959,5.838205547992048,5.6983599635394135,False,False,LH,LHLLHH,5.489999771118164,2025-11-05,5.929999828338623,2025-11-14,6.050000190734863,5.510000228881836,5.510000228881836,SB1-2025/11/03,False,False,False,False,False,False,True,0.71,5,2,0.0,3.0,True,5.77,6.050000190734863,6.330000381469727,6.610000572204591,False,1368.HK
2025-11-19,1368.HK,5.809999942779541,5.860000133514404,5.650000095367432,5.690000057220459,5.690000057220459,9477000,0.0,0.0,5.798343495681944,5.783375727359106,5.835223623594704,5.824003032636552,5.704707112917097,False,True,HL,HLHLHL,5.690000057220459,2025-11-26,5.710000038146973,2025-11-27,5.690000057220459,5.489999771118164,5.489999771118164,BY1-2025/11/03,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1368.HK
2025-09-26,1385.HK,41.31999969482422,44.63999938964844,40.70000076293945,41.7400016784668,41.7400016784668,13242533,0.0,0.0,39.90640535003884,37.76240172772398,34.678176837915,31.496394388005164,25.77296689291943,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/08/14,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,1385.HK
2025-10-09,1385.HK,47.0,49.20000076293945,44.29999923706055,45.13999938964844,45.13999938964844,11233114,0.0,0.0,44.89099712111431,41.84493698819118,37.5332936598242,33.43555684822172,26.89204321015336,True,True,HH,HHLLLL,38.900001525878906,2025-10-14,39.70000076293945,2025-10-23,38.7400016784668,38.959999084472656,34.41999816894531,TP3-2025/08/14,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1385.HK
2025-10-06,1448.HK,2.9800000190734863,3.0,2.880000114440918,2.900000095367432,2.7258496284484863,4048100,0.0,0.0,2.924437949487001,3.001244820729773,3.180718580221322,3.38266084082041,3.77712411235285,False,False,LH,LHLLHH,2.740000009536743,2025-10-13,3.0199999809265137,2025-10-28,3.0799999237060547,2.7699999809265137,2.7699999809265137,SB1-2025/10/06,False,False,False,False,False,False,True,0.73,8,3,2.0,3.0,True,2.91,3.0799999237060547,3.249999847412109,3.419999771118164,False,1448.HK
2025-11-14,1448.HK,2.930000066757202,2.9600000381469727,2.890000104904175,2.900000095367432,2.900000095367432,5360000,0.0,0.0,2.948306474793446,2.955494314491598,3.025250700820397,3.19842968748371,3.6141356045345736,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/06,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1448.HK
2025-10-23,1475.HK,6.639999866485596,9.600000381469728,6.019999980926514,6.179999828338623,6.179999828338623,31695020,0.0,0.0,6.736451161496269,6.823410414266038,6.8657672709216735,6.779353528233815,6.324304738112537,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2025/07/30,False,False,False,False,False,True,False,0.0,0,0,,,False,,,,,False,1475.HK
2025-10-27,1516.HK,1.5800000429153442,1.6100000143051147,1.5700000524520874,1.600000023841858,1.600000023841858,10659878,0.0,0.0,1.5801369354920056,1.5961484283763083,1.6478177768991518,1.6917943679446927,1.7614356603390575,False,False,LH,LHLLHH,1.5099999904632568,2025-11-05,1.7100000381469729,2025-11-12,1.7300000190734863,1.5199999809265137,1.5199999809265137,SB1-2025/10/27,False,False,False,False,False,False,True,1.0,5,2,3.0,0.0,True,1.62,1.7300000190734863,1.8400000381469723,1.9500000572204588,False,1516.HK
2025-11-18,1516.HK,1.6699999570846558,1.6699999570846558,1.600000023841858,1.600000023841858,1.600000023841858,18005076,0.0,0.0,1.6331849373513507,1.615298956301349,1.6320701484001183,1.6703759848158557,1.7439571008265855,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/27,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1516.HK
