Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_150,classification,PATTERN,LLDate,HHDate,medium_bullish,weak_bullish,SNO
2001-09-07,0010.HK,7.599999904632568,7.75,7.5,7.75,2.9529268741607666,2745200,0.0,0.0,2.929910478333807,2.9118251374157813,2.88860618044301,2.8451777606954383,2.7458691364312764,True,True,0.0,0.0,0.0,0.0,BY1-2001/08/17,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2001-09-12,0010.HK,7.199999809265137,7.5,7.0,7.25,2.762415647506714,1485000,0.0,0.0,2.8976952840063435,2.900669603891667,2.8862841440373166,2.84657826107953,2.748810792584929,False,False,0.0,0.0,0.0,0.0,CL1-2001/08/17,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,10.HK
2006-10-12,0010.HK,20.75,20.75,20.200000762939453,20.299999237060547,9.902226448059082,646000,0.0,0.0,10.033572763473355,9.993725711977918,9.7932706378848,9.425091459630451,8.650368850846265,True,True,0.0,0.0,0.0,0.0,BY1-2006/09/20,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2006-10-16,0010.HK,20.5,20.5,19.600000381469727,19.71999931335449,9.619300842285156,1552000,0.0,0.0,9.924198569278708,9.946156732677943,9.786877700812283,9.436304707930775,8.667213735426746,False,False,0.0,0.0,0.0,0.0,CL1-2006/09/20,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,10.HK
2017-06-15,0010.HK,33.45000076293945,33.45000076293945,32.25,32.54999923706055,20.226879119873047,709200,0.0,0.0,20.59936826354192,20.386544111213883,20.12997511022696,19.60159922826317,18.33523557950445,True,True,0.0,0.0,0.0,0.0,BY1-2017/05/19,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2017-06-27,0010.HK,31.450000762939453,31.450000762939453,30.850000381469727,30.950000762939453,19.23262596130371,447700,0.0,0.0,19.745440683160552,19.96661379485916,19.98324363467858,19.601637921371417,18.41404031520941,False,False,0.0,0.0,0.0,0.0,CL1-2017/05/19,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,10.HK
2020-11-30,0010.HK,19.15999984741211,19.479999542236328,18.76000022888184,19.479999542236328,13.92626953125,1931188,0.0,0.0,13.931414286846062,13.757818708323304,13.499954797920662,13.251341774256597,13.085772037570544,True,True,19.63999938964844,18.84000015258789,18.739999771118164,18.76000022888184,BY1-2020/10/14,True,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHLL,2020-12-03,2020-12-08,,,10.HK
2021-01-15,0010.HK,19.84000015258789,20.600000381469727,19.700000762939453,20.200000762939453,14.440998077392578,1321000,0.0,0.0,14.007299897309531,13.850884674063945,13.704609921092851,13.48655265555066,13.230165765631044,True,True,0.0,0.0,0.0,0.0,TP1-2020/10/14,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,10.HK
2000-12-18,0103.HK,0.3499999940395355,0.3499999940395355,0.2649999856948852,0.2800000011920929,0.1755217611789703,9986000,0.0,0.0,0.2066962052029769,0.1816151865872938,0.1575988592287081,0.1473001162997253,0.1424382988058107,True,True,0.0,0.0,0.0,0.0,BY1-2000/11/14,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,103.HK
2003-01-17,0103.HK,0.2450000047683715,0.2450000047683715,0.2399999946355819,0.2399999946355819,0.1504472345113754,250000,0.0,0.0,0.1543259210671763,0.1522079782845641,0.1517343350122026,0.1562657141405973,0.1639497433033787,False,True,0.0,0.0,0.0,0.0,BY1-2002/12/24,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,103.HK
2003-02-04,0103.HK,0.2599999904632568,0.2750000059604645,0.2599999904632568,0.2750000059604645,0.1723874807357788,1084000,0.0,0.0,0.1616131443811572,0.1575757782334881,0.1546053194559681,0.1569690321208794,0.1636436250106548,False,True,0.0,0.0,0.0,0.0,TP1-2002/12/24,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,103.HK
2003-02-12,0103.HK,0.2750000059604645,0.3000000119209289,0.270000010728836,0.2899999916553497,0.1817904263734817,1206000,0.0,0.0,0.1741497497562916,0.1668342204059881,0.1599484038580377,0.1595362246216853,0.1643955933893928,False,True,0.3449999988079071,0.3449999988079071,0.3549999892711639,0.25,TP2-2002/12/24,False,False,True,False,False,False,0.0,0,0,False,False,HL,HLHHHH,2003-02-20,2003-02-28,,,103.HK
2020-06-18,0103.HK,0.1840000003576278,0.2080000042915344,0.1840000003576278,0.2080000042915344,0.1653681248426437,20000,0.0,0.0,0.1608890889254999,0.1588605095178539,0.1582347708072783,0.1552692413029276,0.1501733426363257,True,True,0.2189999967813491,0.2119999974966049,0.2010000050067901,0.1840000003576278,BY1-2020/05/12,True,False,False,False,False,False,0.0,0,0,False,False,LL,LLHHHL,2020-07-10,2020-07-13,,,103.HK
2020-06-30,0103.HK,0.209999993443489,0.209999993443489,0.1979999989271164,0.1979999989271164,0.1574177145957946,752000,0.0,0.0,0.1605694231182346,0.1590623557775515,0.1583816328660709,0.1554615086132646,0.1503323225199818,True,True,0.0,0.0,0.0,0.0,TP1-2020/05/12,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,103.HK
2020-08-17,0103.HK,0.1990000009536743,0.2269999980926513,0.1979999989271164,0.2199999988079071,0.1749085932970047,46000,0.0,0.0,0.1657350239535157,0.1648934552098261,0.1628810409386997,0.1592853009707911,0.1529071861738,True,True,0.1850000023841858,0.2150000035762787,0.2150000035762787,0.1930000036954879,TP2-2020/05/12,False,False,True,False,False,False,0.0,0,0,False,False,HH,HHLLLH,2020-08-28,2020-09-01,,,103.HK
2022-02-21,0103.HK,0.3100000023841858,0.3199999928474426,0.3000000119209289,0.3149999976158142,0.2640974819660187,2764000,0.0,0.0,0.2821277320248776,0.2816959263600104,0.2795666488673102,0.2695888714869817,0.2412529451124791,True,True,0.0,0.0,0.0,0.0,BY1-2022/01/20,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,103.HK
2022-02-28,0103.HK,0.3000000119209289,0.3000000119209289,0.2949999868869781,0.2949999868869781,0.2473294138908386,1074000,0.0,0.0,0.2634395125259423,0.2711915111090197,0.2747674612052747,0.2680241834858922,0.2417205360649947,False,False,0.0,0.0,0.0,0.0,CL1-2022/01/20,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,103.HK
2003-02-14,1033.HK,0.7733330130577087,0.7733330130577087,0.7400000095367432,0.7466660141944885,0.68292635679245,23187000,0.0,0.0,0.6871157119143654,0.6772053109364984,0.6599227889093798,0.6477368617351256,0.6640787543386423,False,True,0.0,0.0,0.0,0.0,BY1-2003/01/22,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2003-03-06,1033.HK,0.699999988079071,0.699999988079071,0.6533330082893372,0.6666659712791443,0.6097556352615356,17532000,0.0,0.0,0.6629910069553766,0.6716871363462168,0.6656224854616044,0.6542986207140334,0.6652805886264433,False,False,0.0,0.0,0.0,0.0,CL1-2003/01/22,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2011-02-09,1033.HK,2.900000095367432,2.9600000381469727,2.793333053588867,2.8066658973693848,2.711629629135132,17106972,0.0,0.0,2.756685674108021,2.700464587948746,2.556529224068846,2.2697279612461903,1.7963689436269792,True,True,0.0,0.0,0.0,0.0,BY1-2011/01/24,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2011-02-23,1033.HK,2.5666658878326416,2.5999999046325684,2.4800000190734863,2.5133330821990967,2.428229093551636,51111952,0.0,0.0,2.6533300952094194,2.678972432775469,2.595686611300803,2.343936997741882,1.864403006206686,False,False,0.0,0.0,0.0,0.0,CL1-2011/01/24,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2014-02-21,1033.HK,1.7300000190734863,1.7300000190734863,1.5199999809265137,1.5299999713897705,1.5299999713897705,60421000,0.0,0.0,1.582867447736391,1.552025644779992,1.536853331558533,1.504925120813471,1.4225946992599998,True,True,0.0,0.0,0.0,0.0,BY1-2014/01/21,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2014-04-10,1033.HK,1.6399999856948853,1.9600000381469729,1.6399999856948853,1.899999976158142,1.899999976158142,151068493,0.0,0.0,1.6822920878403864,1.6464411323079766,1.6112787611595518,1.5676742952528144,1.471840323520648,True,True,1.659999966621399,1.659999966621399,1.6399999856948853,1.6299999952316284,TP1-2014/01/21,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHHLLL,2014-04-29,2014-05-09,,,1033.HK
2016-10-13,1033.HK,1.600000023841858,1.600000023841858,1.5399999618530271,1.5499999523162842,1.5499999523162842,11467000,0.0,0.0,1.5777385406586202,1.5503086375537811,1.5295234961615136,1.5513562067345466,1.7858092595895714,False,True,0.0,0.0,0.0,0.0,BY1-2016/09/22,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2016-10-20,1033.HK,1.590000033378601,1.7000000476837158,1.590000033378601,1.6799999475479126,1.6799999475479126,48083000,0.0,0.0,1.5885834999547537,1.5643537621568937,1.539769247942545,1.554558877237998,1.777911910351078,False,True,0.0,0.0,0.0,0.0,TP1-2016/09/22,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,1033.HK
2002-08-13,1050.HK,0.5138880014419556,0.5208330154418945,0.4756940007209778,0.5104159712791443,0.0282539688050746,1175040,0.17625,0.0,0.024445284344159,0.0235161600703842,0.0216625860035576,0.0187888885286779,0.0126425073282203,True,True,0.555554986000061,0.5173609852790833,0.53125,0.4756940007209778,BY1-2002/06/18,True,False,False,False,False,False,0.0,0,0,False,False,LL,LLLHLH,2002-08-21,2002-09-04,,,1050.HK
