index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,DT,XGB,LGBM,LR,MLP,RF,SVM,VOTING,SNO
2026-02-26,1033.HK,1.0199999809265137,1.0199999809265137,0.959999978542328,0.959999978542328,0.959999978542328,100333251,0.0,0.0,0.3958333993020171,0.9540202226133592,0.9133111849707662,0.8544141409257059,0.8137244315645497,0.7531323274977941,True,True,True,False,0.0600000023841856,0.0562499947845935,0.0843749921768903,HL,HLHHHL,1.350000023841858,2026-03-02,1.340000033378601,2026-03-03,1.090000033378601,-0.19,0.8899999856948853,0.8399999737739563,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,HLLHLLHHHL,0.8399999737739563,2026-02-06,1.059999942779541,2026-02-25,False,37.58227962712808,34.28571063645001,15.71429787850015,62.962965415829736,0.9196093274701216,1.0556093229401686,0.7836093320000745,29.577776433431342,0.5160064815476118,0.3679600902810213,1,0.8129999947547912,0.9329999953508376,True,26.315788235360564,29.72972515815369,1.1100000143051147,False,-13.513516561230873,-56.2%,-56.19530751542643,True,2,False,True,False,False,False,True,True,63.0,True,True,False,False,True,False,True,False,True,True,False,False,False,False,1033.HK
2026-02-26,1052.HK,4.610000133514404,4.630000114440918,4.579999923706055,4.610000133514404,4.610000133514404,1277000,0.0,0.0,-0.0065076375139883,4.64928699550431,4.654885843748044,4.600935651772961,4.479912097387055,4.218126831953143,False,False,True,False,0.0500001907348632,0.0699999928474426,0.1049999892711639,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,27.00852607779061,12.71187433803476,22.88131723455421,42.85717066107178,4.656682487528692,4.808682437937628,4.5046825371197565,6.528250565333353,1.465743826983802,1.0062083940572817,1,4.596200017929077,4.689999985694885,True,6.466517661476005,1.096495424611469,4.809999942779541,False,-4.15800024208656,35.8%,35.765549412456906,False,1,False,False,False,True,False,True,False,42.9,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1052.HK
2026-02-27,1052.HK,4.610000133514404,4.619999885559082,4.550000190734863,4.599999904632568,4.599999904632568,1210300,0.0,0.0,-0.0043478220306857,4.640325706254902,4.650113153390176,4.60089895580667,4.482290073768154,4.2211696452812655,False,False,True,False,0.0699996948242187,0.0699999928474426,0.1049999892711639,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,25.44789365847758,10.619466785946374,26.548624766855998,27.49994039529838,4.6512841463004895,4.803284096709425,4.499284195891554,6.535827338341922,1.5034877287804032,0.7757059501589774,1,4.602200012207032,4.686999988555908,False,6.976737223038021,-0.216924698312586,4.809999942779541,False,-4.365905210918164,37.6%,37.55544615809698,False,1,False,False,False,True,False,True,False,27.5,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1052.HK
2026-02-25,1086.HK,1.100000023841858,1.100000023841858,1.0800000429153442,1.0800000429153442,1.0800000429153442,816000,0.0,0.0,-0.0462963606840273,1.0843047585443786,1.08875962761103,1.109692048276726,1.1407956002646311,1.1171389173066837,False,False,False,False,0.0199999809265136,0.0294736811989232,0.0442105217983848,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,10.690369700814424,16.666633553009326,16.666718702413945,50.0,1.087676984919746,1.1506770082847668,1.024676961554725,11.58432590529976,0.2662603402148287,0.8401571428598245,1,1.1050000071525574,1.0850000143051148,False,-4.424774559935741,1.8868020014566025,1.159999966621399,False,-6.8965453455194,2.0%,2.0189658143709543,False,1,False,False,False,False,False,False,True,50.0,True,False,False,False,False,False,True,False,True,True,False,False,False,False,1086.HK
2026-02-27,1086.HK,1.0499999523162842,1.0800000429153442,1.0299999713897705,1.059999942779541,1.059999942779541,2672000,0.0,0.0,-0.028301861329449,1.0747825068176668,1.083181457734607,1.105494270435574,1.1374333552782805,1.116152917564174,False,False,False,False,0.0500000715255737,0.0283333394262525,0.0425000091393788,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,10.363590323752762,15.909060737346682,20.454587941287304,51.8518469461281,1.081794529117433,1.1437945772779858,1.01979448095688,11.462444390643167,1.112404756109289,0.4052668917149158,1,1.1014000058174134,1.078500008583069,False,-8.620691958562439,-5.357148369051949,1.1399999856948853,False,-7.017547712211622,4.0%,3.996835304491153,True,2,True,True,False,False,False,False,False,51.9,True,False,True,False,False,False,True,False,True,True,False,False,False,False,1086.HK
2026-03-02,1104.HK,3.559999942779541,3.890000104904175,3.5,3.869999885559082,3.869999885559082,23286830,0.0,0.0,0.0,3.2606575022790585,3.085063168708973,2.801815436990177,2.4361199862640244,1.8951847510468467,True,True,True,False,0.3900001049041748,0.2088235546560849,0.3132353319841273,HH,HHHLLH,3.5,2026-03-03,3.869999885559082,2026-03-04,3.890000104904175,0.11,2.720000028610229,2.470000028610229,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,LHHLHHHLHH,3.1700000762939453,2026-02-09,2.720000028610229,2026-02-13,False,17.836361889827153,47.560985360664034,14.634153255743607,77.41935938710522,3.107193089063919,3.6211931233961945,2.5931930547316435,33.084524817035074,2.820556589586315,2.799240769017978,1,2.7834000110626222,3.029000008106232,True,124.9999896038412,19.81423723549009,3.5799999237060547,True,8.100557766292248,-23.6%,-23.637795308692866,False,1,False,False,False,True,True,False,True,77.4,True,True,False,True,False,False,False,False,False,True,False,False,False,False,1104.HK
2026-03-02,1115.HK,0.6000000238418579,0.6100000143051147,0.5699999928474426,0.5899999737739563,0.5899999737739563,13875000,0.0,0.0,0.0,0.6104831668687944,0.6044953384560888,0.5903417596292717,0.5660248362684587,0.4921259138090165,False,True,True,False,0.0400000214576721,0.0299999833106994,0.0449999749660492,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,32.62732930641632,20.000006502326155,25.454558656237943,41.1764561511154,0.6057964512696394,0.6797964283814558,0.531796474157823,24.43064067368697,0.5228969332371061,0.3562117396898998,1,0.5865999984741211,0.6055000007152558,True,15.68627153071743,3.508768627628134,0.6800000071525574,False,-13.235298887049812,-14.8%,-14.754442299040294,False,1,False,False,False,False,False,True,False,41.2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1115.HK
2026-02-25,1137.HK,1.4199999570846558,1.4600000381469729,1.4199999570846558,1.4500000476837158,1.4500000476837158,276000,0.0,0.0,-0.0137931720538575,1.4261762663630355,1.41710601137876,1.4179294663018265,1.440410657568029,1.5338157838459,False,False,False,True,0.0400000810623171,0.0312500223517418,0.0468750335276127,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,33.085879709416,15.555587933375314,8.888877115136255,54.54547917548317,1.417988050592829,1.4919880992302192,1.3439880019554389,10.437330357819649,1.3784064275594925,0.3916084769083723,1,1.405199987888336,1.419999986886978,True,0.6944437545758981,5.0724675865189495,1.4800000190734863,False,-2.0270250677801456,-3.3%,-3.2878898639815857,False,1,False,False,False,False,False,True,True,54.5,True,False,False,False,True,False,True,False,False,True,True,False,False,False,1137.HK
2026-02-26,1137.HK,1.4199999570846558,1.4500000476837158,1.4199999570846558,1.4500000476837158,1.4500000476837158,241000,0.0,0.0,-0.0137931720538575,1.4305078629667956,1.4199663623617995,1.4191871361599395,1.440600546481211,1.533147929374488,False,False,False,True,0.03000009059906,0.0358823818318984,0.0538235727478476,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,33.264458029759176,15.909119233593191,6.818170734680932,57.14288147129296,1.4210368122205326,1.4950368727788517,1.3470367516622137,10.414939278411168,1.2870348657314248,0.4979480985410801,1,1.405199987888336,1.4234999895095826,True,0.0,3.571433741219278,1.4800000190734863,False,-2.0270250677801456,-5.8%,-5.824649690535888,False,1,False,False,False,False,False,True,True,57.1,True,False,False,False,True,False,True,False,False,True,True,False,False,False,1137.HK
2026-02-27,1137.HK,1.440000057220459,1.4500000476837158,1.4199999570846558,1.4500000476837158,1.4500000476837158,217000,0.0,0.0,-0.0137931720538575,1.43405189655169,1.4225779871724011,1.4203954856314602,1.4407866752178944,1.5324853964526493,False,False,False,True,0.03000009059906,0.0311765039668363,0.0467647559502545,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,33.44303635010236,15.909114923336343,6.81816888743429,57.14288147129296,1.4237952155979785,1.4897952837856925,1.3577951474102647,9.271005754854212,1.2870348657314248,0.5938736741106965,1,1.4057999897003173,1.4234999895095826,True,2.112682500403171,5.0724675865189495,1.4800000190734863,False,-2.0270250677801456,-8.1%,-8.067290477700062,False,1,False,False,False,False,False,True,True,57.1,True,False,False,False,True,False,True,False,False,True,True,False,False,False,1137.HK
