Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,T1_150,EMA50,EMA100,EMA250,BOSS_STATUS,buy_price,tp1_price,tp2_price,SNO
2025-09-08,1038.HK,52.95000076293945,53.0,52.29999923706055,52.5,51.76860809326172,1362114,0.0,0.0,51.86966165041462,52.19685401045862,False,False,LH,LHLLHH,51.25,2025-09-10,53.34999847412109,2025-09-17,54.400001525878906,51.79999923706055,False,False,False,False,False,True,0.8,4,3,0.0,1.0,False,False,52.15203932930888,51.512662797889085,49.78582095524387,,,,,1038.HK
2025-08-13,1193.HK,20.13999938964844,20.21999931335449,19.93000030517578,20.07999992370605,19.78325080871582,4126973,0.0,0.0,19.67821330316621,19.80367784302529,False,False,LH,LHLLHH,18.950000762939453,2025-08-28,20.520000457763672,2025-09-05,20.57999992370605,19.34000015258789,False,False,False,False,False,True,0.67,4,2,0.0,2.0,False,False,20.262396013979437,21.32754263695449,23.201915745731476,,,,,1193.HK
2025-08-22,1288.HK,5.53000020980835,5.570000171661377,5.440000057220459,5.5,5.5,80336569,0.0,0.0,5.447538499881941,5.408345487331801,True,True,LH,LHLLHH,5.150000095367432,2025-09-02,5.619999885559082,2025-09-11,5.670000076293945,5.190000057220459,False,False,False,False,False,True,0.71,5,2,2.0,1.0,False,False,5.332472887658144,5.117074652147512,4.515452161277674,,,,,1288.HK
2025-08-27,1318.HK,100.0,101.3000030517578,95.6999969482422,96.4499969482422,96.4499969482422,1876297,0.0,0.0,97.74054313046808,98.90874036951716,False,False,LH,LHLLHH,90.3499984741211,2025-08-28,102.0,2025-09-09,106.8000030517578,94.0,False,False,False,False,False,True,0.5,4,1,1.0,2.0,False,False,100.79995780363916,98.77085711771296,85.35442763368651,,,,,1318.HK
2025-08-27,0135.HK,7.329999923706055,7.360000133514404,7.21999979019165,7.230000019073486,7.051146984100342,18966936,0.0,0.0,7.238454633090148,7.354178083567717,False,False,,,0.0,,0.0,,0.0,0.0,False,False,False,False,True,False,0.0,0,0,,,False,False,7.450955714143288,7.47118946806992,7.33902526470915,CL2-2024/11/21,,,,135.HK
2025-09-10,0136.HK,2.8299999237060547,2.890000104904175,2.789999961853028,2.8399999141693115,2.8399999141693115,62663200,0.0,0.0,2.8334044538779715,2.870079583253794,False,False,LH,LHLLHH,2.690000057220459,2025-09-18,3.049999952316284,2025-09-24,3.0899999141693115,2.720000028610229,False,False,False,False,False,True,0.5,2,2,0.0,0.0,False,False,2.842042834155629,2.6969513289833573,2.447466081805444,,,,,136.HK
2025-10-02,0148.HK,27.799999237060547,28.100000381469727,27.479999542236328,27.86000061035156,27.86000061035156,2351100,0.0,0.0,27.25969398778353,27.381251466911078,False,False,LH,LHLLHH,25.600000381469727,2025-10-13,28.18000030517578,2025-10-16,28.81999969482422,25.89999961853028,False,False,False,False,False,True,0.67,2,1,0.0,1.0,False,False,27.193260897879647,25.89716867586497,22.86013791759876,,,,,148.HK
2025-10-16,1530.HK,27.559999465942383,30.07999992370605,27.21999931335449,29.15999984741211,29.15999984741211,52050844,0.0,0.0,28.72655123063876,29.5908012118569,False,False,LH,LHLLHH,25.600000381469727,2025-10-23,30.799999237060547,2025-11-05,31.13999938964844,25.920000076293945,False,False,False,False,False,True,0.6,3,1,2.0,0.0,False,False,29.55771114458884,26.73692374310621,19.406490480480976,,,,,1530.HK
2025-08-26,1658.HK,5.670000076293945,5.710000038146973,5.550000190734863,5.550000190734863,5.550000190734863,50191554,0.0,0.0,5.596859641610836,5.615779366359512,False,False,LH,LHLLHH,5.409999847412109,2025-08-29,5.730000019073486,2025-09-02,5.800000190734863,5.420000076293945,False,False,False,False,False,True,1.0,2,2,0.0,0.0,False,False,5.550563763770349,5.344492454679124,4.874669369818268,,,,,1658.HK
2025-09-24,1988.HK,4.150000095367432,4.179999828338623,4.050000190734863,4.070000171661377,4.070000171661377,24406117,0.0,0.0,4.13595092627213,4.21916984906508,False,False,LH,LHLLHH,3.990000009536743,2025-09-25,4.21999979019165,2025-10-02,4.269999980926514,4.039999961853027,False,False,False,False,False,True,1.0,4,1,1.0,2.0,False,False,4.32792023165114,4.240049175925343,3.761204755088057,,,,,1988.HK
