Date,sno,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_10
2025-10-08,3399.HK,1.809999942779541,1.809999942779541,1.7999999523162842,1.7999999523162842,63000,0.0,0.0,1.8119300854281075,1.810611171847574,1.7776335059810908,1.6905404905309454,1.5023949730274526,True,True,True,True
2025-10-08,3326.HK,0.2419999986886978,0.2440000027418136,0.2419999986886978,0.2419999986886978,99000,0.0,0.0,0.2402886625291324,0.2377412379556844,0.2281408427024466,0.2129410106323493,0.1936484990659975,True,True,True,True
2025-10-08,2321.HK,0.4099999964237213,0.4099999964237213,0.4050000011920929,0.4099999964237213,260000,0.0,0.0,0.4169258339071832,0.4149489203233741,0.4104124363509477,0.4060992642207943,0.4052826336524965,True,True,True,True
2025-10-08,1455.HK,0.25,0.25,0.25,0.25,245000,0.0,0.0,0.2466031344269804,0.2430486826554729,0.23457890752419,0.2165929102682699,0.1890270087096496,True,True,True,True
2025-10-08,1319.HK,0.2450000047683715,0.2450000047683715,0.2450000047683715,0.2450000047683715,272000,0.0,0.0,0.2436481644948497,0.2403074506857752,0.2309826436716198,0.2215017560693865,0.2141052817073505,True,True,True,True
2025-10-08,1203.HK,0.8999999761581421,0.9100000262260436,0.8899999856948853,0.8999999761581421,252000,0.0,0.0,0.894466940479284,0.8903573096135471,0.8804991170713291,0.8389381131919562,0.7341977601416725,True,True,True,True
2025-10-08,1045.HK,2.109999895095825,2.150000095367432,2.109999895095825,2.140000104904175,354000,0.0,0.0,2.110729319453582,2.1040745518748603,2.085323250008389,2.048549566304349,2.0125354994449385,True,True,True,True
2025-10-08,829.HK,0.2949999868869781,0.2949999868869781,0.2899999916553497,0.2899999916553497,1182000,0.0,0.0,0.2921785606040446,0.2913088468291368,0.2907082055840352,0.2868032358304714,0.2723670762451691,True,True,True,True
2025-10-08,818.HK,0.5299999713897705,0.5299999713897705,0.5099999904632568,0.5299999713897705,3414000,0.0,0.0,0.5264916994174036,0.5224541203130472,0.5136526102980281,0.4884695749974719,0.4545476986590296,True,True,True,True
2025-10-08,536.HK,1.0199999809265137,1.0299999713897705,1.0,1.0199999809265137,808000,0.0,0.0,1.0214326231102595,1.0191517209984182,0.9961964374191464,0.9592959322037286,0.893394249341625,True,True,True,True
2025-10-08,450.HK,0.9300000071525574,0.9399999976158142,0.9300000071525574,0.9300000071525574,412166,0.0,0.0,0.9273338441583096,0.9247950335571032,0.9224436951798264,0.9174126444557726,0.9036223247474529,True,True,True,True
2025-10-08,398.HK,3.470000028610229,3.4800000190734863,3.4100000858306885,3.4100000858306885,510800,0.0,0.0,3.3973048361414078,3.378616146309481,3.347995340521273,3.3323006348794992,3.2715925137037165,True,True,True,True
2025-10-08,393.HK,1.309999942779541,1.309999942779541,1.2999999523162842,1.309999942779541,173000,0.0,0.0,1.2994663741056107,1.294769554558589,1.2865560981089466,1.2604039088047343,1.1581257625258856,True,True,True,True
2025-10-08,240.HK,1.3899999856948853,1.3899999856948853,1.3600000143051147,1.3600000143051147,140560,0.0,0.0,1.356301349661637,1.3383680513819916,1.2817789725765705,1.1921287083229426,1.0401249070953993,True,True,True,True
2025-10-08,239.HK,2.3499999046325684,2.3499999046325684,2.3499999046325684,2.359999895095825,78500,0.0,0.0,2.395234125487059,2.379914664121834,2.342953742912813,2.286171740170762,2.0867351500331117,True,True,True,True
2025-10-08,40.HK,0.699999988079071,0.699999988079071,0.6800000071525574,0.699999988079071,31000,0.0,0.0,0.6875763965813683,0.6831962807350412,0.6652912068346025,0.6332112412077401,0.5819842630787705,True,True,True,True
