Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,T1_100,SNO
2025-10-31,1038.HK,51.0,51.04999923706055,50.5,50.54999923706055,50.54999923706055,1909898,0.0,0.0,51.43175537513299,51.72628623435237,52.106327778226046,52.27432114178145,51.71168235681039,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/07/04,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1038.HK
2025-11-12,1209.HK,43.59999847412109,46.540000915527344,43.59999847412109,46.119998931884766,46.119998931884766,8627495,0.0,0.0,42.02628220148115,41.32374339959519,40.69445109022679,39.614252970398006,36.37137781064271,True,True,HH,HHHLHL,43.880001068115234,2025-11-23,44.20000076293945,2025-11-24,43.880001068115234,38.70000076293945,38.70000076293945,TP3-2025/07/25,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1209.HK
2025-09-25,1288.HK,5.199999809265137,5.21999979019165,5.099999904632568,5.130000114440918,5.130000114440918,141404940,0.0,0.0,5.293488839269148,5.353037183019434,5.365919977388407,5.255920397773024,4.775881028723237,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/08/22,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1288.HK
2025-09-29,1288.HK,5.210000038146973,5.309999942779541,5.179999828338623,5.260000228881836,5.260000228881836,162764386,0.0,0.0,5.273492542008047,5.332796597786902,5.355514752158208,5.2549157756143545,4.783091056995638,False,False,LH,LHLLHH,5.050000190734863,2025-10-08,6.019999980926514,2025-10-30,6.179999828338623,5.059999942779541,5.059999942779541,SB1-2025/09/29,False,False,False,False,False,False,True,0.8,12,4,6.0,2.0,True,5.62,6.179999828338623,6.739999656677246,7.299999485015869,False,1288.HK
2025-10-02,1398.HK,5.699999809265137,5.769999980926514,5.699999809265137,5.730000019073486,5.730000019073486,111932042,0.0,0.0,5.769811685531799,5.822687518489468,5.887450666368056,5.850023733469604,5.480357170683604,False,False,LH,LHLLHH,5.559999942779541,2025-10-09,6.079999923706055,2025-10-27,6.110000133514404,5.559999942779541,5.559999942779541,SB1-2025/10/02,False,False,False,False,False,False,True,0.83,10,3,2.0,5.0,True,5.84,6.110000133514404,6.380000267028809,6.650000400543213,False,1398.HK
2025-09-24,1585.HK,13.739999771118164,14.079999923706056,13.699999809265137,13.869999885559082,13.869999885559082,13607132,0.0,0.0,13.796463791764737,13.601693299602186,13.306027106065963,13.1769327912055,13.039404357151144,True,True,LH,LHLLHH,13.3100004196167,2025-09-26,14.789999961853027,2025-10-08,15.010000228881836,13.369999885559082,12.260000228881836,SB1-2025/09/24,False,False,False,False,False,False,True,1.0,6,2,1.0,3.0,True,14.16,15.010000228881836,15.860000457763672,16.710000686645508,False,1585.HK
2025-10-09,1585.HK,14.75,14.829999923706056,14.09000015258789,14.300000190734863,14.300000190734863,10570676,0.0,0.0,14.220555332810278,13.951295097522934,13.572241446076427,13.340527475058297,13.117253225410918,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/24,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1585.HK
2025-10-14,1585.HK,13.760000228881836,13.760000228881836,12.800000190734863,12.84000015258789,12.84000015258789,15070400,0.0,0.0,13.829425191192035,13.817907811422728,13.553888143915762,13.344960994580386,13.124448459533566,True,True,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/09/24,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1585.HK
2025-09-23,2097.HK,391.6000061035156,412.3999938964844,389.7999877929688,410.0,410.0,1267937,0.0,0.0,403.0574498872041,415.5865761874813,441.1200153264127,449.4768705406637,,False,False,LH,LHLLHH,371.6000061035156,2025-10-08,444.2000122070313,2025-10-16,465.7999877929688,371.7999877929688,371.7999877929688,SB1-2025/09/23,False,False,False,False,False,False,True,0.83,5,3,1.0,1.0,True,418.7,465.7999877929688,512.8999755859377,559.9999633789064,False,2097.HK
2025-10-20,2097.HK,440.0,441.6000061035156,411.2000122070313,421.0,421.0,786188,0.0,0.0,419.7527764834977,413.3441146640199,425.0270278523683,437.18462151645537,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/23,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2097.HK
2025-09-18,2688.HK,64.80000305175781,65.05000305175781,63.0,64.1500015258789,63.53408432006836,4762810,0.0,0.0,65.00035425430093,64.59453896519464,64.19641538848082,63.13101091228966,60.89686987853209,True,True,HL,HLLHLL,65.55000305175781,2025-09-24,63.25,2025-09-29,62.75,62.59999847412109,62.20000076293945,BY1-2025/08/26,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,True,2688.HK
2025-10-14,2688.HK,65.8499984741211,68.5999984741211,65.5,67.94999694824219,67.29759979248047,8176221,0.0,0.0,65.29269753920677,64.75365964538054,64.37685056340047,63.50486748403076,61.32366387908489,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/08/26,False,True,True,False,False,False,False,0.0,0,0,,,False,,,,,False,2688.HK
2025-11-10,2688.HK,68.75,71.0,68.75,70.69999694824219,70.69999694824219,2873077,0.0,0.0,68.41753879961914,67.38724207197652,66.12394308544697,64.76907584823464,62.169544598135445,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2025/08/26,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,2688.HK
2025-11-06,0270.HK,7.46999979019165,7.739999771118164,7.46999979019165,7.619999885559082,7.619999885559082,17551131,0.0,0.0,7.4089085994716015,7.308431960230848,7.203902392598665,7.009974726060244,6.439801449037872,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/06/24,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,270.HK
2025-10-27,0291.HK,27.21999931335449,27.68000030517578,27.1200008392334,27.5,27.5,10795891,0.0,0.0,26.90947945333136,26.952714852408025,27.02929893404341,26.900555874192623,27.308995354594348,False,False,LH,LHLLHH,25.459999084472656,2025-11-05,29.040000915527344,2025-11-13,29.100000381469727,25.84000015258789,25.84000015258789,SB1-2025/10/27,False,False,False,False,False,False,True,1.0,6,4,1.0,1.0,True,27.28,29.100000381469727,30.92000076293945,32.74000114440918,False,291.HK
