Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,LLLow,HHClose,HHHigh,BOSS1,bullish_count,bullish_ratio,strong_bullish,medium_bullish,weak_bullish,buy_price,tp1,tp2
2025-10-21,9997.HK,9.039999961853027,9.039999961853027,8.970000267028809,9.0,9.0,1034000,0.0,0.0,8.952355527762206,8.905390734561559,8.71165458701846,8.290717149201566,7.387979058197496,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,9638.HK,24.600000381469727,24.600000381469727,24.600000381469727,24.6200008392334,24.6200008392334,800,0.0,0.0,24.92527510610701,24.89076630551233,24.706461768068312,24.28956183143189,23.867873870029086,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,3983.HK,2.4100000858306885,2.4100000858306885,2.369999885559082,2.369999885559082,2.369999885559082,2612000,0.0,0.0,2.376397675700888,2.3707148797056425,2.3287561009863578,2.232304605666193,2.081610598681963,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,3969.HK,3.5,3.539999961853028,3.490000009536743,3.5299999713897705,3.5299999713897705,6005000,0.0,0.0,3.5370746070023333,3.524174219698814,3.482477459013913,3.400543130840175,3.220363345270489,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,2360.HK,2.0799999237060547,2.109999895095825,2.0799999237060547,2.0999999046325684,2.0999999046325684,904000,0.0,0.0,2.101082418989784,2.0990237924310406,2.069216500944861,1.973198700949112,1.7812585605172522,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,1836.HK,15.460000038146973,15.75,15.390000343322754,15.720000267028809,15.720000267028809,1553000,0.0,0.0,15.50933562922723,15.478342597624533,15.386409351880312,15.124753549634766,14.283513472275912,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,1186.HK,5.5,5.619999885559082,5.46999979019165,5.579999923706055,5.579999923706055,10724000,0.0,0.0,5.497905326650308,5.484969217865082,5.481819477780428,5.403203078025603,5.181056804051873,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,1052.HK,4.440000057220459,4.449999809265137,4.380000114440918,4.400000095367432,4.400000095367432,668000,0.0,0.0,4.421965244310324,4.400916523018258,4.274108018878687,4.073916815864135,3.8247590426777385,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,956.HK,4.369999885559082,4.449999809265137,4.360000133514404,4.440000057220459,4.440000057220459,4725000,0.0,0.0,4.351456923738375,4.318114971176157,4.2845820853053125,4.191872469629231,3.878492298672407,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,579.HK,2.490000009536743,2.490000009536743,2.4600000381469727,2.4600000381469727,2.4600000381469727,4954000,0.0,0.0,2.509579719234857,2.508282838194555,2.4829677092033764,2.410598456034771,2.1839960045461635,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,576.HK,7.639999866485596,7.679999828338623,7.610000133514404,7.619999885559082,7.619999885559082,3239520,0.0,0.0,7.461533807876986,7.342154692781873,7.2599246848407475,7.062817525486118,6.405556907128718,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,525.HK,2.5799999237060547,2.5799999237060547,2.509999990463257,2.539999961853028,2.539999961853028,17468000,0.0,0.0,2.533121823382387,2.5016341968210245,2.374318336044042,2.2119955024100344,2.0452816990131035,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,517.HK,5.920000076293945,5.960000038146973,5.860000133514404,5.860000133514404,5.860000133514404,750000,0.0,0.0,5.893675520284693,5.881478771012775,5.778777993146314,5.480398749309551,4.756585608590938,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,440.HK,35.5,35.58000183105469,35.13999938964844,35.560001373291016,35.560001373291016,341600,0.0,0.0,34.68046596406052,34.2498713215354,33.18223830579215,31.50607201244737,28.00893192642787,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,338.HK,1.3600000143051147,1.3799999952316284,1.3600000143051147,1.3600000143051147,1.3600000143051147,6201000,0.0,0.0,1.3667798401113065,1.3627231298140374,1.352378570689582,1.323488372922407,1.2555843503535908,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,207.HK,0.5699999928474426,0.5699999928474426,0.5600000023841858,0.5600000023841858,0.5600000023841858,3585000,0.0,0.0,0.5690024815108276,0.5683006390012093,0.5346739180598498,0.4591326849338775,0.3487955279207964,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,173.HK,2.2100000381469727,2.220000028610229,2.190000057220459,2.2100000381469727,2.2100000381469727,718000,0.0,0.0,2.1889413586268804,2.1793808118371327,2.171054551381061,2.101319058270113,1.9543357472809049,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,62.HK,10.640000343322754,10.649999618530272,10.529999732971191,10.640000343322754,10.640000343322754,242081,0.0,0.0,10.587717005778485,10.515346985433183,10.15857225500478,9.607337912923562,8.845020134379766,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,53.HK,76.5999984741211,77.5,76.5999984741211,76.69999694824219,76.69999694824219,17000,0.0,0.0,76.90476029429685,76.47596055224771,74.90663276206314,72.661602989911,70.09451290787088,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,38.HK,7.400000095367432,7.480000019073486,7.349999904632568,7.400000095367432,7.400000095367432,2870500,0.0,0.0,7.209452509273827,7.16928733510663,7.138706931468843,7.0147754683774926,6.737805068125622,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,14.HK,16.149999618530273,16.190000534057617,16.0,16.0,16.0,1192195,0.0,0.0,15.894063574157126,15.84422216013672,15.564516571172684,14.912917962248184,13.656127643757454,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
2025-10-21,10.HK,14.979999542236328,15.050000190734863,14.779999732971191,14.869999885559082,14.869999885559082,690000,0.0,0.0,14.746597677100944,14.650436627226878,14.339555030344084,13.59330288395401,11.944588302606158,True,True,True,False,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
