Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_150,classification,PATTERN,LLDate,HHDate,SNO
2020-11-30,0010.HK,19.15999984741211,19.479999542236328,18.76000022888184,19.479999542236328,13.92626953125,1931188,0.0,0.0,13.931414286846062,13.757818708323304,13.499954797920662,13.251341774256597,13.085772037570544,True,True,18.739999771118164,20.950000762939453,21.049999237060547,18.76000022888184,BY1-2020/10/14,True,False,False,False,False,False,0.0,0,0,False,False,HL,HLLLHH,2020-12-08,2021-01-20,10.HK
2021-01-15,0010.HK,19.84000015258789,20.600000381469727,19.700000762939453,20.200000762939453,14.440998077392578,1321000,0.0,0.0,14.007299897309531,13.850884674063945,13.704609921092851,13.48655265555066,13.230165765631044,True,True,0.0,0.0,0.0,0.0,TP1-2020/10/14,False,True,False,False,False,False,0.0,0,0,False,False,,,,,10.HK
2021-12-14,0010.HK,17.299999237060547,17.299999237060547,16.81999969482422,16.899999618530273,12.609336853027344,843100,0.0,0.0,12.882776647660007,13.089770812415004,13.371927713295124,13.654920458660216,13.812082078245153,False,False,0.0,0.0,0.0,0.0,CL2-2020/10/14,False,False,False,False,True,False,0.0,0,0,False,False,,,,,10.HK
2000-12-18,0103.HK,0.3499999940395355,0.3499999940395355,0.2649999856948852,0.2800000011920929,0.1755217611789703,9986000,0.0,0.0,0.2066962052029769,0.1816151865872938,0.1575988592287081,0.1473001162997253,0.1424382988058107,True,True,0.0,0.0,0.0,0.0,BY1-2000/11/14,True,False,False,False,False,False,0.0,0,0,False,False,,,,,103.HK
2001-06-04,0103.HK,0.4149999916553497,0.4600000083446502,0.4099999964237213,0.4600000083446502,0.2883572578430176,17748000,0.0,0.0,0.2483838581633678,0.2319905722064088,0.2072406316210314,0.1852224512096978,0.1628647420340465,True,True,0.0,0.0,0.0,0.0,TP1-2000/11/14,False,True,False,False,False,False,0.0,0,0,False,False,,,,,103.HK
2001-09-17,0103.HK,0.1899999976158142,0.1959999948740005,0.1770000010728836,0.1770000010728836,0.1109548509120941,1208000,0.0,0.0,0.1468344841275991,0.1610105252783076,0.1828390992744341,0.1916635482413677,0.178995487181297,False,False,0.2599999904632568,0.2899999916553497,0.3199999928474426,0.1899999976158142,CL2-2000/11/14,False,False,False,False,True,False,0.0,0,0,False,False,LL,LLLHHH,2001-10-11,2001-11-05,103.HK
2003-01-14,0103.HK,0.2599999904632568,0.2599999904632568,0.25,0.25,0.1567158997058868,470000,0.0,0.0,0.1544332596632917,0.1515095902190668,0.1513762883038344,0.156369683404721,0.1641766194321797,False,True,0.0,0.0,0.0,0.0,BY1-2002/10/17,True,False,False,False,False,False,0.0,0,0,False,False,,,,,103.HK
2003-02-04,0103.HK,0.2599999904632568,0.2750000059604645,0.2599999904632568,0.2750000059604645,0.1723874807357788,1084000,0.0,0.0,0.1616131443811572,0.1575757782334881,0.1546053194559681,0.1569690321208794,0.1636436250106548,False,True,0.0,0.0,0.0,0.0,TP1-2002/10/17,False,True,False,False,False,False,0.0,0,0,False,False,,,,,103.HK
2003-02-12,0103.HK,0.2750000059604645,0.3000000119209289,0.270000010728836,0.2899999916553497,0.1817904263734817,1206000,0.0,0.0,0.1741497497562916,0.1668342204059881,0.1599484038580377,0.1595362246216853,0.1643955933893928,False,True,0.3449999988079071,0.3449999988079071,0.3549999892711639,0.25,TP2-2002/10/17,False,False,True,False,False,False,0.0,0,0,False,False,HL,HLHHHH,2003-02-20,2003-02-28,103.HK
2016-07-20,0103.HK,0.1930000036954879,0.2000000029802322,0.1930000036954879,0.2000000029802322,0.1511361449956894,450000,0.0,0.0,0.1541233812906859,0.1524335780765801,0.1517221998325764,0.1570051804688762,0.1855944614537761,False,True,0.1809999942779541,0.2129999995231628,0.2129999995231628,0.1899999976158142,BY1-2016/06/22,True,False,False,False,False,False,0.0,0,0,False,False,HL,HLLLHH,2016-07-27,2016-08-26,103.HK
2016-09-07,0103.HK,0.2199999988079071,0.248999997973442,0.2199999988079071,0.238999992609024,0.1806076765060424,5542000,0.0,0.0,0.1619773747269646,0.1573515888732938,0.1543153173917183,0.1559145460374196,0.1788764921966223,False,True,0.3100000023841858,0.2800000011920929,0.2750000059604645,0.2029999941587448,TP2-2016/06/22,False,True,True,False,False,False,0.0,0,0,False,False,HH,HHHHHL,2016-09-22,2016-09-28,103.HK
2020-06-18,0103.HK,0.1840000003576278,0.2080000042915344,0.1840000003576278,0.2080000042915344,0.1653681248426437,20000,0.0,0.0,0.1608890889254999,0.1588605095178539,0.1582347708072783,0.1552692413029276,0.1501733426363257,True,True,0.2189999967813491,0.1979999989271164,0.1979999989271164,0.1840000003576278,BY1-2020/05/12,True,False,False,False,False,False,0.0,0,0,False,False,LL,LLHHLL,2020-07-10,2020-07-22,103.HK
2020-06-30,0103.HK,0.209999993443489,0.209999993443489,0.1979999989271164,0.1979999989271164,0.1574177145957946,752000,0.0,0.0,0.1605694231182346,0.1590623557775515,0.1583816328660709,0.1554615086132646,0.1503323225199818,True,True,0.0,0.0,0.0,0.0,TP1-2020/05/12,False,True,False,False,False,False,0.0,0,0,False,False,,,,,103.HK
