index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,EMA250,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2026-01-23,1055.HK,6.019999980926514,6.059999942779541,5.880000114440918,5.949999809265137,5.949999809265137,12296000,0.0,0.0,5.93085741835187,5.800311047625825,5.496192213095394,5.052258432908241,True,True,True,False,0.179999828338623,0.2158822732813218,0.3238234099219827,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2026/01/07,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,26.060471957064237,16.850837389523914,22.92819462549041,50.82872171315696,5.821604247532916,6.32360410257442,5.319604392491412,17.24610034267588,0.4899666409298792,0.9625949933709204,1,5.542399978637695,5.844499969482422,True,20.202020980450445,11.007456362951356,6.25,False,-4.8000030517578125,3.3%,3.258374820962051,False,1,False,False,False,False,False,True,False,50.8,True,True,False,False,False,False,4.398487979879202,,,,,,,1055.HK
2026-02-04,1055.HK,6.110000133514404,6.519999980926514,6.110000133514404,6.440000057220459,6.440000057220459,50400633,0.0,0.0,5.977117057477657,5.873927774826769,5.613254468675663,5.1800669476761545,True,True,True,False,0.4099998474121094,0.244999885559082,0.367499828338623,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2026/01/07,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,17.952501680025737,31.64253416700778,11.352667743658696,66.53060914674768,5.890304231910018,6.4453041079323565,5.335304355887679,18.84452327659727,2.2716480820482667,2.535663003635381,1,5.632799987792969,5.883499979972839,True,18.600373127283472,15.619387051106411,6.25,True,3.040000915527344,1.6%,1.5806439516209414,False,1,False,False,False,True,True,False,True,66.5,True,False,False,True,False,False,4.4923568990666585,,,,,,,1055.HK
2026-01-29,1072.HK,28.0,28.0,26.07999992370605,26.34000015258789,26.34000015258789,11168684,0.0,0.0,27.16099885514579,26.229110111305808,24.25911573460481,21.829552982671725,False,False,False,False,1.9200000762939489,1.1922221713595926,1.788333257039389,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2026/01/09,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,49.15639870494261,23.716632162056527,15.092408515784792,52.60545970299788,26.39047192553644,29.022471704284,23.758472146788883,19.9465912256062,0.0618441235811617,0.3858271998529948,1,23.75120018005371,26.419000244140623,True,14.322912786156095,20.164233854515764,29.0,False,-9.172413266938308,-7.5%,-7.507995977982384,False,1,False,False,False,False,False,True,True,52.6,True,False,False,False,True,False,17.66425100772134,,,,,,,1072.HK
2026-02-10,1072.HK,28.39999961853028,31.39999961853028,28.39999961853028,30.739999771118164,30.739999771118164,26739774,0.0,0.0,27.44721841217262,26.695737390309244,24.99806194160304,22.577862687971702,True,True,True,False,3.0,1.5223527796128218,2.283529169419233,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2026/01/09,False,False,False,False,True,True,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,27.57517568820665,28.80067865536412,18.834466439277573,61.1764697632573,26.81632797379592,30.11232750077346,23.520328446818382,24.582034723011198,2.438550559771943,2.0136171271679206,1,24.735400161743165,26.95500020980835,True,53.5464488922992,18.50423723298866,29.0,True,5.999999210752289,-7.8%,-7.824216260626448,False,1,False,False,False,True,True,True,True,61.2,True,True,False,True,True,False,18.233788177458703,,,,,,,1072.HK
2026-01-29,1140.HK,0.1979999989271164,0.1979999989271164,0.181999996304512,0.1899999976158142,0.1899999976158142,404000,0.0,0.0,0.1909132935424854,0.1894420212222178,0.1865835674761288,0.174727936189516,False,False,False,False,0.0160000026226043,0.010533332824707,0.0157999992370605,LH,LHLLHH,0.1659999936819076,2026-02-04,0.2000000029802322,2026-02-12,0.2119999974966049,0.28,0.1700000017881393,0.1700000017881393,SB1-2026/01/29,True,True,True,False,False,False,False,False,False,False,False,True,0.67,4,2,True,LHLLLHHLLH,0.2199999988079071,2026-01-08,0.181999996304512,2026-01-26,False,40.6755828316834,11.409411075004964,18.12080523488884,24.13790268503773,0.1897525063266064,0.2158525040854718,0.1636525085677411,27.50951569929877,0.8304090138937966,0.9162613647035024,1,0.1838599994778632,0.1968999974429607,True,-13.242008946004075,21.79486775362996,0.2199999988079071,False,-13.636364252114102,35.8%,35.7788799047263,False,1,False,False,False,False,False,True,False,24.1,True,False,False,False,False,False,0.148311769989156,1.0,1.0,0.19,0.2119999974966049,0.2339999949932097,0.2559999924898146,1140.HK
2026-01-23,1521.HK,1.0199999809265137,1.0199999809265137,0.8999999761581421,1.0,1.0,1976000,0.0,0.0,1.0345408663648843,1.0312200946425294,1.0623701512285375,1.1264055540795763,False,False,False,False,0.1200000047683715,0.0249999960263569,0.0374999940395354,LL,LLLHHL,1.0399999618530271,2026-01-26,0.9900000095367432,2026-01-27,0.9800000190734864,-0.06,0.8999999761581421,0.8999999761581421,BY1-2026/01/09,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,HLLHLLHHLL,0.949999988079071,2026-01-12,1.090000033378601,2026-01-20,False,18.46123409685242,16.12903753006793,40.322574597863344,48.27586348643644,1.030784273943084,1.1087842532006675,0.9527842946855006,15.13410346458008,0.7850817246296727,4.010469163344278,0,1.0425999879837036,1.021999990940094,False,-11.504424405327622,-2.9126186624346984,1.090000033378601,False,-8.256883543354942,61.5%,61.52985165399163,True,2,True,True,False,True,False,False,False,48.3,False,False,True,True,False,False,1.201732064472714,,,,,,,1521.HK
2026-01-29,1521.HK,1.0700000524520874,1.100000023841858,1.0700000524520874,1.0800000429153442,1.0800000429153442,284000,0.0,0.0,1.0337615385749328,1.0304425577132312,1.057081762450799,1.1186705326826307,False,False,False,False,0.0299999713897705,0.0349999914566675,0.0524999871850012,HH,HHHLLH,1.0,2026-02-09,1.0800000429153442,2026-02-12,1.0800000429153442,0.08,0.8999999761581421,0.8999999761581421,TP1-2026/01/09,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,HHLLLHHLHH,1.0399999618530271,2026-01-26,0.9800000190734864,2026-01-27,False,16.30274078213091,28.947372548798175,25.00000000000005,61.7647110384636,1.0302092121881772,1.124209194068365,0.9362092303079892,18.248717011670028,1.723820812961373,0.0309733105255674,1,1.034999988079071,1.0244999945163726,True,-1.8181800448205243,5.882359128509954,1.090000033378601,False,-0.917430289635912,29.3%,29.308457333138072,True,2,True,True,False,False,False,False,True,61.8,True,False,True,False,False,False,1.1961762265663454,,,,,,,1521.HK
2026-01-30,1618.HK,1.940000057220459,1.9600000381469729,1.850000023841858,1.850000023841858,1.850000023841858,43914841,0.0,0.0,1.86352578726564,1.874361114454807,1.9743346486218212,2.043626813518081,False,False,False,False,0.1100000143051149,0.0524999946355821,0.0787499919533732,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2026/01/16,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,26.2227213524418,28.723400477750072,17.0212720086967,48.97959282973167,1.8692734178291768,1.99427339398732,1.7442734416710348,13.374177898844488,0.1010297388703364,0.0957728927785003,1,1.9760000133514404,1.8455000042915344,False,-20.94016702139073,-1.069517693877836,2.0,False,-7.499998807907104,37.9%,37.90251076597353,True,2,True,True,False,False,False,True,True,49.0,True,False,True,False,True,False,1.9479428285472105,,,,,,,1618.HK
2026-01-23,1660.HK,0.4149999916553497,0.4250000119209289,0.4050000011920929,0.4149999916553497,0.4149999916553497,8488000,0.0,0.0,0.4278322814231748,0.4545530795221231,0.4631548708354739,0.4086304694181125,False,False,False,False,0.020000010728836,0.0294117664589601,0.0441176496884402,LH,LHLLHH,0.324999988079071,2026-02-02,0.449999988079071,2026-02-10,0.5,0.54,0.3400000035762787,0.3400000035762787,SB1-2026/01/23,False,False,False,False,False,False,False,False,False,False,False,True,0.67,4,2,True,HHLLLHLLLH,0.4399999976158142,2026-01-20,0.3799999952316284,2026-01-21,False,31.108834983621545,10.810817341634236,31.08108576150452,21.73911916735905,0.4509908489802098,0.5164908490994191,0.3854908488610005,29.0471526272958,1.1672234381940847,0.3282825842254573,1,0.5206000018119812,0.4527500003576278,False,-23.1481527472718,-20.192306369719383,0.5400000214576721,False,-23.1481527472718,-0.3%,-0.2555873855615065,True,2,True,True,False,False,False,True,False,21.7,True,False,True,False,False,False,0.3022902607515904,1.0,1.0,0.41,0.5,0.5900000000000001,0.68,1660.HK
2026-02-10,1760.HK,1.9700000286102293,1.9900000095367432,1.9299999475479128,1.9600000381469729,1.9600000381469729,656000,0.0,0.0,1.940418266922423,1.9400839213330747,1.9343631456253831,1.8678608414240792,True,True,True,False,0.0600000619888303,0.0553333600362142,0.0830000400543213,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2026/01/21,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,21.516235674757247,22.330082816875592,15.53398575136792,51.61290074486535,1.939238546606817,2.0782385570972344,1.8002385361163995,14.335524707224156,1.0081551155713564,0.3637884247953866,1,1.9743999934196477,1.925,False,3.1578980390385447,-2.4875598285331417,2.0999999046325684,False,-6.666660611591356,44.6%,44.594557279851045,False,1,False,False,False,False,False,True,True,51.6,True,False,False,False,True,False,1.752348179457157,,,,,,,1760.HK
