index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WHigh,HHHL,SNO
2026-01-09,0101.HK,8.819999694824219,9.170000076293944,8.819999694824219,9.170000076293944,9.170000076293944,14671937,0.0,0.0,8.867634240466517,8.87048054634513,8.83914164643324,8.57806301410379,7.944178625102413,False,False,False,False,0.3500003814697248,0.1733333587646485,0.2600000381469728,0.0,,0.0,,0.0,0.0,0.0,0.0,TU2-2025/10/30,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,0.0,0.0,False,101.HK
2026-01-19,1177.HK,6.949999809265137,6.949999809265137,6.5,6.519999980926514,6.519999980926514,87072766,0.0,0.0,6.789628119598462,6.750791774355037,6.867024182668027,6.874073879165484,6.000055392628624,False,False,False,False,0.4499998092651367,0.1957142693655831,0.2935714040483747,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/12/19,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1177.HK
2026-01-07,1519.HK,11.199999809265137,11.68000030517578,11.010000228881836,11.579999923706056,11.579999923706056,39551039,0.0,0.0,10.803505921135471,10.53615157017018,10.258586813051656,9.84695991373598,8.977285865025873,True,True,True,False,0.6700000762939435,0.3193332672119141,0.4789999008178711,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/10/27,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1519.HK
2026-01-09,1519.HK,11.850000381469728,12.199999809265137,11.789999961853027,12.0,12.0,45861836,0.0,0.0,11.176727160978746,10.767755876118672,10.386838514233396,9.92847310950469,9.024079000451437,True,True,True,False,0.4099998474121094,0.3373332977294923,0.5059999465942385,11.470000267028809,2026-01-14,11.829999923706056,2026-01-15,12.15999984741211,0.06,9.800000190734863,9.800000190734863,TP3-2025/10/27,True,True,True,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1519.HK
2026-01-19,1801.HK,88.19999694824219,89.3499984741211,83.5999984741211,85.3499984741211,85.3499984741211,14220211,0.0,0.0,87.41050885131035,86.60995364556373,87.30521021617257,86.74466204637973,75.77084357737202,False,False,False,False,5.75,2.4833323160807312,4.966664632161463,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/12/19,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1801.HK
2026-01-05,1833.HK,14.800000190734863,15.899999618530272,14.579999923706056,15.770000457763672,15.770000457763672,25721070,0.0,0.0,14.616573576002027,14.500967836472109,14.82844112506828,14.654206362762284,13.036664269634931,False,False,False,False,1.3199996948242152,0.6493333816528323,0.9740000724792484,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2025/11/03,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1833.HK
2026-01-09,1833.HK,16.739999771118164,17.3799991607666,16.559999465942383,17.149999618530273,17.149999618530273,19887158,0.0,0.0,15.761741458580042,15.159506083446008,15.097176075569784,14.806912485911852,13.150055719593553,True,True,True,False,0.8199996948242188,0.6880001068115236,1.0320001602172852,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/11/03,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1833.HK
2026-01-14,1833.HK,17.799999237060547,18.790000915527344,17.56999969482422,18.459999084472656,18.459999084472656,36159556,0.0,0.0,16.722891995073102,15.80168362155264,15.406294126304145,14.982593450643224,13.260786860253306,True,True,True,False,1.220001220703125,0.7373333613077798,1.1060000419616698,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2025/11/03,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1833.HK
2026-01-22,1833.HK,16.350000381469727,16.3700008392334,15.470000267028809,15.529999732971191,15.529999732971191,15871163,0.0,0.0,16.44035146802253,16.06832525058828,15.637957004042535,15.155796133132768,13.413894791004758,True,True,True,False,0.9000005722045898,0.7719999313354491,1.1579998970031735,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/11/26,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1833.HK
2026-01-16,2268.HK,73.0,73.3499984741211,68.5999984741211,70.8499984741211,70.8499984741211,6245633,0.0,0.0,70.70852794390555,69.1137873186123,68.38120614977383,65.66269799982419,54.5557427114244,True,True,True,False,4.75,2.855882532456342,5.711765064912684,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/12/19,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,2268.HK
