index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,HFH,FlatCount,PreHighCount,BreakoutQuality,FalseBreakout,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,buy_price,cl_price,tp1_price,tp2_price,tp3_price,BOSS1,BOSS2,rolling_22_low,rolling_33_low,MA150,WLow,WHigh,HHHL,MA_20,MA_50,MA_150,MA_200,High_52W,Low_52W,Trend_Template,Depth_60D,Depth_20D,Depth_5D,Contraction_Structure,Vol_MA50,Vol_MA10,Volume_Contraction,Resistance,Breakout_Detected,VCP,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,classification,WLDate,WHDate,HHHL_PATTERN,SNO
2009-11-19,1055.HK,2.650000095367432,2.6700000762939453,2.5799999237060547,2.5999999046325684,2.173911094665528,31961000,0.0,0.0,0.0384615948919735,-0.0230769019155098,-0.0499999541502717,2.604550312136224,2.520932055409601,2.4780018158624184,2.393367855642817,2.282620148457866,False,True,True,False,0,0,0.0,False,BY1-2009/10/23,True,False,False,False,False,False,False,False,0.0,0,0,0,0,2.57,2.19,2.930000066757202,3.2900001335144045,3.650000200271607,False,False,2.2100000381469727,2.2100000381469727,2.3257333334287007,0.0,0.0,False,2.4615000009536745,2.4750000190734864,2.3257333334287007,2.0923499989509584,3.119999885559082,0.8299999833106995,True,0.2457337925616822,0.2457337925616822,0.1228669369666045,False,22865042.36,53013225.3,False,2.930000066757202,False,False,,,,,,,,,,,,1055.HK
2013-03-13,1060.HK,0.3899999856948852,0.3899999856948852,0.3799999952316284,0.3849999904632568,0.3849999904632568,10090000,0.0,0.0,-0.0779220829486124,-0.1168830857186027,-0.1688311668205548,0.3921652568608672,0.3898248590550612,0.3749232006286966,0.350229441997623,0.3383330585865792,False,True,True,False,0,0,0.0,False,BY1-2013/02/25,True,False,False,False,False,False,False,False,0.0,0,0,0,0,0.38,0.35,0.4149999916553497,0.4499999833106993,0.484999974966049,False,False,0.3549999892711639,0.3549999892711639,0.3179000000158945,0.0,0.0,False,0.3904999986290932,0.3849000006914138,0.3179000000158945,0.3102499997615814,0.4199999868869781,0.2599999904632568,True,0.3571428115270562,0.1445783219051598,0.084337342475872,False,12655157.18,15128515.3,False,0.4149999916553497,False,False,,,,,,,,,,,,1060.HK
2007-12-07,1066.HK,4.375,4.71999979019165,4.375,4.684999942779541,3.5165276527404785,3680000,0.0,0.0,-0.0480255938912731,-0.2881536651271832,-0.2838847257097265,4.476614296074677,4.389748276376421,4.384814585491799,4.30881061845767,3.665475485592632,True,True,True,False,0,0,0.0,False,BY1-2007/11/16,True,False,False,False,False,False,False,False,0.0,0,0,0,0,4.37,3.86,4.840000152587891,5.310000305175781,5.780000457763672,False,False,3.900000095367432,3.900000095367432,4.311683325767517,0.0,0.0,False,4.287749993801117,4.43639997959137,4.311683325767517,4.031887499094009,6.137499809265137,1.975000023841858,True,0.267605589659985,0.1942148817325659,0.0960744086628304,False,3962850.64,2745020.0,True,4.840000152587891,False,False,,,,,,,,,,,,1066.HK
2009-08-25,1066.HK,5.0625,5.25,5.0625,5.237500190734863,3.993141889572144,3279224,0.0,0.0,0.0644390656304529,0.2076371511077097,0.4272075670480817,5.130928248683641,5.029538297124847,4.8688877308732845,4.535005254385205,3.9106592621200593,True,True,True,False,0,0,0.0,False,BY1-2009/08/03,True,False,False,False,False,False,False,False,0.0,0,0,0,0,5.06,4.5,5.574999809265137,6.089999618530274,6.604999427795411,False,False,4.550000190734863,4.550000190734863,4.111266671816508,0.0,0.0,False,4.994249987602234,4.932900018692017,4.111266671816508,3.748300008773804,5.574999809265137,1.440000057220459,True,0.2735425418303807,0.1838564401072836,0.0919282200536418,False,4068094.48,7223680.8,False,5.574999809265137,False,False,,,,,,,,,,,,1066.HK
2021-01-07,1066.HK,16.979999542236328,17.020000457763672,15.800000190734863,16.399999618530273,14.304635047912598,14683889,0.0,0.0,-0.0426829161919132,-0.0926828987466509,-0.1426828813013886,16.63578007052343,16.19954050778749,15.99725037945126,15.971915625330768,14.178579411157042,False,True,True,False,0,0,0.0,False,BY1-2020/11/30,True,False,False,False,False,False,False,False,0.0,0,0,0,0,15.83,13.7,17.81999969482422,19.80999938964844,21.799999084472656,False,False,13.84000015258789,13.84000015258789,16.88693328221639,13.84000015258789,17.81999969482422,False,15.8239999294281,15.65839994430542,16.88693328221639,15.489699959754944,22.700000762939453,5.449999809265137,False,0.2233445348145719,0.2233445348145719,0.1133557541348364,False,15431324.68,13437717.1,False,17.81999969482422,False,False,HLLHLL,17.299999237060547,2021-01-11 00:00:00,15.140000343322754,2021-01-15 00:00:00,14.65999984741211,-0.15,HL,2020-12-10,2021-01-04,HLLHLLHHHL,1066.HK
2004-04-21,1072.HK,1.712499976158142,1.725000023841858,1.625,1.649999976158142,1.1320799589157104,1636000,0.0,0.0,-0.0909090777730808,-0.2727272333192425,-0.2196969439722833,1.7584444510242871,1.6940545540359544,1.6413978570347096,1.552391345280843,1.261945100371611,False,True,True,False,0,0,0.0,False,BY1-2004/02/10,True,False,False,False,False,False,False,False,0.0,0,0,0,0,1.62,1.29,1.950000047683716,2.280000095367432,2.610000143051148,False,False,1.2999999523162842,1.2999999523162842,1.439883334239324,0.0,0.0,False,1.648749989271164,1.62650000333786,1.439883334239324,1.3130375015735627,1.950000047683716,0.449999988079071,True,0.3333333740886451,0.3333333740886451,0.1666666870443226,False,2322606.88,3133600.0,False,1.950000047683716,False,False,,,,,,,,,,,,1072.HK
2015-04-15,1072.HK,18.63999938964844,18.86000061035156,17.219999313354492,17.600000381469727,13.443817138671877,10767812,0.0,0.0,0.0272727006723076,-0.0238636401812891,-0.021590969311303,17.40188920543329,16.470994965046625,15.7803411673445,15.178607006996804,14.239272818285432,True,True,True,False,0,0,0.0,False,BY1-2015/03/19,True,False,False,False,False,False,False,False,0.0,0,0,0,0,17.8,13.86,21.600000381469727,25.40000076293945,29.20000114440918,False,False,14.0,14.0,14.54706667582194,14.0,21.600000381469727,False,15.923000049591064,15.747600002288818,14.54706667582194,14.278099994659424,21.600000381469727,11.31999969482422,True,0.3518518632985598,0.3518518632985598,0.2027778236463719,False,4858727.76,14485151.9,False,21.600000381469727,False,False,HLLHLL,21.549999237060547,2015-04-17 00:00:00,16.079999923706055,2015-05-07 00:00:00,16.040000915527344,-0.26,HL,2015-03-27,2015-04-09,LLLHLLHHHL,1072.HK
2023-02-01,1072.HK,13.960000038146973,14.079999923706056,13.18000030517578,13.5,12.047355651855469,5878586,0.0,0.0,-0.0459259174488209,-0.0459259174488209,0.0251851964879918,14.220274845550309,14.085388207832956,13.58114222873066,12.795673961180686,11.424096145527464,False,True,True,False,0,0,0.0,False,BY1-2022/11/24,True,False,False,False,False,False,False,False,0.0,0,0,0,0,13.63,11.68,15.460000038146973,17.290000076293943,19.12000011444092,False,False,12.420000076293944,11.800000190734863,11.84186663945516,0.0,0.0,False,14.332000064849854,13.656400032043456,11.84186663945516,11.02624995470047,15.460000038146973,7.269999980926514,False,0.2509702525787297,0.1630013228684129,0.1306068312773978,False,3547013.84,2688974.2,True,15.460000038146973,False,False,,,,,,,,,,,,1072.HK
2002-09-03,1083.HK,3.674999952316284,3.700000047683716,2.950000047683716,3.3499999046325684,2.1990036964416504,6381200,0.0,0.0,0.1417910915144475,0.1417910915144475,0.0820895830436132,3.496887533517151,3.331202808358988,3.2383572570017622,3.096745578804043,2.441702086754696,False,True,True,False,0,0,0.0,False,BY1-2002/07/25,True,False,False,False,False,False,False,False,0.0,0,0,0,0,3.19,2.55,3.799999952316284,4.409999904632569,5.019999856948853,False,False,2.575000047683716,2.575000047683716,2.933200008869171,2.575000047683716,3.799999952316284,False,3.2512499928474425,3.0750000143051146,2.933200008869171,2.542500005662441,4.599999904632568,0.8799999952316284,False,0.3757575641978871,0.3223684000011294,0.2236841882364899,False,1774988.0,2220448.0,False,3.799999952316284,False,False,HLHHHL,4.074999809265137,2002-09-13 00:00:00,3.625,2002-09-25 00:00:00,3.549999952316284,-0.13,HL,2002-08-06,2002-09-02,LLLHLLHHHL,1083.HK
2003-12-08,1083.HK,4.150000095367432,4.150000095367432,3.974999904632568,4.025000095367432,2.642086982727051,165618600,0.0,0.0,0.0,-0.0062112036708286,-0.0062112036708286,4.591402875771713,4.380489870543356,4.071532384041061,3.848456379216856,3.520130854736484,False,True,True,False,0,0,0.0,False,BY1-2003/10/09,True,False,False,False,False,False,False,False,0.0,0,0,0,0,4.11,3.19,5.0,5.89,6.779999999999999,False,False,3.5999999046325684,3.2249999046325684,3.6530000082651775,0.0,0.0,False,4.4,3.903500003814697,3.6530000082651775,3.541625003814697,5.0,2.700000047683716,True,0.3550000190734863,0.2800000190734863,0.1928934516367084,False,5722518.4,20021045.6,False,5.0,False,False,,,,,,,,,,,,1083.HK
