index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,SNO
2003-08-21,0010.HK,7.599999904632568,8.199999809265137,7.599999904632568,8.199999809265137,3.560725688934326,3028171,0.0,0.0,35.131246468577444,38.46153987229933,15.38461961689801,70.2702660905444,7.441593815750264,7.771593787140034,7.111593844360494,8.86906701871633,3.1366922309546434,1.3246278093940471,1,7.009999990463257,7.422499990463256,True,24.242423147756732,21.481478655779803,7.650000095367432,True,7.189538654133683,-21.4%,-21.360772208241077,True,2,True,True,False,True,True,True,True,70.3,True,True,True,True,True,True,10.HK
2007-10-10,0010.HK,44.79999923706055,47.70000076293945,44.79999923706055,47.0,23.52280235290528,3133850,0.0,0.0,24.93066670757357,39.80447229480742,14.664801656558598,69.37173329072591,42.1200103026241,47.14501144703328,37.09500915821492,23.86039845814625,2.496059313558573,1.885959817742508,1,38.31199996948242,42.23749980926513,True,25.836685194418862,29.47658674332772,45.5,True,3.296703296703297,-24.5%,-24.52780182972374,True,2,True,True,False,True,True,True,True,69.4,True,True,True,True,True,True,10.HK
2015-04-15,1020.HK,0.3199999928474426,0.3899999856948852,0.3149999976158142,0.3899999856948852,0.3899999856948852,97720015,0.0,0.0,59.76110312408672,44.15584184363824,6.493500461665076,74.35897122395069,0.3022323397156502,0.360432341432264,0.2440323379990364,38.513417704650784,3.3984040114540237,3.5063394502105445,1,0.2645999982953071,0.3027499973773956,True,63.17991537885924,63.17991537885924,0.3600000143051147,True,8.333325054910778,-47.3%,-47.31737687877027,True,2,True,True,False,True,True,True,True,74.4,True,True,True,True,True,True,1020.HK
2017-01-09,1020.HK,0.3300000131130218,0.3549999892711639,0.3300000131130218,0.3449999988079071,0.3449999988079071,41892000,0.0,0.0,30.55070283317633,28.205126245737432,15.384621262787537,65.00001043081964,0.3169826973745647,0.3439826865265194,0.2899827082226101,17.03562331672,2.367817386459069,1.7117806042301338,1,0.3077399995923042,0.3150000020861626,True,25.454542301903157,6.153849680748359,0.3449999988079071,False,0.0,72.4%,72.40229571481234,True,2,True,True,False,True,True,True,True,65.0,True,True,True,True,True,True,1020.HK
2006-04-28,1033.HK,1.5,1.5666660070419312,1.416666030883789,1.5666660070419312,1.5136172771453855,121545000,0.0,0.0,25.327000383681145,24.24233360404651,15.151528944311796,67.85716475283704,1.4650709907941448,1.613071099989854,1.3170708815984355,20.20381403026559,1.987978327419544,0.7412880547525512,1,1.4239997172355652,1.449166351556778,True,20.512774192838457,13.252994293981216,1.5499999523162842,True,1.0752293702165348,-11.7%,-11.73340986983411,True,2,True,True,False,True,True,True,True,67.9,True,True,True,True,True,True,1033.HK
2007-05-09,1033.HK,1.986665964126587,2.0666658878326416,1.953333020210266,2.059999942779541,1.9902464151382449,144843000,0.0,0.0,40.92714116087679,34.44450993611694,7.03701986693564,74.21386802382338,1.7798018940220963,2.020467973543276,1.539135814500917,27.044142421638668,1.7556351477636345,0.4480151778917351,1,1.5303997111320495,1.7386663496494292,True,53.731335184042685,25.609753704156123,2.046665906906128,False,0.6515003659571226,-28.8%,-28.82695178080336,True,2,True,True,True,True,True,True,True,74.2,True,True,True,True,True,True,1033.HK
2009-08-03,1033.HK,1.3066660165786743,1.453333020210266,1.3066660165786743,1.399999976158142,1.3525947332382202,86319750,0.0,0.0,52.548696644560025,38.99368933119776,10.0629155033454,74.39034628727764,1.2129090687595148,1.347575893100335,1.0782422444186943,22.20559278669567,2.4596781420561045,1.4746649335322926,1,1.127733016014099,1.1909996449947358,True,41.89198193567299,22.80701699349358,1.340000033378601,True,4.477607558580467,50.4%,50.35505574562307,True,2,True,True,False,True,True,True,True,74.4,True,True,True,True,True,True,1033.HK
2010-11-05,1033.HK,2.200000047683716,2.326666116714477,2.19333291053772,2.299999952316284,2.222119808197021,77383500,0.0,0.0,62.92392251631842,36.53832107978153,13.846128346687268,73.72887417427282,1.9185351872697092,2.2125353837266184,1.6245349908128002,30.64840284480832,1.8125773356388677,0.4460114725931843,1,1.5465330052375794,1.9209996581077573,True,89.5604860399826,71.64178321079538,2.2133328914642334,True,3.915681241908264,-61.0%,-61.02473827268069,True,2,True,True,True,True,True,True,True,73.7,True,True,True,True,True,True,1033.HK
2015-02-27,1033.HK,2.640000104904175,2.809999942779541,2.630000114440918,2.799999952316284,2.799999952316284,35651000,0.0,0.0,21.02926374331225,37.03702853376601,7.407419835265086,74.66667471992163,2.520438450742826,2.7144383610974403,2.326438540388212,15.394139880498834,2.9721668683092064,2.129621232189305,1,2.4714000177383424,2.492500030994415,True,25.56053490437277,16.182566497758817,2.690000057220459,True,4.089215344087636,53.7%,53.66916516004929,True,2,True,True,True,True,True,True,True,74.7,True,True,True,True,True,True,1033.HK
2015-03-30,1033.HK,3.0999999046325684,3.5,3.069999933242798,3.490000009536743,3.490000009536743,111362000,0.0,0.0,40.36383102101211,38.42975361312509,19.00826543986849,61.81818260634225,2.937885453004174,3.271885420579247,2.6038854854291005,22.73743976188978,2.9895960885877244,3.0966439901988987,1,2.6692000246047973,2.940500009059906,True,41.86991688689694,43.621395623832,3.2100000381469727,True,8.722740438078166,-9.3%,-9.299858004200502,True,2,True,True,True,True,True,True,True,61.8,True,True,True,True,True,True,1033.HK
2014-07-15,1045.HK,8.09333324432373,8.333333015441895,8.026665687561035,8.319999694824219,4.322206974029541,1545000,0.0,0.0,25.78103704040376,32.3718228298328,6.410294177487677,73.27585595612275,7.796151483262112,8.422818219864896,7.169484746659329,16.07630990619412,2.8822619396819915,0.5087993662957522,1,7.417733001708984,7.833333110809326,True,28.39505664096922,17.958416596746694,8.359999656677246,False,-0.4784684628674455,-6.3%,-6.34421180682393,True,2,True,True,False,True,True,True,True,73.3,True,True,True,True,True,True,1045.HK
