index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,XGB,DT,BOSS_STATUS,buy_price,cl_price,tp1_price,tp2_price,tp3_price,SNO
2025-02-27,1055.HK,3.609999895095825,3.799999952316284,3.5999999046325684,3.759999990463257,3.759999990463257,36551247,0.0,0.0,-0.0079787158153886,0.0585106460553803,-0.1250000079261495,3.570577243884612,3.607488670358957,3.658072289509354,3.5585199059024264,3.4573686830893724,False,False,False,False,0.2000000476837158,0.1160000324249267,0.1740000486373901,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,42.6383075670761,21.98951657458221,15.706801119743275,56.73077297810194,3.598562515621823,3.881562579518002,3.3155624517256435,15.728506183657483,1.941121948718324,2.2767713089222847,1,3.821599960327149,3.5574999690055846,False,-4.8101279728306645,1.6216200542241166,3.900000095367432,False,-3.5897461918135,27.8%,27.799300280123692,True,2,True,True,False,True,False,True,True,56.7,True,False,True,True,True,False,True,True,,,,,,,1055.HK
2025-03-03,1055.HK,3.740000009536743,3.7799999713897705,3.569999933242798,3.5999999046325684,3.5999999046325684,12888755,0.0,0.0,0.0972222645341625,-0.0138888760113418,-0.0888888726999725,3.5966673995307072,3.614976372105049,3.657751465252936,3.562281500444913,3.4605021458603344,False,False,False,False,0.2100000381469726,0.1226666927337647,0.184000039100647,HL,HLHHHL,4.050000190734863,2025-03-06,3.859999895095825,2025-03-11,3.7200000286102295,-0.08,3.309999942779541,3.309999942779541,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,LLLHLLHHHL,3.309999942779541,2025-02-21,3.859999895095825,2025-02-28,False,39.29711298016741,23.076913377942077,15.865392991777302,50.92592510830386,3.608301736017304,3.899301792284089,3.3173016797505195,16.129474614724348,0.4054392472797427,0.2788074111312281,1,3.7997999668121336,3.5574999690055846,False,-13.875596830743904,-10.447763141460149,3.859999895095825,False,-6.73575123133008,30.1%,30.05784198124395,False,1,False,False,False,False,False,True,True,50.9,True,False,False,False,True,False,True,True,,,,,,,1055.HK
2024-02-05,1066.HK,5.5,5.5,4.739999771118164,4.869999885559082,4.462678909301758,14779090,0.0,0.0,0.0554414758257262,-0.0082135447213538,0.084188980263641,5.357580586071162,5.80690323872209,6.417500390233526,7.141876154016912,,False,False,False,False,0.7600002288818359,0.3921427386147635,0.5882141079221452,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,48.06649488418408,13.816932532960452,23.31607467881221,25.58138116492472,5.741192184707305,6.599191986343048,4.883192383071563,29.88925554247003,1.8186010043628924,0.8005344947681422,1,6.671599988937378,5.7309999704360965,False,-34.89304982431929,-32.92011388394756,7.349999904632568,False,-33.74149729594402,-38.7%,-38.69154476131108,False,1,False,False,False,True,False,True,False,25.6,True,False,False,True,False,False,True,True,,,,,,,1066.HK
2025-11-17,1066.HK,5.519999980926514,5.519999980926514,5.360000133514404,5.409999847412109,5.409999847412109,13305800,0.0,0.0,0.0295749221371612,-0.0221811254979026,-0.0203326543030984,5.482127602565504,5.550540283154372,5.728467872779291,5.845358403304034,5.761320531695027,False,False,False,False,0.1599998474121093,0.1437499225139618,0.2156248837709427,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,39.83598489661498,11.353726702642552,30.567690499650595,37.61467608967165,5.53739377909582,5.851393575009516,5.223393983182123,11.34106796229935,1.0450377771515984,0.6290527842460238,1,5.69079999923706,5.515999984741211,False,-6.239170445484084,-8.614868620088053,5.789999961853027,False,-6.5630417434286645,22.1%,22.07793115883718,False,1,False,False,False,False,False,True,False,37.6,True,False,False,False,False,False,True,True,,,,,,,1066.HK
2024-04-25,1070.HK,5.0,5.179999828338623,4.980000019073486,5.03000020980835,4.742580413818359,6524860,0.0,0.0,0.1371768492251397,0.1550695229495646,0.1471172445828503,4.827259346654331,4.344275591753191,3.703090261126884,3.310283585216273,3.195699681390113,True,True,True,False,0.1999998092651367,0.2425000220537185,0.3637500330805778,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,75.73119246846913,36.26667714437049,8.533339538575403,87.91947275243251,4.415257739071865,4.977257727627773,3.853257750515956,25.4571769879983,0.9609944804245912,0.6142754194159785,1,3.43240002155304,4.294000053405762,True,89.81132184113835,69.36027479306354,5.28000020980835,False,-4.734848296702518,-14.2%,-14.21397052917417,True,2,False,True,True,False,False,True,True,87.9,True,True,False,True,False,False,True,True,,,,,,,1070.HK
2024-04-30,1070.HK,5.019999980926514,5.170000076293945,5.019999980926514,5.170000076293945,4.874579906463623,6104833,0.0,0.0,0.156673100740103,0.1102513900217998,0.2553190861402163,4.95279650417892,4.524855483685243,3.860876799285873,3.414364502392973,3.2407876005536917,True,True,True,False,0.1500000953674316,0.2735294454237994,0.4102941681356991,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,71.18783554434336,29.01408885826385,12.11268400204704,85.48388213198547,4.593041051104863,5.179041064456303,4.007041037753423,25.516863743705365,1.0732757552250538,0.758406128166269,1,3.5832000303268434,4.626500070095062,True,104.34783141337267,71.1920565876238,5.28000020980835,False,-2.083335779230907,-18.7%,-18.68683212500326,True,2,False,True,False,False,False,True,True,85.5,True,True,False,False,False,False,True,True,,,,,,,1070.HK
2024-05-02,1070.HK,5.119999885559082,5.409999847412109,5.119999885559082,5.320000171661377,5.0160088539123535,7182297,0.0,0.0,0.0563909218454063,0.0639097114247939,0.1729322499569547,5.019560807357548,4.5939985000309935,3.918097323692755,3.452099862180466,3.257355031399171,True,True,True,False,0.2899999618530273,0.2506250292062759,0.3759375438094139,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,69.7270620384085,34.794519116270536,10.410961767458934,86.95653075306774,4.662275253062649,5.196275244479581,4.128275261645718,22.907270053013136,1.307112527906075,0.7169923295109439,1,3.63760003566742,4.714000082015991,True,104.61539872299338,73.85621801119943,5.28000020980835,False,0.7575750049918888,-19.9%,-19.87126733288369,True,2,False,True,False,False,False,True,True,87.0,True,True,False,False,False,False,True,True,,,,,,,1070.HK
2024-05-03,1070.HK,5.300000190734863,5.329999923706055,5.179999828338623,5.28000020980835,4.978294849395752,2181045,0.0,0.0,0.1079544833663763,0.0700757331167818,0.1950756992505078,5.066913425984966,4.65365082262033,3.971505280011014,3.488295908668147,3.2734717260478496,True,True,True,False,0.1500000953674316,0.2343750298023224,0.3515625447034836,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,67.88352326401858,32.39436714310084,10.704228000682344,83.07693549162106,4.7211062013241625,5.229106193694768,4.213106208953557,21.52037978845393,1.1395213222026146,1.5521518968917292,1,3.689200038909912,4.784500098228454,True,95.5555598725997,73.68421960735594,5.409999847412109,False,-2.4029508552748946,-19.5%,-19.454980094412463,False,1,False,False,False,False,False,True,True,83.1,True,True,False,False,False,False,True,True,,,,,,,1070.HK
2024-05-06,1070.HK,5.260000228881836,5.480000019073486,5.079999923706055,5.440000057220459,5.129152297973633,9196017,0.0,0.0,0.0128676784788754,0.0753676182168272,0.1488970467388941,5.134747358936873,4.7220290169333845,4.029093310489816,3.5269435155701725,3.290734900001416,True,True,True,False,0.4000000953674316,0.2313333670298258,0.3470000505447387,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,65.62578266165788,29.577464599548875,10.70422656288722,83.70371233779582,4.789572282838114,5.309572287606486,4.269572278069743,21.71383890088157,1.4273007542521636,0.2621365146630918,1,3.745000038146973,4.861500096321106,True,105.28301363952151,85.66552673294703,5.409999847412109,False,0.5545325444454552,-18.4%,-18.42548722820855,False,1,False,False,False,False,False,True,True,83.7,True,True,False,False,False,False,True,True,,,,,,,1070.HK
2024-06-24,1093.HK,6.400000095367432,6.400000095367432,6.210000038146973,6.309999942779541,5.974141597747803,39607483,0.0,0.0,-0.034865260251451,-0.0522979281614209,-0.0744849119577989,6.579525579493609,6.6520050644170805,6.587301558410915,6.5012114121169855,6.649184198617003,False,False,False,False,0.1900000572204589,0.2142105604472913,0.321315840670937,LL,LLLHLL,6.610000133514404,2024-06-26,6.019999980926514,2024-07-10,5.96999979019165,-0.1,6.210000038146973,6.210000038146973,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,LLHHHLLHLL,6.590000152587891,2024-06-03,7.079999923706055,2024-06-07,False,25.28847746755237,12.454200489937078,33.699618792274535,37.9518067097869,6.650031740044067,7.12103179154248,6.179031688545654,14.165347472320232,2.1482039632978114,0.6165996789741058,1,6.549200019836426,6.752500009536743,False,1.4469478396094535,-6.656808740622321,7.210000038146973,False,-12.482664224766618,-6.3%,-6.2911780562801,False,1,False,False,False,False,False,True,False,38.0,True,False,False,False,False,False,True,True,,,,,,,1093.HK
