index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,SNO
2025-10-13,1066.HK,5.78000020980835,5.849999904632568,5.659999847412109,5.840000152587891,5.729942321777344,14288286.0,0.0,0.0,5.952420910991406,5.947220089086448,6.063425395130227,6.0392955244965565,5.79969262870096,False,False,False,False,0.1900000572204589,0.1688888602786594,0.2533332904179891,HL,HLLHLL,5.920000076293945,2025-10-14,5.630000114440918,2025-10-23,5.510000228881836,-0.07,5.519999980926514,5.519999980926514,BY1-2025/09/18,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,,,False,,,,,1066.HK
2025-10-30,1066.HK,5.639999866485596,5.650000095367432,5.329999923706055,5.360000133514404,5.360000133514404,21302273.0,0.0,0.0,5.614449850203428,5.718615367652492,5.891760006321058,5.949192557506164,5.783181799424019,False,False,False,False,0.3200001716613769,0.1564705792595358,0.2347058688893037,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2025/09/18,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,,,False,,,,,1066.HK
2025-10-28,1070.HK,9.68000030517578,9.760000228881836,9.470000267028809,9.520000457763672,9.520000457763672,5411359.0,0.0,0.0,9.652188922870195,9.893615362073469,10.008192731268275,9.8058655477154,8.57858369112166,False,False,False,False,0.2899999618530273,0.3880000432332354,0.5820000648498531,LH,LHLLHH,8.90999984741211,2025-11-05,10.289999961853027,2025-11-17,10.359999656677246,0.16,9.100000381469728,9.100000381469728,SB1-2025/10/28,False,False,False,False,False,False,False,False,False,False,True,0.75,6.0,4.0,2.0,0.0,True,9.63,10.359999656677246,11.089999313354491,11.819998970031737,1070.HK
2025-11-18,1070.HK,10.279999732971191,10.289999961853027,9.619999885559082,9.670000076293944,9.670000076293944,9339235.0,0.0,0.0,9.739053815000304,9.698330016593165,9.815490771545909,9.739435333654916,8.678232186201845,False,False,False,False,0.6700000762939453,0.243333180745443,0.3649997711181645,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/10/28,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,,,False,,,,,1070.HK
2025-11-27,1070.HK,9.760000228881836,10.489999771118164,9.619999885559082,10.31999969482422,10.31999969482422,11795936.0,0.0,0.0,9.80443007205444,9.73682419172195,9.80185933915577,9.74106481957349,8.736455708455113,False,False,False,False,0.869999885559082,0.2684613741361183,0.4026920612041774,HH,HHHLHH,10.010000228881836,2025-12-01,10.989999771118164,2025-12-04,11.5600004196167,0.15,9.029999732971191,8.90999984741211,TP1-2025/10/28,True,True,True,False,True,False,False,False,False,False,False,0.0,0.0,0.0,,,False,,,,,1070.HK
2025-12-03,1070.HK,10.710000038146973,11.18000030517578,10.640000343322754,11.06999969482422,11.06999969482422,13253503.0,0.0,0.0,10.252690709856177,9.991949700934072,9.912953066493223,9.802899007419072,8.793275095638068,True,True,True,False,0.5399999618530256,0.3115384028508111,0.4673076042762167,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/10/28,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,,,False,,,,,1070.HK
2025-10-02,1091.HK,0.449999988079071,0.5600000023841858,0.4399999976158142,0.550000011920929,0.550000011920929,56894400.0,0.0,0.0,0.44103546046587,0.4239679621097929,0.3971000598161454,0.3687836808901089,0.3667950250886227,True,True,True,False,0.1200000047683715,0.023750003427267,0.0356250051409006,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/06/26,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,,,False,,,,,1091.HK
2025-12-01,1091.HK,0.4300000071525574,0.4550000131130218,0.4250000119209289,0.449999988079071,0.449999988079071,7618000.0,0.0,0.0,0.4305395316100722,0.439405729007973,0.4405898084129787,0.4181273169376439,0.3931553763906095,False,False,False,False,0.0300000011920928,0.0217647096690009,0.0326470645035014,LH,LHLLHH,0.4050000011920929,2025-12-09,0.5199999809265137,2025-12-19,0.550000011920929,0.36,0.4050000011920929,0.4050000011920929,SB1-2025/12/01,True,True,True,False,False,False,False,False,False,False,True,0.88,7.0,1.0,4.0,2.0,True,0.48,0.550000011920929,0.6200000238418579,0.6900000357627869,1091.HK
2025-12-20,1091.HK,0.4799999892711639,0.550000011920929,0.4699999988079071,0.5199999809265137,0.5199999809265137,38973000.0,0.0,0.0,0.4493399550025337,0.4403570337977484,0.438913636787924,0.4223095588201654,0.397530240961615,True,True,True,False,0.0800000131130218,0.0200000087420145,0.0300000131130218,HL,HLLHLL,0.550000011920929,2025-12-21,0.5199999809265137,2025-12-22,0.4699999988079071,-0.15,0.4050000011920929,0.4050000011920929,TP1-2025/12/01,True,True,True,True,True,False,False,False,False,False,False,0.0,0.0,0.0,,,False,,,,,1091.HK
2025-10-28,1114.HK,3.859999895095825,3.9600000381469727,3.849999904632568,3.930000066757202,3.930000066757202,21414882.0,0.0,0.0,3.891058494755561,3.902774859917272,3.799430717132125,3.619163806313765,3.573363811151995,False,False,False,False,0.1100001335144047,0.1200000921885171,0.1800001382827757,LH,LHLLHH,3.549999952316284,2025-11-17,4.309999942779541,2025-12-09,4.429999828338623,0.25,3.569999933242798,3.569999933242798,SB1-2025/10/28,True,True,True,False,False,False,False,False,False,False,True,0.81,13.0,5.0,3.0,5.0,True,3.99,4.429999828338623,4.869999656677246,5.309999485015869,1114.HK
