index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WLDate,WHigh,WHDate,HHHL,SNO
2026-02-03,0001.HK,62.0,64.0999984741211,61.75,64.0,64.0,12138864,0.0,0.0,63.18408336607962,61.15088698717824,58.202991803210686,55.43680925687705,50.86931102115212,True,True,True,False,2.3499984741210938,1.3531248569488523,2.706249713897705,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1.HK
2026-02-03,0101.HK,9.449999809265137,9.529999732971191,9.229999542236328,9.329999923706056,9.329999923706056,13663649,0.0,0.0,9.30775634097733,9.220489985988491,9.071562377877058,8.788525693078391,8.162716558994696,True,True,True,False,0.3000001907348633,0.2982352761661304,0.4473529142491956,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,101.HK
2026-02-02,1038.HK,63.54999923706055,64.1500015258789,62.650001525878906,63.75,63.75,3633871,0.0,0.0,63.13009674144983,61.314708959536695,58.54830292649928,56.27982434683234,53.88018799803364,True,True,True,False,1.5,1.2566670735677088,2.5133341471354176,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1038.HK
2026-02-03,1038.HK,63.650001525878906,65.1500015258789,63.04999923706055,64.69999694824219,64.69999694824219,3995385,0.0,0.0,63.4155331426848,61.60908182811978,58.789545829312736,56.446560437949366,53.96640161516678,True,True,True,False,2.10000228881836,1.340625524520875,2.68125104904175,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1038.HK
2026-02-02,1044.HK,28.0,28.420000076293945,27.940000534057617,28.15999984741211,28.15999984741211,2846025,0.0,0.0,27.788537319785263,27.761035316981285,27.720871283693267,27.05201293955418,25.59553707595584,True,True,True,False,0.4799995422363281,0.5682352851418896,0.8523529277128343,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1044.HK
2026-02-03,1044.HK,27.57999992370605,28.299999237060547,27.57999992370605,27.959999084472656,27.959999084472656,2599105,0.0,0.0,27.81971218609206,27.778336514154446,27.730248844508143,27.069992863215933,25.61437741068505,True,True,True,False,0.7199993133544957,0.5112498998641974,0.7668748497962962,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1044.HK
2026-02-03,1070.HK,11.5,12.399999618530272,11.5,12.399999618530272,12.399999618530272,8510600,0.0,0.0,11.971932050511484,11.53207933519592,11.002586671375658,10.55223620387733,9.41996285545908,True,True,True,False,0.8999996185302717,0.4239999771118157,0.6359999656677235,LH,LHHLLHLLLH,11.5,2026-02-04,12.399999618530272,2026-02-05,12.399999618530272,0.08,9.800000190734863,9.800000190734863,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,12.399999618530272,2026-02-05,11.5,2026-02-06,False,1070.HK
2026-02-03,1093.HK,9.350000381469728,9.989999771118164,9.270000457763672,9.890000343322754,9.890000343322754,218580273,0.0,0.0,9.803051840914932,9.535555550711448,9.060027778659965,8.796253686111331,8.056555524271014,True,True,True,False,0.7199993133544922,0.4353331883748372,0.6529997825622559,,,9.270000457763672,2026-02-04,9.890000343322754,2026-02-05,9.989999771118164,0.08,9.119999885559082,8.380000114440918,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1093.HK
2026-02-03,1164.HK,4.570000171661377,4.78000020980835,4.380000114440918,4.71999979019165,4.71999979019165,103694573,0.0,0.0,4.612220440808692,4.227436944565438,3.784869384795853,3.4082521746603662,2.7897144111467624,True,True,True,False,0.4000000953674316,0.2375000417232513,0.356250062584877,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1164.HK
2026-02-03,1171.HK,11.170000076293944,11.3100004196167,11.0600004196167,11.25,11.25,17320691,0.0,0.0,11.227978185615704,10.994743511787254,10.722517340063575,10.413232777365522,9.97909689475577,True,True,True,False,0.25,0.3552941154031191,0.5329411731046787,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1171.HK
