Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50
2025-10-10,6661.HK,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,1000,0.0,0.0,5.100839944129956,5.074284754061294,5.03249681744485,4.966179437551455,4.848331878366087,True,True,True,False
2025-10-10,1455.HK,0.2549999952316284,0.2599999904632568,0.2399999946355819,0.2440000027418136,0.2440000027418136,235000,0.0,0.0,0.2452963131307754,0.2429687505425272,0.2351902948551081,0.2176093631444263,0.1898758681379281,True,True,True,False
2025-10-10,1319.HK,0.248999997973442,0.248999997973442,0.231000006198883,0.2450000047683715,0.2450000047683715,816000,0.0,0.0,0.24389395363549,0.2407154988668721,0.2315323441090735,0.2219670680082381,0.2143514559235539,True,True,True,False
2025-10-10,1203.HK,0.8999999761581421,0.8999999761581421,0.8799999952316284,0.8899999856948853,0.8899999856948853,26000,0.0,0.0,0.894477863098813,0.891091818308451,0.8816064502031238,0.8411344426890909,0.7367498206101856,True,True,True,False
2025-10-10,1045.HK,2.130000114440918,2.140000104904175,2.109999895095825,2.140000104904175,2.140000104904175,560000,0.0,0.0,2.1204056121645207,2.110050825339714,2.089527544626041,2.052135509978487,2.0145587109859866,True,True,True,False
2025-10-10,818.HK,0.5199999809265137,0.5400000214576721,0.5199999809265137,0.5400000214576721,0.5400000214576721,3558000,0.0,0.0,0.5294696496685483,0.5245789543354955,0.5153017749751809,0.4902960791314426,0.4558250164454907,True,True,True,False
2025-10-10,640.HK,1.25,1.2599999904632568,1.2400000095367432,1.25,1.25,140000,0.0,0.0,1.2371547687591056,1.2226042912242836,1.1788754396925154,1.1013159013531468,0.9375356516822244,True,True,True,False
2025-10-10,635.HK,0.5199999809265137,0.5299999713897705,0.5199999809265137,0.5299999713897705,0.5299999713897705,136000,0.0,0.0,0.5220904922618141,0.5215002037082009,0.5193169769010759,0.5144094272424335,0.5090855957145934,True,True,True,False
2025-10-10,408.HK,1.830000042915344,1.8600000143051147,1.809999942779541,1.830000042915344,1.830000042915344,144000,0.0,0.0,1.8462918995157696,1.827998127016759,1.7726452152724204,1.6842806726168116,1.5621646466435766,True,True,True,False
2025-10-10,240.HK,1.3600000143051147,1.3600000143051147,1.350000023841858,1.350000023841858,1.350000023841858,102400,0.0,0.0,1.3557058686331034,1.3410969987844965,1.2874015059542188,1.1985132316941365,1.0451225257854886,True,True,True,False
2025-10-10,40.HK,0.699999988079071,0.699999988079071,0.6899999976158142,0.699999988079071,0.699999988079071,71000,0.0,0.0,0.6901957670902069,0.6851976543585154,0.6675833087901327,0.6356360526697059,0.583778454193786,True,True,True,False
