sno,TP123,TP12,TP1,TP2,TP3,TP1C,CL1,BY1,TOTAL,WR
0001.HK,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,28.57
0002.HK,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,83.33
0003.HK,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,9.0,66.67
0004.HK,4.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,15.0,60.0
0005.HK,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,8.0,62.5
0006.HK,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,50.0
0008.HK,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,7.0,42.86
0011.HK,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,9.0,77.78
0012.HK,2.0,5.0,3.0,0.0,0.0,0.0,6.0,0.0,16.0,62.5
0016.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
0019.HK,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,9.0,55.56
0020.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0023.HK,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,7.0,71.43
0027.HK,1.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,10.0,30.0
0066.HK,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,60.0
0083.HK,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,8.0,62.5
0087.HK,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,75.0
0101.HK,1.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,11.0,27.27
0135.HK,2.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,10.0,50.0
0136.HK,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,25.0
0144.HK,0.0,2.0,1.0,0.0,0.0,2.0,5.0,1.0,11.0,27.27
0151.HK,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,8.0,50.0
0168.HK,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,37.5
0175.HK,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,75.0
0220.HK,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,66.67
0241.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,33.33
0247.HK,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,8.0,87.5
