index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,medium_bullish,weak_bullish,BOSS_STATUS,buy_price,cl_price,tp1_price,tp2_price,tp3_price,SNO
2025-01-03,1065.HK,3.220000028610229,3.299999952316284,3.1600000858306885,3.1600000858306885,2.9963490962982178,246000,0.0,0.0,0.012658215432457,0.012658215432457,0.0189873231486852,3.2225006135706624,3.216081592264052,3.19158949397487,3.152719171520132,3.072620331176713,False,True,True,True,0.1399998664855957,0.0486666202545166,0.0729999303817749,HL,HLLHLL,3.259999990463257,2025-01-06,3.140000104904175,2025-01-13,3.0899999141693115,-0.05,3.109999895095825,3.109999895095825,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,LLHHHLLHHL,3.109999895095825,2024-12-17,3.3299999237060547,2025-01-02,False,29.422241444668185,20.22471368319988,28.089906904178157,35.55555555555554,3.217454674711417,3.3434545783903107,3.0914547710325224,7.832272178951236,1.708222801062418,0.3374982832290836,1,3.2088000202178955,3.2235000252723696,False,-0.3154571048133175,1.282057748038625,3.369999885559082,False,-6.231448274769144,110.2%,110.22414970964762,False,1,False,False,False,False,False,True,False,35.6,True,False,False,False,False,False,,,,,,,,,1065.HK
2025-01-24,1065.HK,3.240000009536743,3.240000009536743,3.220000028610229,3.220000028610229,3.053241729736328,34000,0.0,0.0,-0.0155279353639832,0.0062111741455934,-0.0031055870727965,3.1961766074978475,3.1955943177683706,3.188735831527222,3.160816125127587,3.085122531657835,True,True,True,True,0.0199999809265141,0.051176435807172,0.076764653710758,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,28.441090885593447,24.99999123460573,16.17649997808653,64.99999999999991,3.1954478526429773,3.3104477668122887,3.080447938473666,7.197733743280724,0.6072340188418992,0.8772987799807314,1,3.194000034332275,3.1960000514984133,True,-2.424240147334028,-0.3095972261364178,3.3299999237060547,False,-3.303300228710021,25.3%,25.326927788014014,False,1,False,False,False,False,False,True,True,65.0,True,False,False,False,True,False,,,,,,,,,1065.HK
2025-01-27,1065.HK,3.220000028610229,3.2699999809265137,3.220000028610229,3.240000009536743,3.0722060203552246,202000,0.0,0.0,-0.0123456672022499,-0.0185185008033749,0.0,3.2041444987776466,3.199455682269968,3.1907461914491644,3.162384122838659,3.0863566151469097,True,True,True,True,0.0499999523162846,0.0529411400065702,0.0794117100098554,HH,HHLLLH,3.0999999046325684,2025-02-03,3.1700000762939453,2025-02-13,3.240000009536743,0.05,3.0899999141693115,3.0899999141693115,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,LHLLLHHLHH,3.25,2025-01-20,3.1600000858306885,2025-01-22,False,27.453589245890598,31.249988358460985,17.187530850078215,63.15789473684211,3.1996909152042883,3.3156908284199256,3.083691001988651,7.250694913338599,1.0642027070425075,0.6621552397914098,1,3.1924000358581544,3.1970000505447387,True,-2.409636304658448,-1.5197554071740211,3.3299999237060547,False,-2.70270018712637,24.7%,24.6832388770839,False,1,False,False,False,True,False,True,True,63.2,True,False,False,True,True,False,,,,,,,,,1065.HK
2025-02-10,1065.HK,3.2300000190734863,3.2300000190734863,3.2100000381469727,3.220000028610229,3.053241729736328,26000,0.0,0.0,0.0,0.0,0.0031055870727967,3.193314466227337,3.192576135186561,3.1885457951200573,3.164306525909979,3.090686931049654,True,True,True,True,0.0199999809265136,0.036874994635582,0.055312491953373,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,17.6141445035412,33.33332273694518,21.333358340809028,55.555555555555486,3.1924147231325044,3.2934146744951143,3.0914147717698945,6.327495649657029,1.1805560447733596,0.8478731578441582,1,3.194000039100647,3.1850000619888306,True,0.9404379577318857,0.6249993946403217,3.2699999809265137,False,-1.5290505384687425,14.8%,14.77646540205777,True,2,True,True,False,False,False,False,True,55.6,True,False,True,False,False,False,,,,,,,,,1065.HK
2025-02-11,1065.HK,3.220000028610229,3.220000028610229,3.180000066757202,3.190000057220459,3.0247955322265625,246000,0.0,0.0,0.0,0.0125391727697585,0.0156739659621982,3.1927118464079043,3.1923521284069,3.188602825006348,3.1648153087082065,3.0914782707004176,False,True,True,True,0.0399999618530269,0.0346666653951009,0.0519999980926514,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,17.29644757562629,30.1369764586,26.0274214197998,48.27586206896551,3.1921847549504045,3.2901847091740373,3.094184800726772,6.139992622397903,0.151808504710493,1.4736728097924554,1,3.194200038909912,3.185500061511993,False,0.3144651023059349,0.0,3.2699999809265137,False,-2.446480861549966,14.6%,14.58279664495623,True,2,True,True,True,True,False,False,True,48.3,True,False,True,True,False,False,,,,,,,,,1065.HK
2025-02-12,1065.HK,3.180000066757202,3.2300000190734863,3.180000066757202,3.220000028610229,3.053241729736328,302000,0.0,0.0,0.0,-0.0062111741455932,0.0031055870727967,3.197673334081054,3.1947562936419724,3.1898340878927747,3.1659080754389395,3.0925023484526872,True,True,True,True,0.0499999523162841,0.0353333314259847,0.052999997138977,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,16.637425205280586,31.081071067146127,25.67569962204181,53.12499999999994,3.1948338286322926,3.293833781902251,3.095833875362334,6.197502504369089,1.0513843117417692,2.006494461413725,1,3.195200037956238,3.18850005865097,True,1.5772855240665735,0.6249993946403217,3.2699999809265137,False,-1.5290505384687425,15.1%,15.147956287037225,True,2,True,True,True,True,False,False,True,53.1,True,False,True,True,False,False,,,,,,,,,1065.HK
2025-02-13,1065.HK,3.2100000381469727,3.240000009536743,3.1700000762939453,3.1700000762939453,3.005831241607666,220000,0.0,0.0,0.0220819973369321,0.0126182841925326,0.0157728552406657,3.1926418326652155,3.19260357908997,3.18905628351635,3.1659891051588405,3.093119860228315,False,True,True,True,0.0699999332427978,0.0366666634877523,0.0549999952316284,LH,LHHLLH,3.1700000762939453,2025-02-14,3.220000028610229,2025-02-24,3.240000009536743,0.02,3.0999999046325684,3.0899999141693115,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,LHHLHHLLLH,3.2699999809265137,2025-01-27,3.0999999046325684,2025-02-03,False,16.218230530023845,23.684203096369163,25.00002352816425,45.94594594594592,3.192468709361973,3.2934686607245838,3.091468757999364,6.327388648566901,0.7118052168022708,1.0480973567850265,1,3.196200041770935,3.190000057220459,False,1.60257027464293,-1.2461047158154557,3.2699999809265137,False,-3.058101076937457,16.4%,16.360150102504733,False,1,False,False,False,True,False,False,False,45.9,True,False,False,True,False,False,,,,,,,,,1065.HK
2025-02-14,1065.HK,3.200000047683716,3.200000047683716,3.1700000762939453,3.200000047683716,3.0342776775360107,260000,0.0,0.0,-0.0062499939464033,0.0124999878928067,0.0062499939464031,3.193979689941306,3.193246750272035,3.1894854507386,3.166662589169234,3.093971495188119,True,True,True,True,0.0299999713897705,0.0353333155314127,0.0529999732971191,HL,HLLHHL,3.240000009536743,2025-02-24,3.190000057220459,2025-02-25,3.180000066757202,-0.02,3.0999999046325684,3.0999999046325684,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,HLHHLLLHHL,3.0999999046325684,2025-02-03,3.240000009536743,2025-02-13,False,15.071995163069762,24.32431648733175,25.67569962204181,50.0,3.1931859796783297,3.29218590910643,3.0941860502502294,6.200699242583623,0.2737877688120686,1.3074193353462604,1,3.197800045013428,3.193000054359436,True,2.5641078544558447,-0.6211174145593203,3.2699999809265137,False,-2.14067075385622,17.2%,17.239602900787453,False,1,False,False,False,True,False,False,False,50.0,True,False,False,True,False,False,,,,,,,,,1065.HK
2025-02-17,1065.HK,3.190000057220459,3.220000028610229,3.180000066757202,3.190000057220459,3.0247955322265625,528000,0.0,0.0,-0.0031347931924397,0.0313479319243967,0.0031347931924397,3.1932561203556973,3.1929644291371155,3.189505631384947,3.1671247172494565,3.094736663013078,False,True,True,True,0.0399999618530269,0.0353333155314127,0.0529999732971191,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,14.940319425365876,27.027018319257454,20.270295958190328,51.282051282051285,3.192882558491865,3.291882487919965,3.093882629063765,6.201288498056265,0.1378123654177272,2.8004333305415385,1,3.1992000484466554,3.193500053882599,False,2.24359532785154,-2.446480861549966,3.2699999809265137,False,-2.446480861549966,18.5%,18.54321249234505,False,1,False,False,False,True,False,False,True,51.3,True,False,False,True,False,False,,,,,,,,,1065.HK
2025-02-18,1065.HK,3.200000047683716,3.220000028610229,3.180000066757202,3.200000047683716,3.0342776775360107,262000,0.0,0.0,-0.0031249969732016,0.0312499697320167,0.0156249848660083,3.194482288960791,3.193576222054211,3.1899171771221537,3.167775713891719,3.095575415082167,True,True,True,True,0.0399999618530269,0.0387499779462813,0.058124966919422,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,0.0,,0.0,,False,14.06399849498526,23.28766362710001,20.54797115459981,50.0,3.1935604146053747,3.295560341172452,3.091560488038297,6.38785013119481,0.2360091645104837,0.7560043463146627,1,3.200000047683716,3.194000053405761,False,1.265821543245696,-3.0303001841675177,3.2699999809265137,False,-2.14067075385622,20.6%,20.61794497179543,False,1,False,False,False,True,False,False,True,50.0,True,False,False,True,False,False,,,,,,,,,1065.HK
