Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,BOSS1,bullish_ratio,medium_bullish
2025-10-17,3828.HK,0.9800000190734864,0.9800000190734864,0.959999978542328,0.9700000286102296,0.9700000286102296,261000,0.0,0.0,0.9743610773950896,0.9708000145849416,0.9400937156413768,0.8920849203176925,0.7990779635185942,True,True,True,False,HL,HLLH-L,0.9800000190734864,2025-10-23,0.9700000286102296,2025-10-24,False,0.0,0
2025-10-17,3326.HK,0.2479999959468841,0.248999997973442,0.2479999959468841,0.2479999959468841,0.2479999959468841,2439000,0.0,0.0,0.2452422944464828,0.2417096516357895,0.2321821645288938,0.2167969991169458,0.196149642713167,True,True,True,False,HL,HL-H-L,0.248999997973442,2025-10-21,0.2479999959468841,2025-10-24,False,0.0,0
2025-10-17,1556.HK,0.3449999988079071,0.3449999988079071,0.3449999988079071,0.3449999988079071,0.3449999988079071,20000,0.0,0.0,0.345264920050272,0.3444306415588575,0.3394012020679182,0.3222659855481324,0.2742136652834152,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,1553.HK,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,28000,0.0,0.0,1.4615795878165152,1.4328835608335209,1.3698103530791137,1.2910966022638597,1.175799088885637,True,True,True,False,HL,HLLH-L,1.440000057220459,2025-10-22,1.440000057220459,2025-10-24,False,0.0,0
2025-10-17,1412.HK,1.6799999475479126,1.6799999475479126,1.6799999475479126,1.6799999475479126,1.6799999475479126,24000,0.0,0.0,1.6696090658806917,1.6598562046259364,1.6121180534889044,1.5107122158421986,1.3055587607216002,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,1319.HK,0.238999992609024,0.238999992609024,0.238999992609024,0.238999992609024,0.238999992609024,480000,0.0,0.0,0.2401719328399644,0.2397243434454964,0.2327049906049123,0.2234928669011953,0.2152787343194413,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,640.HK,1.2599999904632568,1.2699999809265137,1.25,1.25,1.25,188000,0.0,0.0,1.2499867198535577,1.2354590069150952,1.1932040804604027,1.116222840784162,0.9501006628777156,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,635.HK,0.5299999713897705,0.5299999713897705,0.5299999713897705,0.5299999713897705,0.5299999713897705,68000,0.0,0.0,0.5227549716705949,0.521912154606347,0.5198101321963987,0.5150372828244721,0.509509010460709,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,408.HK,1.840000033378601,1.899999976158142,1.809999942779541,1.840000033378601,1.840000033378601,312000,0.0,0.0,1.821488275812181,1.819322044140711,1.778143816626403,1.695529554400046,1.571576326009276,True,True,True,False,HH,HHHL-H,1.809999942779541,2025-10-21,1.840000033378601,2025-10-24,False,0.0,0
2025-10-17,240.HK,1.3700000047683716,1.3700000047683716,1.350000023841858,1.350000023841858,1.350000023841858,350000,0.0,0.0,1.3505652909332109,1.3424889412517904,1.2959626119030117,1.209787488943651,1.0545686314618667,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,64.HK,2.9800000190734863,3.0,2.970000028610229,2.970000028610229,2.970000028610229,118975,0.0,0.0,2.984357467604567,2.9655617131701644,2.94660329163677,2.902112167349216,2.8120618320557638,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,40.HK,0.6800000071525574,0.6800000071525574,0.6700000166893005,0.6700000166893005,0.6700000166893005,55000,0.0,0.0,0.6835395657959425,0.6832740458884062,0.6698320268365291,0.6398576704357996,0.5875513538487978,True,True,True,False,,,0.0,,0.0,,False,0.0,0
