index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WHigh,HHHL,EMA250,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,classification,PATTERN,WLDate,WHDate,SNO
2026-01-09,1521.HK,1.0099999904632568,1.0099999904632568,0.9800000190734864,0.9900000095367432,0.9900000095367432,160000,0.0,0.0,1.007619261364422,1.0214361326733237,1.0730049988358794,1.1439833274611786,False,False,False,False,0.0299999713897703,0.0116666555404663,0.0174999833106994,0.949999988079071,2026-01-12,1.0800000429153442,2026-01-20,1.090000033378601,0.15,0.9700000286102296,0.9700000286102296,SB1-2026/01/09,False,False,False,False,False,False,False,False,False,False,False,True,0.8,4,3,True,1.090000033378601,0.8999999761581421,False,1.2147647092411729,1.0,0.0,1.02,1.090000033378601,1.160000066757202,1.2300001001358032,LH,LHLLHHLLLH,2026-01-20,2026-01-23,1521.HK
2026-01-23,1521.HK,1.0199999809265137,1.0199999809265137,0.8999999761581421,1.0,1.0,1976000,0.0,0.0,1.0345408663648843,1.0312200946425294,1.0623701512286117,1.126405678550168,False,False,False,False,0.1200000047683715,0.0249999960263569,0.0374999940395354,1.0399999618530271,2026-01-26,0.9900000095367432,2026-01-27,0.9800000190734864,-0.06,0.8999999761581421,0.8999999761581421,BY1-2026/01/09,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1.2024099055792257,,,,,,,,,,,1521.HK
2026-01-16,1618.HK,1.840000033378601,1.8899999856948853,1.820000052452088,1.830000042915344,1.830000042915344,48837969,0.0,0.0,1.8532959901083863,1.9060549490181815,2.0372545818292638,2.0878855421811338,False,False,False,False,0.0699999332427971,0.0437499806284905,0.0656249709427358,1.75,2026-01-19,1.950000047683716,2026-01-28,2.0,0.14,1.809999942779541,1.809999942779541,SB1-2026/01/16,False,False,False,False,False,False,False,False,False,False,False,True,0.86,6,2,True,2.0,1.919999957084656,False,1.957138702441056,1.0,3.0,1.88,2.0,2.12,2.24,LH,LHLLHHHLLH,2026-01-28,2026-01-29,1618.HK
2026-01-16,1873.HK,2.059999942779541,2.059999942779541,2.0,2.059999942779541,2.059999942779541,5485000,0.0,0.0,2.018250031061952,1.9802915005501789,2.040584288842438,2.078854273951674,False,False,False,False,0.059999942779541,0.100624993443489,0.1509374901652336,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2026/01/05,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1.8432866747881345,,,,,,,,,,,1873.HK
2026-01-19,1877.HK,24.07999992370605,24.07999992370605,23.299999237060547,23.459999084472656,23.459999084472656,2569800,0.0,0.0,23.918362858704292,23.81687163010891,24.48242677199857,25.09816293325157,False,False,False,False,0.7800006866455043,1.0025005340576167,1.5037508010864251,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/12/23,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,22.940297958633995,,,,,,,,,,,1877.HK
2026-01-19,2196.HK,20.920000076293945,21.0,20.520000457763672,20.57999992370605,20.57999992370605,2710103,0.0,0.0,21.00048345321837,21.04937095147932,21.544809262899552,21.541324391609272,False,False,False,False,0.4799995422363281,0.6758823394775378,1.0138235092163068,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/12/17,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,19.658766476705612,,,,,,,,,,,2196.HK
2026-01-26,0258.HK,2.740000009536743,2.75,2.5799999237060547,2.700000047683716,2.700000047683716,1928000,0.0,0.0,2.724633056646223,2.6720534945302514,2.661041432657431,2.723630826819047,False,False,True,False,0.1700000762939453,0.055625006556511,0.0834375098347665,2.7300000190734863,2026-01-28,2.700000047683716,2026-01-29,2.5999999046325684,-0.05,2.5299999713897705,2.400000095367432,BY1-2025/12/19,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,2.713152711043461,,,,,,,,,,,258.HK
2026-01-20,2698.HK,33.41999816894531,33.97999954223633,32.29999923706055,32.5,32.5,431800,0.0,0.0,33.188212689191126,32.676599465706744,32.274526166613924,,False,False,False,False,1.6800003051757812,1.2912502288818355,1.9368753433227532,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/12/29,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,2698.HK
2026-01-16,3600.HK,5.21999979019165,5.289999961853027,5.179999828338623,5.190000057220459,5.190000057220459,783000,0.0,0.0,5.261461457656816,5.296538481367249,5.283495854456496,5.166845720728357,False,False,False,False,0.1100001335144043,0.1023529277128331,0.1535293915692497,4.960000038146973,2026-01-19,5.960000038146973,2026-01-27,6.159999847412109,0.24,5.130000114440918,5.130000114440918,SB1-2026/01/16,True,True,True,False,False,False,False,False,False,False,False,True,0.67,4,1,True,0.0,0.0,False,4.778320030522743,1.0,2.0,5.56,6.159999847412109,6.759999694824219,7.359999542236329,,,,,3600.HK
2026-01-19,3759.HK,22.799999237060547,23.13999938964844,22.0,22.100000381469727,22.100000381469727,6167200,0.0,0.0,22.87513742555837,22.428494443262714,22.503786447229885,22.286390286330917,False,False,False,False,1.139999389648441,1.1100000805324983,1.6650001207987477,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/12/19,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,20.020010447691163,,,,,,,,,,,3759.HK
