index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WLDate,WHigh,WHDate,HHHL,EMA100,EMA250,SNO
2025-12-10,1038.HK,51.79999923706055,52.04999923706055,51.400001525878906,52.04999923706055,52.04999923706055,2491201,0.0,0.0,53.347525135145474,53.45470041347271,53.10967007497415,False,False,False,False,0.6499977111816406,0.6966669718424499,1.3933339436848995,LL,LLHHHLHHHL,56.5,2025-12-16,55.0,2025-12-17,53.20000076293945,-0.06,51.400001525878906,51.400001525878906,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,53.20000076293945,2025-12-17,58.95000076293945,2025-12-30,True,52.82465189669312,52.1970600528508,1038.HK
2025-11-21,0148.HK,26.0,26.0,25.100000381469727,25.18000030517578,24.54497718811035,3534500,0.0,0.0,26.58612650985504,26.915775853347235,27.09680834806486,False,False,False,False,0.8999996185302734,0.7633328967624232,1.1449993451436349,LL,LLHHHLHHHL,28.5,2025-12-09,26.6200008392334,2025-12-17,25.89999961853028,-0.09,25.100000381469727,25.100000381469727,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,25.89999961853028,2025-12-17,30.479999542236328,2025-12-29,True,26.58663832519384,24.20549371626418,148.HK
2025-11-28,0151.HK,4.690000057220459,4.710000038146973,4.610000133514404,4.659999847412109,4.659999847412109,12748000,0.0,0.0,4.8669074434276105,4.999035342098464,5.16116950308232,False,False,False,False,0.0999999046325683,0.0846666018168131,0.1269999027252197,LL,LLHHHLHHHL,4.889999866485596,2025-12-02,4.849999904632568,2025-12-04,4.75,-0.03,4.610000133514404,4.610000133514404,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,4.75,2025-12-04,5.139999866485596,2025-12-05,True,5.257173943689555,5.161631668768186,151.HK
2025-11-21,1729.HK,14.479999542236328,14.479999542236328,13.119999885559082,13.170000076293944,13.170000076293944,14598418,0.0,0.0,14.18856054948342,14.526298713794022,14.370898471821269,False,False,False,False,1.359999656677246,1.018235150505515,1.5273527257582724,LL,LLHHHLHHHL,17.389999389648438,2025-11-27,15.8100004196167,2025-12-05,15.5,-0.11,13.119999885559082,13.119999885559082,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,15.5,2025-12-05,17.639999389648438,2025-12-09,True,12.882637313306033,9.41463473921801,1729.HK
2025-12-04,1776.HK,16.549999237060547,16.860000610351562,16.34000015258789,16.860000610351562,16.860000610351562,5181799,0.0,0.0,17.155799999305668,17.804414990440904,18.271942701890456,False,False,False,False,0.5200004577636719,0.5787500143051143,0.8681250214576715,LL,LLHHHLHHHL,18.32999992370605,2025-12-08,17.770000457763672,2025-12-12,16.8700008392334,-0.08,16.34000015258789,16.34000015258789,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,16.8700008392334,2025-12-12,18.700000762939453,2025-12-23,True,17.588801803291844,14.905188841470247,1776.HK
2025-12-12,1776.HK,17.100000381469727,17.770000457763672,16.8700008392334,17.770000457763672,17.770000457763672,15357524,0.0,0.0,17.385063044215123,17.671068918256715,18.10518330085234,False,False,False,False,0.8999996185302734,0.593529420740464,0.890294131110696,HL,HLHHHLHHHL,18.700000762939453,2025-12-23,17.969999313354492,2026-01-02,17.469999313354492,-0.07,16.34000015258789,16.34000015258789,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,17.469999313354492,2026-01-02,19.82999992370605,2026-01-06,True,17.57784065882388,15.026458172625372,1776.HK
2025-11-18,2057.HK,145.10000610351562,146.39999389648438,143.89999389648438,146.10000610351562,146.10000610351562,1507012,0.0,0.0,146.9709178063234,146.95838491599056,147.27904738565687,False,False,False,True,2.5,3.2684221769634045,6.536844353926809,HL,HLHHHLHHHL,152.89999389648438,2025-11-20,149.39999389648438,2025-11-24,145.10000610351562,-0.05,140.60000610351562,140.60000610351562,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,145.10000610351562,2025-11-24,169.8000030517578,2025-12-05,True,147.7167419689773,150.77721548486954,2057.HK
2025-11-24,2057.HK,148.8000030517578,149.5,145.10000610351562,149.39999389648438,149.39999389648438,3200993,0.0,0.0,148.0208310610402,147.52250898916074,147.50037202943062,False,False,True,True,4.399993896484375,3.616667005750868,7.233334011501736,HL,HLHHHLHHHL,169.8000030517578,2025-12-05,162.8000030517578,2025-12-11,160.3000030517578,-0.06,143.89999389648438,142.10000610351562,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,160.3000030517578,2025-12-11,170.3000030517578,2025-12-12,True,147.7971800146033,150.7135346676123,2057.HK
2025-12-04,2331.HK,16.959999084472656,17.110000610351562,16.450000762939453,16.860000610351562,16.860000610351562,35732856,0.0,0.0,17.338618887949128,17.405350423020465,17.419125251253096,False,False,False,False,0.6599998474121094,0.359285763331822,0.538928644997733,LL,LLHHHLHHHL,18.729999542236328,2025-12-15,18.290000915527344,2025-12-16,18.1299991607666,-0.03,16.450000762939453,16.450000762939453,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,18.1299991607666,2025-12-16,19.600000381469727,2025-12-23,True,17.28314202891051,17.00785111438148,2331.HK
2025-12-16,2331.HK,18.5,18.700000762939453,18.1299991607666,18.290000915527344,18.290000915527344,37959669,0.0,0.0,17.67615858973076,17.516772762201985,17.455994394049778,True,True,True,False,0.5700016021728516,0.3450001080830892,0.5175001621246338,HL,HLHHHLHHHL,19.600000381469727,2025-12-23,19.059999465942383,2026-01-05,18.489999771118164,-0.06,16.450000762939453,16.450000762939453,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,18.489999771118164,2026-01-05,19.84000015258789,2026-01-06,True,17.319262358954695,17.039087414206193,2331.HK
2025-11-21,2378.HK,109.0,109.0,105.0,105.0,105.0,179854,0.0,0.0,108.01434576729172,108.03013082112996,106.64972065320563,False,False,False,False,4.0,1.4428563799176948,2.8857127598353896,LL,LLHHHLHHHL,115.8000030517578,2025-12-05,112.3000030517578,2025-12-08,112.3000030517578,-0.03,105.0,105.0,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,112.3000030517578,2025-12-08,127.0999984741211,2026-01-06,True,102.7654830928941,92.33560684457964,2378.HK
2025-11-20,2588.HK,70.80000305175781,70.80000305175781,67.8499984741211,69.30000305175781,69.30000305175781,814639,0.0,0.0,70.6762400473671,70.40026416310495,70.20246520589055,True,True,True,True,2.9500045776367188,1.4750006539481026,2.9500013078962053,HL,HLHHHLHHHL,74.5,2025-12-08,72.44999694824219,2025-12-29,71.6500015258789,-0.04,67.8499984741211,67.8499984741211,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,71.6500015258789,2025-12-29,78.8499984741211,2026-01-06,True,69.37181040195209,66.44065460175307,2588.HK
2025-12-01,2601.HK,30.8799991607666,31.07999992370605,30.26000022888184,30.979999542236328,30.979999542236328,13678662,0.0,0.0,31.41272442936403,31.798935873216067,31.89822784198692,False,False,False,False,0.8199996948242116,0.8529408398796529,1.2794112598194791,LL,LLHHHLHHHL,34.720001220703125,2025-12-08,32.7400016784668,2025-12-11,32.540000915527344,-0.06,30.26000022888184,30.26000022888184,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,32.540000915527344,2025-12-11,36.20000076293945,2025-12-15,True,31.159166084461408,28.201838435315587,2601.HK
2025-12-11,2601.HK,33.15999984741211,33.279998779296875,32.540000915527344,32.7400016784668,32.7400016784668,7815608,0.0,0.0,32.52948001956192,32.274599841342095,32.10845493315814,True,True,True,False,0.7399978637695312,0.831764445585363,1.2476466683780445,HL,HLHHHLHHHL,36.20000076293945,2025-12-15,34.86000061035156,2025-12-16,34.31999969482422,-0.05,30.26000022888184,30.26000022888184,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,34.31999969482422,2025-12-16,37.220001220703125,2025-12-29,True,31.378613357294096,28.47632772266205,2601.HK
2025-12-04,2628.HK,26.5,26.76000022888184,26.15999984741211,26.76000022888184,26.76000022888184,28150729,0.0,0.0,26.767237217935172,26.36292870303065,25.200560051573813,True,True,True,False,0.6000003814697301,0.7922220230102527,1.188333034515379,LL,LLHHHLHHHL,28.940000534057617,2025-12-08,27.13999938964844,2025-12-10,26.63999938964844,-0.08,25.76000022888184,23.979999542236328,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,26.63999938964844,2025-12-10,29.07999992370605,2025-12-15,True,23.46992902819256,19.86643501385832,2628.HK
2025-12-10,2628.HK,27.0,27.13999938964844,26.63999938964844,27.13999938964844,27.13999938964844,43503366,0.0,0.0,27.15677883877166,26.71907851320705,25.54917812410176,True,True,True,False,0.5,0.8011111153496626,1.2016666730244938,HL,HLHHHLHHHL,29.07999992370605,2025-12-15,27.3799991607666,2025-12-16,27.13999938964844,-0.07,25.940000534057617,25.76000022888184,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,27.13999938964844,2025-12-16,29.280000686645508,2025-12-29,True,23.78509225318553,20.109224328488224,2628.HK
2025-12-16,2628.HK,28.479999542236328,28.81999969482422,27.13999938964844,27.3799991607666,27.3799991607666,86623721,0.0,0.0,27.51171509865853,27.04399246325581,25.87819660961541,True,True,True,False,1.6800003051757777,0.8624999523162833,1.293749928474425,HL,HLHHHLHHHL,29.280000686645508,2025-12-29,28.84000015258789,2026-01-02,27.34000015258789,-0.07,26.63999938964844,26.15999984741211,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,27.34000015258789,2026-01-02,31.299999237060547,2026-01-06,True,24.09145449361171,20.350392543954925,2628.HK
2025-11-21,2888.HK,159.10000610351562,159.10000610351562,157.0,157.0,157.0,549025,0.0,0.0,161.4985203103913,159.66904371239426,154.75460091718475,True,True,True,False,2.100006103515625,2.426666259765625,4.85333251953125,LL,LLHHHLHHHL,175.5,2025-12-03,168.5,2025-12-08,167.1999969482422,-0.05,157.0,157.0,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,167.1999969482422,2025-12-08,199.0,2026-01-06,True,147.0818298070306,127.79232219704726,2888.HK
2025-11-24,2899.HK,30.479999542236328,30.5,29.65999984741211,30.3799991607666,30.3799991607666,77604965,0.0,0.0,31.35432751411674,31.717635827442543,30.79614286036353,False,False,False,False,0.8400001525878906,1.0887503623962402,1.6331255435943604,HL,HLHHHLHHHL,34.400001525878906,2025-12-05,32.5,2025-12-09,32.08000183105469,-0.07,29.65999984741211,29.059999465942383,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,32.08000183105469,2025-12-09,34.7599983215332,2025-12-15,True,28.081787091442937,23.10377376263438,2899.HK
2025-12-09,2899.HK,33.5,33.5,32.08000183105469,32.5,32.5,52830561,0.0,0.0,32.66584342234556,32.2319255620224,31.354098816994945,True,True,True,False,1.4199981689453125,0.9775000810623168,1.466250121593475,HL,HLHHHLHHHL,34.7599983215332,2025-12-15,33.599998474121094,2025-12-19,32.439998626708984,-0.07,29.65999984741211,29.65999984741211,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,32.439998626708984,2025-12-19,36.36000061035156,2025-12-29,True,28.913684448097417,23.874415887109627,2899.HK
2025-12-17,0293.HK,11.789999961853027,11.899999618530272,11.670000076293944,11.829999923706056,11.829999923706056,4802993,0.0,0.0,11.868797594654795,11.85341933511537,11.607088067643458,True,True,True,False,0.2299995422363281,0.1762499809265137,0.2643749713897707,LL,LLHHHLHHHL,12.949999809265137,2025-12-23,12.510000228881836,2025-12-30,12.369999885559082,-0.04,11.670000076293944,11.470000267028809,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,12.369999885559082,2025-12-30,13.09000015258789,2026-01-05,True,11.27858655942205,10.572723904858504,293.HK
2025-11-07,0322.HK,11.75,11.90999984741211,11.600000381469728,11.880000114440918,11.880000114440918,10869613,0.0,0.0,11.340755496917408,11.078766098914558,11.027718661983233,False,False,True,False,0.309999465942381,0.2656249403953551,0.3984374105930326,HL,HLHHHLHHHL,12.100000381469728,2025-11-11,11.93000030517578,2025-11-13,11.630000114440918,-0.04,10.520000457763672,10.220000267028809,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,11.630000114440918,2025-11-13,12.350000381469728,2025-11-17,True,11.24692557622026,11.295512540884223,322.HK
2025-11-21,0358.HK,29.71999931335449,29.71999931335449,28.700000762939453,29.239999771118164,29.239999771118164,16701787,0.0,0.0,30.76884609746169,31.20910335414156,29.61438323729714,False,False,False,False,1.0199985504150355,1.4277781380547412,2.141667207082112,LL,LLHHHLHHHL,34.439998626708984,2025-12-01,33.29999923706055,2025-12-02,32.619998931884766,-0.05,28.700000762939453,28.700000762939453,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,32.619998931884766,2025-12-02,36.5,2025-12-08,True,25.878474458507696,20.27978739749281,358.HK
2025-12-15,0386.HK,4.300000190734863,4.460000038146973,4.269999980926514,4.420000076293945,4.420000076293945,232666606,0.0,0.0,4.407097409232605,4.405431925911538,4.348567131445599,True,True,True,False,0.1900000572204589,0.0749999795641217,0.1124999693461826,LL,LLHHHLHHHL,4.619999885559082,2025-12-18,4.510000228881836,2025-12-22,4.46999979019165,-0.03,4.269999980926514,4.269999980926514,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,4.46999979019165,2025-12-22,4.75,2025-12-30,True,4.303034796609811,4.301291934649363,386.HK
2025-12-19,3939.HK,7.230000019073486,7.300000190734863,6.960000038146973,7.210000038146973,7.210000038146973,37732940,0.0,0.0,7.463341659580592,7.665369550114532,7.937948625002845,False,False,False,False,0.3400001525878906,0.3596427781241281,0.5394641671861922,LL,LLHHHLHHHL,8.600000381469727,2025-12-23,7.639999866485596,2025-12-30,7.5,-0.13,6.960000038146973,6.960000038146973,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,7.5,2025-12-30,9.020000457763672,2026-01-06,True,7.8827519619101665,6.580984726093196,3939.HK
2025-12-08,0005.HK,110.0,110.5999984741211,108.5999984741211,109.0999984741211,109.0999984741211,19058791,0.0,0.0,109.95988015702278,109.3373901082924,107.63158979489408,True,True,True,False,2.0,1.3235285141888813,2.6470570283777626,HL,HLHHHLHHHL,117.9000015258789,2025-12-12,116.1999969482422,2025-12-16,115.1999969482422,-0.02,105.0,105.0,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,115.1999969482422,2025-12-16,129.5,2026-01-06,True,104.14224506047582,94.4744761424148,5.HK
