Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_50,classification,PATTERN,LLDate,HHDate,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2025-10-30,0101.HK,9.050000190734863,9.050000190734863,8.65999984741211,8.6899995803833,8.6899995803833,12386762,0.0,0.0,8.81947030894512,8.770591628488626,8.53550784416537,8.08392094997349,7.583199881946403,True,True,True,8.319999694824219,9.399999618530272,9.479999542236328,8.5,8.430000305175781,SB1-2025/10/30,True,True,True,False,False,False,False,False,False,True,0.83,5,4,True,False,LH,LHLLHH,2025-11-05,2025-11-13,0.0,1.0,8.9,9.479999542236328,10.059999084472656,10.639998626708984,101.HK
2025-11-21,0101.HK,9.010000228881836,9.010000228881836,8.699999809265137,8.729999542236328,8.729999542236328,12013020,0.0,0.0,9.015819305094013,8.933711686988667,8.729460126565614,8.315133545425695,7.743456693733512,True,True,True,9.1899995803833,9.0,8.850000381469727,8.319999694824219,8.319999694824219,BY1-2025/10/30,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHHL,2025-11-26,2025-11-28,,,,,,,101.HK
2025-10-31,1038.HK,51.0,51.04999923706055,50.5,50.54999923706055,50.54999923706055,1909898,0.0,0.0,51.43175537513299,51.72628623435237,52.10632777990389,52.27443074030063,51.79429688740052,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/07/04,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,True,,,,,,,,,,,1038.HK
2025-10-27,0012.HK,27.89999961853028,28.559999465942383,27.5,28.26000022888184,28.26000022888184,7318438,0.0,0.0,27.61851966508525,27.502446997949303,27.35913561521745,26.78040268022077,25.42492656698277,True,True,True,27.059999465942383,30.63999938964844,30.959999084472656,26.76000022888184,26.76000022888184,TP1-2025/09/02,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,False,HH,HHHLHH,2025-11-03,2025-11-13,,,,,,,12.HK
2025-11-07,0012.HK,28.26000022888184,29.459999084472656,27.84000015258789,29.36000061035156,29.36000061035156,16450600,0.0,0.0,28.101058848294574,27.812963846891986,27.54891751429457,26.96563859985345,25.585944182337204,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/09/02,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,12.HK
2025-11-13,0012.HK,30.31999969482422,30.959999084472656,30.31999969482422,30.63999938964844,30.63999938964844,9695324,0.0,0.0,29.178996331868305,28.479218286356907,27.907034259425163,27.195888089112582,25.723513793945603,True,True,True,29.200000762939453,29.71999931335449,30.18000030517578,27.059999465942383,27.059999465942383,TP3-2025/09/02,True,True,True,False,False,False,True,False,False,False,0.0,0,0,False,False,HH,HHHLLH,2025-11-21,2025-11-25,,,,,,,12.HK
2025-11-12,1209.HK,43.59999847412109,46.540000915527344,43.59999847412109,46.119998931884766,46.119998931884766,8627495,0.0,0.0,42.02628220148115,41.32374339959519,40.69445109911364,39.61451817653917,36.51004344428712,True,True,True,42.97999954223633,45.7400016784668,46.36000061035156,38.70000076293945,38.70000076293945,TP3-2025/07/25,True,True,True,False,False,False,True,False,False,False,0.0,0,0,False,False,HH,HHHLLH,2025-11-21,2025-11-27,,,,,,,1209.HK
2025-12-08,1288.HK,5.670000076293945,5.699999809265137,5.559999942779541,5.659999847412109,5.659999847412109,280222831,0.0,0.0,5.7946428374793895,5.846987750360338,5.774346006348826,5.601571276702608,5.100966199924506,False,False,False,5.800000190734863,5.710000038146973,5.800000190734863,5.559999942779541,5.559999942779541,BY1-2025/09/29,,,,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLLHLH,2025-12-14,2025-12-15,,,,,,,1288.HK
2025-11-03,1299.HK,77.44999694824219,79.94999694824219,76.94999694824219,79.94999694824219,79.94999694824219,62096055,0.0,0.0,74.17454634800049,73.28701391101387,72.80808560510708,71.05518504580594,66.74717574485992,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/07/11,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,1299.HK
2025-11-11,1299.HK,81.6500015258789,83.55000305175781,81.5,82.3499984741211,82.3499984741211,29262423,0.0,0.0,79.11926116010854,76.56300050427818,74.5553920987121,72.17579385287317,67.41262089067527,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2025/07/11,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,,,,,1299.HK
