Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,T1_150,BOSS_STATUS,buy_price,tp1_price,tp2_price,SNO
2025-09-16,1025.HK,0.2800000011920929,0.3400000035762787,0.2750000059604645,0.2949999868869781,0.2949999868869781,2397900,0.0,0.0,0.2887173858925567,0.2914425261247051,0.2928882166383832,0.3216968309462355,0.962933888414764,False,False,HH,HHLHLH,0.2599999904632568,2025-10-17,0.238999992609024,2025-11-03,0.2549999952316284,0.2179999947547912,False,True,False,False,False,False,0.0,0,0,,,False,False,TP1-2025/05/20,,,,1025.HK
2025-10-15,1025.HK,0.2349999994039535,0.2399999946355819,0.2179999947547912,0.221000000834465,0.221000000834465,1408000,0.0,0.0,0.2523286172448243,0.2661705010108421,0.2784813009232156,0.3050763805504598,0.8697153477783945,False,False,,,0.0,,0.0,,0.0,0.0,False,False,False,False,True,False,0.0,0,0,,,False,False,CL2-2025/05/20,,,,1025.HK
2025-10-23,1065.HK,3.900000095367432,10.020000457763672,3.880000114440918,4.880000114440918,4.880000114440918,99942000,0.0,0.0,4.080618568620397,3.960676443300043,3.8987959964593712,3.796994192008342,3.488578343036925,True,True,HH,HHHLLH,4.130000114440918,2025-11-10,4.199999809265137,2025-11-12,4.230000019073486,3.849999904632568,False,True,True,False,False,False,0.0,0,0,,,False,False,TP2-2025/07/25,,,,1065.HK
2025-09-23,1080.HK,0.0879999995231628,0.0879999995231628,0.0829999968409538,0.0839999988675117,0.0839999988675117,2940000,0.0,0.0,0.0867104001148938,0.0861133298001349,0.079848648087845,0.0676863037871881,0.0533523200755194,True,True,LH,LHLLHH,0.0799999982118606,2025-09-29,0.0900000035762786,2025-10-10,0.0949999988079071,0.0810000002384185,False,False,False,False,False,True,0.71,5,0,3.0,2.0,False,False,,,,,1080.HK
2025-10-10,1098.HK,0.7099999785423279,0.7300000190734863,0.7099999785423279,0.7099999785423279,0.7099999785423279,123000,0.0,0.0,0.7192665825574306,0.7214400952230527,0.7466852872966857,0.79857382315962,0.9704938006947476,False,False,LH,LHLLHH,0.6700000166893005,2025-10-17,0.7400000095367432,2025-11-03,0.75,0.6899999976158142,False,False,False,False,False,True,0.71,5,4,0.0,0.0,True,False,SB1-2025/10/10,0.71,0.75,0.79,1098.HK
2025-09-22,1119.HK,1.1399999856948853,1.1799999475479126,1.1299999952316284,1.149999976158142,1.149999976158142,9894800,0.0,0.0,1.1030220099139587,1.1034076238126294,1.0721653420526982,1.076938497793949,1.4068910716140834,False,False,LH,LHLLHH,0.9900000095367432,2025-09-26,1.2000000476837158,2025-10-17,1.350000023841858,1.0399999618530271,False,False,False,False,False,True,0.54,7,3,3.0,1.0,False,False,,,,,1119.HK
2025-09-19,1148.HK,0.2370000034570694,0.3000000119209289,0.2300000041723251,0.3000000119209289,0.3000000119209289,14022000,0.0,0.0,0.2435822021073087,0.2355198806935857,0.2247674281072326,0.2110329642134708,0.2033675346157087,True,True,,,0.0,,0.0,,0.0,0.0,False,True,False,False,False,False,0.0,0,0,,,False,False,TP1-2024/09/10,,,,1148.HK
2025-09-22,1148.HK,0.3050000071525574,0.4449999928474426,0.3050000071525574,0.4449999928474426,0.4449999928474426,38773000,0.0,0.0,0.2802036186055148,0.253735542620008,0.2334039992735153,0.2156659746814702,0.2052928928486309,True,True,HH,HHHLLH,0.270000010728836,2025-10-03,0.3449999988079071,2025-10-16,0.395000010728836,0.210999995470047,False,False,True,False,False,False,0.0,0,0,,,False,False,TP2-2024/09/10,,,,1148.HK
2025-10-30,1165.HK,0.0209999997168779,0.0209999997168779,0.0179999992251396,0.0189999993890523,0.0189999993890523,40034000,0.0,0.0,0.0220109709686354,0.0228627091260444,0.0232471323429495,0.0228666313627333,0.023394847215012,False,False,,,0.0,,0.0,,0.0,0.0,False,False,False,True,False,False,0.0,0,0,,,False,False,CL1-2025/08/05,,,,1165.HK
2025-09-12,0117.HK,0.5799999833106995,0.5799999833106995,0.5299999713897705,0.5299999713897705,0.5299999713897705,10000,0.0,0.0,0.5622482239614615,0.5611024475115135,0.4956832298927251,0.4244309834272712,0.41738833993168,True,True,LH,LHLLHH,0.3700000047683716,2025-10-16,0.6000000238418579,2025-10-27,0.6499999761581421,0.4000000059604645,False,False,False,False,False,True,0.86,6,3,3.0,0.0,True,False,SB1-2025/09/12,0.51,0.6499999761581421,0.7899999523162842,117.HK
